input,target
COP1(=O)OC2C(OCc3ccccc3)C(C)C(OCc3ccccc3)C(OC3OC(COCc4ccccc4)C(OC4OC(COC5OC(COCc6ccccc6)C(OCc6ccccc6)C(OCc6ccccc6)C5OC5OC(CO)C(OCc6ccccc6)C(OCc6ccccc6)C5OC5OC(COCc6ccccc6)C(OCc6ccccc6)C(OCc6ccccc6)C5OCc5ccccc5)C(OCc5ccccc5)C(OCc5ccccc5)C4OCc4ccccc4)C(OCc4ccccc4)C3N=[N+]=[N-])C2O1,"[6-[2-[[6-[5-azido-6-[[2-methoxy-6-methyl-2-oxo-5,7-bis(phenylmethoxy)-3a,4,5,6,7,7a-hexahydrobenzo[d][1,3,2]dioxaphosphol-4-yl]oxy]-4-phenylmethoxy-2-(phenylmethoxymethyl)oxan-3-yl]oxy-3,4,5-tris(phenylmethoxy)oxan-2-yl]methoxy]-4,5-bis(phenylmethoxy)-6-(phenylmethoxymethyl)oxan-3-yl]oxy-3,4-bis(phenylmethoxy)-5-[3,4,5-tris(phenylmethoxy)-6-(phenylmethoxymethyl)oxan-2-yl]oxyoxan-2-yl]methanol"
Cc1c(-c2ccc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)cnn1CC12CC3(C)CC(C)(C1)CC(OCCN(CC[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)OCc1ccc(NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CN4C(=O)[C@@H](N5C(=O)C=CC5=O)C[C@H]4COCCS(=O)(=O)O)C(C)C)cc1CC[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)(C3)C2,"6-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-3-[1-[[3-[2-[[2-[2-[(2S,3R,4R,5S,6S)-6-carboxy-3,4,5-trihydroxyoxan-2-yl]ethyl]-4-[[(2S)-2-[[(2S)-2-[[2-[(3S,5S)-3-(2,5-dioxopyrrol-1-yl)-2-oxo-5-(2-sulfoethoxymethyl)pyrrolidin-1-yl]acetyl]amino]-3-methylbutanoyl]amino]propanoyl]amino]phenyl]methoxycarbonyl-[(3R,4S,5R)-3,4,5,6-tetrahydroxyhexyl]amino]ethoxy]-5,7-dimethyl-1-adamantyl]methyl]-5-methylpyrazol-4-yl]pyridine-2-carboxylic acid"
CN[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CSC1CC(=O)N(CCNC(=O)CCCCCN2/C(=C/C=C3\\CCCC(/C=C/C(=NCCCCS(=O)(=O)O)C(C)(C)c4cc(S(=O)O)ccc4C)=C3Oc3ccc(S(=O)(=O)O)cc3)C(C)(C)c3cc(S(=O)(=O)O)ccc32)C1=O)C(N)=O,"(2E)-1-[6-[2-[3-[(2S)-3-amino-2-[[(2R)-5-carbamimidamido-2-[[(2R)-5-carbamimidamido-2-[[(2R)-5-carbamimidamido-2-[[(2R)-5-carbamimidamido-2-[[(2R)-5-carbamimidamido-2-(methylamino)pentanoyl]amino]pentanoyl]amino]pentanoyl]amino]pentanoyl]amino]pentanoyl]amino]-3-oxopropyl]sulfanyl-2,5-dioxopyrrolidin-1-yl]ethylamino]-6-oxohexyl]-3,3-dimethyl-2-[(2E)-2-[3-[(E)-4-methyl-4-(2-methyl-5-sulfinophenyl)-3-(4-sulfobutylimino)pent-1-enyl]-2-(4-sulfophenoxy)cyclohex-2-en-1-ylidene]ethylidene]indole-5-sulfonic acid"
CC(C)(C)OC(=O)C[C@H](NC(=O)CNC(=O)c1cccc(N/C(=N/C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)c1)C(=O)Nc1ccc(OCCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)Oc2c(F)c(F)cc(F)c2F)cc1,"""(2,3,5,6-tetrafluorophenyl) (2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[3-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[4-[4-[[(2S)-2-[[2-[[3-[[(Z)-N,N-bis[(2-methylpropan-2-yl)oxycarbonyl]carbamimidoyl]amino]benzoyl]amino]acetyl]amino]-4-[(2-methylpropan-2-yl)oxy]-4-oxobutanoyl]amino]phenoxy]butanoylamino]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]propanoylamino]-3-phenylpropanoyl]amino]-5-(carbamoylamino)pentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carboxylate"""
CC1C(O)[C@H](OC2OC(CO[C@]3(C(=O)O)C[C@@H](O)[C@@H](N)C([C@H](O)[C@H](O)CO)O3)[C@H](O)[C@H](O)C2O)[C@H](CO)O[C@H]1O[C@@H]1C(O)[C@H](O)C(CO)O[C@@H]1OCC1O[C@@H](O[C@@H]2C(CO)O[C@@H](O[C@@H]3C(CO)O[C@@H](C)[C@@H](C)C3O)[C@@H](C)C2O)[C@H](O)C(O[C@H]2O[C@H](CO)[C@@H](O)C(O)C2O)[C@@H]1O,"(2R,4R,5R)-5-amino-2-[[(3R,4S)-6-[(2S,3S,6S)-6-[(2S,3R,5S)-2-[[(3R,5R,6S)-3,5-dihydroxy-6-[(3S,5S,6S)-4-hydroxy-6-[(3S,5S,6S)-4-hydroxy-2-(hydroxymethyl)-5,6-dimethyloxan-3-yl]oxy-2-(hydroxymethyl)-5-methyloxan-3-yl]oxy-4-[(2R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methoxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)-5-methyloxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-4-hydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid"
C/C=C(\\C)[C@H]1OC(=O)[C@@H](C)NC(=O)[C@H](C(C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)OC(=O)/C(C)=C/C[C@H](OC(=O)N(C)CCN(C)C(=O)OCc2ccc(NC(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)CCN4C(=O)CC(C)C4=O)C(C)C)cc3)cc2)[C@@H]1C,"[4-[[4-[[(2S)-5-(carbamoylamino)-2-[[(2S)-3-methyl-2-[3-[2-[2-[3-(3-methyl-2,5-dioxopyrrolidin-1-yl)propanoylamino]ethoxy]ethoxy]propanoylamino]butanoyl]amino]pentanoyl]amino]phenyl]methoxycarbonylamino]phenyl]methyl N-[2-[[(2R,5S,8R,14S,17R,20S,21S,22S,24E)-8-benzyl-14-butan-2-yl-20-[(E)-but-2-en-2-yl]-5,7,10,17,21,25-hexamethyl-2-(2-methylpropyl)-3,6,9,12,15,18,26-heptaoxo-1,19-dioxa-4,7,10,13,16-pentazacyclohexacos-24-en-22-yl]oxycarbonyl-methylamino]ethyl]-N-methylcarbamate"
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4ccc(-c5ccc6c7ccccc7n(-c7cccc(-c8nc(-n9c%10cc(-c%11ccc%12c%13ccccc%13n(-c%13ccc%14c(c%13)C(C)(C)c%13ccccc%13-%14)c%12c%11)ccc%10c%10ccc(-c%11ccc%12c%13ccccc%13n(-c%13ccc%14c(c%13)C(C)(C)c%13ccccc%13-%14)c%12c%11)cc%109)nc9ccccc89)c7)c6c5)cc43)cc21,"2,7-bis[9-(9,9-dimethylfluoren-2-yl)carbazol-2-yl]-9-[4-[3-[2-[9-(9,9-dimethylfluoren-2-yl)carbazol-2-yl]carbazol-9-yl]phenyl]quinazolin-2-yl]carbazole"
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](NC(=O)OCc3ccccc3)C[C@H](NC(=O)OCc3ccccc3)[C@H]2O[C@H]2O[C@@H]3COC(c4ccccc4)O[C@H]3[C@H](O)[C@H]2NC(=O)OCc2ccccc2)[C@H](OCCNCCc2ccc(C(F)(F)F)cc2)[C@@H]1O[C@H]1O[C@@H](CNC(=O)OCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1NC(=O)OCc1ccccc1,"benzyl N-[(4aR,6S,7R,8R,8aS)-6-[(1R,2R,3S,4R,6S)-2-[(2S,3R,4R,5R)-5-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-[(2R,3R,4R,5S,6S)-4,5-dihydroxy-3-(phenylmethoxycarbonylamino)-6-(phenylmethoxycarbonylaminomethyl)oxan-2-yl]oxy-3-[2-[2-[4-(trifluoromethyl)phenyl]ethylamino]ethoxy]oxolan-2-yl]oxy-3-hydroxy-4,6-bis(phenylmethoxycarbonylamino)cyclohexyl]oxy-8-hydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]carbamate"
CC(C)(C)c1cc(Oc2cc3c(cc2Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)-c2nc-3nc3[nH]c(nc4nc(nc5[nH]c(n2)c2cc(Oc6cc(C(C)(C)C)cc(C(C)(C)C)c6)c(Oc6cc(C(C)(C)C)cc(C(C)(C)C)c6)cc52)-c2cc(Oc5cccc(OCCCCCCBr)c5)ccc2-4)c2cc(Oc4cc(C(C)(C)C)cc(C(C)(C)C)c4)c(Oc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc32)cc(C(C)(C)C)c1,"33-[3-(6-bromohexoxy)phenoxy]-6,7,15,16,24,25-hexakis(3,5-ditert-butylphenoxy)-2,11,20,29,37,38,39,40-octazanonacyclo[28.6.1.13,10.112,19.121,28.04,9.013,18.022,27.031,36]tetraconta-1(37),2,4,6,8,10,12(39),13,15,17,19,21,23,25,27,29,31(36),32,34-nonadecaene"
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H]6O)[C@H](O)C[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,"methyl (2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,12aS,14bR)-8a-[(2S,3R,4S,5S)-3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxycarbonyl-8-hydroxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylate"
C=CCCOCCCCCCOc1ccc(C2=c3ccc([nH]3)=C(c3cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)c3ccc([nH]3)C(c3cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)=c3ccc([nH]3)=C(c3cc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)c3ccc2[nH]3)cc1,"5-[4-(6-but-3-enoxyhexoxy)phenyl]-10,15,20-tris(3,4,5-trihexadecoxyphenyl)-21,22,23,24-tetrahydroporphyrin"
Cc1sc(C2=S3OS(=O)(=O)c4ccc(cc4)CCC(c4ccc(S(=O)(=O)O)cc4)CC(c4ccc(S(=O)(=O)O)cc4)CC(c4ccc(S(=O)(=O)O)cc4)CC(c4ccc(S(=O)(=O)O)cc4)CC(c4ccc(S(=O)(=O)O)cc4)CCc4ccc(cc4)S(=O)(=O)OS4=C(c5sc(C)c6c5OCCO6)C5=C(OCCO5)C4=c4sc(c5c4OCCO5)=c4sc(c5c4OCCO5)=c4sc(c5c4OCCO5)=C3C3=C2OCCO3)c2c1OCCO2,"4-[5,44-bis(7-methyl-2,3-dihydrothieno[3,4-b][1,4]dioxin-5-yl)-2,2,47,47-tetraoxo-56,58,60,62-tetrakis(4-sulfophenyl)-3,7,10,15,18,23,26,31,34,39,42,46-dodecaoxa-2λ6,4λ4,45λ4,47λ6,72,73,74-heptathiatridecacyclo[63.2.2.248,51.113,20.121,28.129,36.04,12.06,11.014,19.022,27.030,35.037,45.038,43]tetraheptaconta-1(68),4,6(11),12,14(19),20,22(27),28,30(35),36,38(43),44,48,50,65(69),66,70-heptadecaen-54-yl]benzenesulfonic acid"
COC[C@H]1OC(=O)C(CN(C)CCCN(C)C)C2C(=O)C(=O)C3=C4CCC(=O)[C@@]4(C)CC(OC(=O)CCCCCCC(=O)O[C@@H]4C(C)=C[C@@H](C)C(=O)C[C@@H]([C@H](C)C[C@@H]5CC[C@@H](O)[C@H](OC)C5)OC(=O)[C@@H]5CCCCN5C(=O)C(=O)[C@]5(O)O[C@@H](CC[C@H]5C)C[C@H](OC)C(C)=CC=CC=C[C@@H](C)C[C@@H](C)C(=O)[C@@H]4OC)=C3[C@]21C,"8-O-[(9S,9aS,11aS)-6-[[3-(dimethylamino)propyl-methylamino]methyl]-9-(methoxymethyl)-9a,11a-dimethyl-1,4,5,7-tetraoxo-2,3,5a,6,9,11-hexahydroindeno[4,5-h]isochromen-10-yl] 1-O-[(1R,9S,12S,15R,18R,19R,21R,23S,30S,32S,35R)-1-hydroxy-12-[(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraen-18-yl] octanedioate"
