input, target
COc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(SCC(=O)Nc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)n2)cc1, 2-[3-cyano-6-(4-methoxyphenyl)-4-(4-methylphenyl)pyridin-2-yl]sulfanyl-N-[4-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfamoyl]phenyl]acetamide
O=C(CSc1nnc(-c2ccc(CSc3nc4ccccc4s3)cc2)n1-c1ccccc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1, 2-[[5-[4-(1,3-benzothiazol-2-ylsulfanylmethyl)phenyl]-4-phenyl-1,2,4-triazol-3-yl]sulfanyl]-N-[3,5-bis(trifluoromethyl)phenyl]acetamide
CC(=O)Oc1ccc(C(=O)COC(=O)[C@H]2[C@H]3C(=O)O[C@@H]4[C@@H](Br)[C@@H]2C[C@@H]43)cc1, [2-(4-acetyloxyphenyl)-2-oxoethyl] (1R,2S,3S,6S,7R,9S)-2-bromo-5-oxo-4-oxatricyclo[4.2.1.03,7]nonane-9-carboxylate
CCOC(=O)C1(CCC(C)C)CNC(=O)CCCN(C(=O)CCS(=O)(=O)c2ccccc2)CCNC(=O)COc2ccc(cc2OC)C1, ethyl 8-[3-(benzenesulfonyl)propanoyl]-19-methoxy-15-(3-methylbutyl)-4,12-dioxo-2-oxa-5,8,13-triazabicyclo[15.2.2]henicosa-1(19),17,20-triene-15-carboxylate
Cn1c(=O)[nH]c(=O)c2c1nc(N/N=C1C(=C3/CC(=O)c4ccccc43)/C(=O)c3ccccc3/1)n2Cc1ccccc1, 7-benzyl-3-methyl-8-[(2E)-2-[(2E)-3-oxo-2-(3-oxoinden-1-ylidene)inden-1-ylidene]hydrazinyl]purine-2,6-dione
c1ccc(-c2nc(-c3ccccc3)nc(-n3c(-n4c5ccccc5c5ccccc54)nc4c5ccccc5c5ccccc5c43)n2)cc1, 2-carbazol-9-yl-3-(4,6-diphenyl-1,3,5-triazin-2-yl)phenanthro[9,10-d]imidazole
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)[C@H](C)C(=O)NC(C)C)c2cccc(Br)c2)cc1, (2R)-2-[[2-(3-bromo-N-(4-methylphenyl)sulfonylanilino)acetyl]-[(3,4-dichlorophenyl)methyl]amino]-N-propan-2-ylpropanamide
CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)C21, (3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S)-6-hydroxy-2-methyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid
CNCCOc1ccc(-c2ccc(-c3nc4cc(O[C@@H]5CO[C@@H]6[C@H](O)CO[C@H]56)[nH]c4cc3F)cc2)cc1, (3R,3aR,6R,6aR)-6-[[6-fluoro-5-[4-[4-[2-(methylamino)ethoxy]phenyl]phenyl]-1H-pyrrolo[3,2-b]pyridin-2-yl]oxy]-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3-ol
CCOC(=O)CNC(=O)Nc1cccc([C@@H]2O[C@H](c3ccc(CO)cc3)[C@H](C)[C@H](CSc3nnnn3C)O2)c1, ethyl 2-[[3-[(2R,4S,5S,6R)-4-[4-(hydroxymethyl)phenyl]-5-methyl-6-[(1-methyltetrazol-5-yl)sulfanylmethyl]-1,3-dioxan-2-yl]phenyl]carbamoylamino]acetate
CCNc1cc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c([N+](=O)[O-])cc1[N+](=O)[O-], (2S,3R,4S,5R,6R)-2-[5-(ethylamino)-2,4-dinitrophenyl]sulfanyl-6-(hydroxymethyl)oxane-3,4,5-triol
C=CCOC(=O)[C@H]1[C@@H]2SC3(CC2Br)C(C(=O)N(CC=C)CCCCC)N([C@@H](CC)CO)C(=O)[C@H]13, prop-2-enyl (5S,6S,7S)-8-bromo-3-[(2S)-1-hydroxybutan-2-yl]-4-oxo-2-[pentyl(prop-2-enyl)carbamoyl]-10-thia-3-azatricyclo[5.2.1.01,5]decane-6-carboxylate
N#C[C@H](Cc1ccc(-c2ccc3c(c2)CC(=O)N3C2CCNCC2)cc1F)NC(=O)[C@H]1N[C@@H]2CC[C@H]1C2, (1R,3S,4S)-N-[(1S)-1-cyano-2-[2-fluoro-4-(2-oxo-1-piperidin-4-yl-3H-indol-5-yl)phenyl]ethyl]-2-azabicyclo[2.2.1]heptane-3-carboxamide
COC(=O)C[C@H](NC(=O)C(F)(F)F)C(=O)N[C@H](C(=O)N[C@@H](C)[C@H](O)OCc1ccccc1)C(C)C, methyl (3S)-4-[[(2S)-1-[[(1R,2S)-1-hydroxy-1-phenylmethoxypropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-oxo-3-[(2,2,2-trifluoroacetyl)amino]butanoate
CCCCC(CC)CNc1nc(N2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)nc2c1ncn2Cc1ccc([N+](=O)[O-])cc1, (3,5-dichlorophenyl)-[4-[6-(2-ethylhexylamino)-9-[(4-nitrophenyl)methyl]purin-2-yl]piperazin-1-yl]methanone
COc1ccc(NC(=O)COC(=O)c2cccc(N3C(=O)[C@@H]4C[C@H](Cl)[C@@H](Cl)C[C@H]4C3=O)c2)cc1, [2-(4-methoxyanilino)-2-oxoethyl] 3-[(3aR,5S,6S,7aR)-5,6-dichloro-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]benzoate
CC(C)(C)OC(=O)N[C@@]1(COCc2ccccc2)COC(C)(C)O[C@H]1[C@@H]1OC(C)(C)O[C@H]1/C=C/CBr, tert-butyl N-[(4R,5S)-4-[(4R,5S)-5-[(E)-3-bromoprop-1-enyl]-2,2-dimethyl-1,3-dioxolan-4-yl]-2,2-dimethyl-5-(phenylmethoxymethyl)-1,3-dioxan-5-yl]carbamate
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)NC3CC3)cc2)[C@@H](Cc2ccccc2)C(=O)NCc2ccccn2)cc1, (2S)-2-[3-[4-(cyclopropylsulfamoyl)phenyl]propanoyl-[(4-methoxyphenyl)methyl]amino]-3-phenyl-N-(pyridin-2-ylmethyl)propanamide
CCNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(Br)cc1)C(=O)CN(c1cc(C)cc(C)c1)S(=O)(=O)c1ccccc1, (2S)-2-[[2-[N-(benzenesulfonyl)-3,5-dimethylanilino]acetyl]-[(4-bromophenyl)methyl]amino]-N-ethyl-3-phenylpropanamide
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)c1ccccc1, N-[[(3R,9S,10S)-16-(dimethylamino)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-N-methylbenzamide
C[C@H](Cc1cccc(CC(=O)NCc2ccc(C(F)(F)F)cc2F)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1, N-[[2-fluoro-4-(trifluoromethyl)phenyl]methyl]-2-[3-[(2R)-2-[[(2R)-2-hydroxy-2-[4-hydroxy-3-(methanesulfonamido)phenyl]ethyl]amino]propyl]phenyl]acetamide
COc1cccc(OC)c1-c1nn(-c2ccc(C)cc2C)c2c1[C@H](c1ccccc1Cl)SCC(=O)N2CC(=O)NCc1ccccn1, 2-[(4R)-4-(2-chlorophenyl)-3-(2,6-dimethoxyphenyl)-1-(2,4-dimethylphenyl)-7-oxo-4H-pyrazolo[3,4-e][1,4]thiazepin-8-yl]-N-(pyridin-2-ylmethyl)acetamide
COc1ccc(COCCOc2ccc(C(=O)NCC(C)(O)c3cc4c(c(-c5ccc(F)c(Cl)c5)n3)OCC4(C)C)cc2OC)cc1, N-[2-[7-(3-chloro-4-fluorophenyl)-3,3-dimethyl-2H-furo[2,3-c]pyridin-5-yl]-2-hydroxypropyl]-3-methoxy-4-[2-[(4-methoxyphenyl)methoxy]ethoxy]benzamide
N#CCOc1ccccc1C1=NO[C@@H]2[C@H]3C[C@H]([C@H]4C(=O)N(CC(=O)O)C(=O)[C@@H]34)[C@H]12, 2-[(1S,2R,6R,7S,8R,12S)-5-[2-(cyanomethoxy)phenyl]-9,11-dioxo-3-oxa-4,10-diazatetracyclo[5.5.1.02,6.08,12]tridec-4-en-10-yl]acetic acid
c1ccc2c(c1)-c1cc3c4ccccc4c4ccccc4c3cc1-c1cccc(-c3ccc4sc5ccccc5c4c3)c1-c1ccccc1-2, 2-(6-octacyclo[18.16.0.02,7.08,13.014,19.022,35.023,28.029,34]hexatriaconta-1(20),2,4,6,8,10,12,14,16,18,21,23,25,27,29,31,33,35-octadecaenyl)dibenzothiophene
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(C(C)(C)C)cc3)c(=O)n2[C@H]1c1ccc(OC(C)=O)c(OCC)c1, ethyl (2E,5S)-5-(4-acetyloxy-3-ethoxyphenyl)-2-[(4-tert-butylphenyl)methylidene]-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
CC1(C)CC[C@@H]([C@@H](C(=O)N2CCN(c3c(-c4ccccc4)cnc4[nH]ncc34)CC2)c2ccc(Cl)cc2)N1, (2S)-2-(4-chlorophenyl)-2-[(2S)-5,5-dimethylpyrrolidin-2-yl]-1-[4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)piperazin-1-yl]ethanone
C1=CN2c3sc4ccccc4c3NC2C=C1c1ccc2c(-c3ccc4ccccc4c3)c3ccccc3c(-c3ccc4ccccc4c3)c2c1, 5-(9,10-dinaphthalen-2-ylanthracen-2-yl)-16-thia-2,8-diazatetracyclo[7.7.0.02,7.010,15]hexadeca-1(9),3,5,10,12,14-hexaene
Cc1[nH]nc(C(F)(F)F)c1C(=O)N[C@@H]1CCN(C(=O)c2cc(Cl)c3ncn(C)c3c2)C[C@@H]1c1ccccc1, N-[(3S,4R)-1-(7-chloro-3-methylbenzimidazole-5-carbonyl)-3-phenylpiperidin-4-yl]-5-methyl-3-(trifluoromethyl)-1H-pyrazole-4-carboxamide
CCC(CC)C(=O)OC[C@@H](C(=O)OC1C[C@@H]2[C@@H]3O[C@@H]3[C@@H](C1)[N+]2(C)C)c1ccccc1, [(2S)-3-[[(1R,2S,4R,5R)-9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl]oxy]-3-oxo-2-phenylpropyl] 2-ethylbutanoate
COc1ccc(-n2c(C)cc([C@H]3[C@@H](c4ccccn4)NC(=S)N3CCN3CCOCC3)c2C)c([N+](=O)[O-])c1, (4S,5S)-5-[1-(4-methoxy-2-nitrophenyl)-2,5-dimethylpyrrol-3-yl]-1-(2-morpholin-4-ylethyl)-4-pyridin-2-ylimidazolidine-2-thione
O=C1N[C@H](c2ccc(-c3cccc(C(F)(F)F)c3)o2)[C@@H](C(=O)c2cccs2)[C@@](O)(C(F)(F)F)N1, (4R,5R,6S)-4-hydroxy-5-(thiophene-2-carbonyl)-4-(trifluoromethyl)-6-[5-[3-(trifluoromethyl)phenyl]furan-2-yl]-1,3-diazinan-2-one
CCC(C)C(NC(=O)OC(C)(C)C)C(=O)N(C)C(C(=O)NC(Cc1ccccc1)C(=O)OC(C)(C)C)c1c(C)cccc1C, tert-butyl 2-[[2-(2,6-dimethylphenyl)-2-[methyl-[3-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoyl]amino]acetyl]amino]-3-phenylpropanoate
CC(C)CC(NC(=O)C(CCC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O, 2-[[5-amino-2-[[2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-5-oxopentanoyl]amino]-4-methylpentanoic acid
COCCNS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1c(C)c(C(=O)NC[C@@H]2CCCO2)nn1-c1cccc(F)c1, 1-(3-fluorophenyl)-5-[2-(2-methoxyethylsulfamoyl)-4-nitrophenoxy]-4-methyl-N-[[(2S)-oxolan-2-yl]methyl]pyrazole-3-carboxamide
CC(=O)OC[C@H]1O[C@@H](NC(=O)C(F)(F)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O, [(2R,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-[(2,2,2-trifluoroacetyl)amino]oxan-2-yl]methyl acetate
COCCCN1C[C@@]2(CC[C@H]3c4ccc(cc4C(=O)C4CCCCC4)C[C@@H](O)CCC(C)=CCC[C@@]32C)OC1=O, (2'S,5S,6'S,13'S)-17'-(cyclohexanecarbonyl)-13'-hydroxy-3-(3-methoxypropyl)-6',10'-dimethylspiro[1,3-oxazolidine-5,5'-tricyclo[13.2.2.02,6]nonadeca-1(17),9,15,18-tetraene]-2-one
CCN(c1cccc(C(=CC=C(c2ccccc2)c2ccccc2)c2cccc(N(CC)C(C)c3ccccc3)c2)c1)C(C)c1ccccc1, N-ethyl-3-[1-[3-[ethyl(1-phenylethyl)amino]phenyl]-4,4-diphenylbuta-1,3-dienyl]-N-(1-phenylethyl)aniline
CC[C@@H](C)NC(=O)[C@H](C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1ccc(Cl)c(Cl)c1)S(C)(=O)=O, (2S)-N-[(2R)-butan-2-yl]-2-[[2-(3,4-dichloro-N-methylsulfonylanilino)acetyl]-[(3,4-dichlorophenyl)methyl]amino]propanamide
CC[C@H](C(=O)NC(C)(C)C)N(Cc1ccccc1)C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1ccc(OC)c(OC)c1, (2R)-2-[benzyl-[2-(N-(3,4-dimethoxyphenyl)sulfonyl-4-methylanilino)acetyl]amino]-N-tert-butylbutanamide
COC(=O)C[C@@H](c1ccc(OC(C)C)c(OC)c1)c1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12, methyl (3S)-3-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4-oxochromen-8-yl]-3-(3-methoxy-4-propan-2-yloxyphenyl)propanoate
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)[C@H](C)C(=O)NCC(C)C)c2cccc(C)c2)cc1, (2R)-2-[(3,4-dichlorophenyl)methyl-[2-(3-methyl-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-N-(2-methylpropyl)propanamide
Cc1ccc(N(CC(=O)N(Cc2cccc(C)c2)[C@H](Cc2ccccc2)C(=O)NCC(C)C)S(=O)(=O)c2ccccc2)cc1, (2R)-2-[[2-[N-(benzenesulfonyl)-4-methylanilino]acetyl]-[(3-methylphenyl)methyl]amino]-N-(2-methylpropyl)-3-phenylpropanamide
CCOc1ccccc1/C=C(\NC(=O)c1ccccc1)C(=O)Nc1ccc(SC(C(=O)Nc2ccc(C)c(C)c2)c2ccccc2)cc1, N-[(Z)-3-[4-[2-(3,4-dimethylanilino)-2-oxo-1-phenylethyl]sulfanylanilino]-1-(2-ethoxyphenyl)-3-oxoprop-1-en-2-yl]benzamide
C[C@@H]1C[C@@H](C)CN(c2ccc(C(=O)O[C@H](C)C(=O)Nc3cccc(Cl)c3Cl)cc2[N+](=O)[O-])C1, [(2R)-1-(2,3-dichloroanilino)-1-oxopropan-2-yl] 4-[(3R,5R)-3,5-dimethylpiperidin-1-yl]-3-nitrobenzoate
Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N4CCC[C@@H]4C(=O)OC(C)(C)C)c3O)c(=O)c2=O)C2(C)COC2)o1, tert-butyl (2R)-1-[2-hydroxy-3-[[2-[[(5-methylfuran-2-yl)-(3-methyloxetan-3-yl)methyl]amino]-3,4-dioxocyclobuten-1-yl]amino]benzoyl]pyrrolidine-2-carboxylate
c1ccc2cc3cc(-c4ccc5ccc6ccc(-c7ccc(-c8ccc9sc%10ccccc%10c9c8)cc7)nc6c5n4)ccc3cc2c1, 2-anthracen-2-yl-9-(4-dibenzothiophen-2-ylphenyl)-1,10-phenanthroline
O=C(Nc1c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1[S+]([O-])C(F)F)c1ccc2ccc[n+]([O-])c2c1, N-[2-bromo-6-(difluoromethylsulfinyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)phenyl]-1-oxidoquinolin-1-ium-7-carboxamide
CCNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(OC)cc1, (2S)-N-ethyl-2-[[2-(4-fluoro-N-(4-methoxyphenyl)sulfonylanilino)acetyl]-[(4-methylphenyl)methyl]amino]-3-phenylpropanamide
CC1(C)c2cccc(N(c3cccc(-c4ccccc4)c3)c3cccc(-c4ccccc4)c3)c2-c2ccc3c(oc4ccccc43)c21, 12,12-dimethyl-N,N-bis(3-phenylphenyl)fluoreno[1,2-b][1]benzofuran-4-amine
CCOC(=O)c1c(N2C(=O)[C@@H]3[C@@H](ON(c4ccccc4C)[C@H]3c3ccc(Cl)cc3Cl)C2=O)sc(C)c1C, ethyl 2-[(3R,3aS,6aR)-3-(2,4-dichlorophenyl)-2-(2-methylphenyl)-4,6-dioxo-3a,6a-dihydro-3H-pyrrolo[3,4-d][1,2]oxazol-5-yl]-4,5-dimethylthiophene-3-carboxylate
CC(=O)OC1CC(=O)N1c1ccc2c(c1)[C@]1(O[C@@H](CCO)[C@H]([Si](C)(C)F)[C@H]1C)C(=O)N2C, [1-[(3S,3'S,4'R,5'S)-4'-[fluoro(dimethyl)silyl]-5'-(2-hydroxyethyl)-1,3'-dimethyl-2-oxospiro[indole-3,2'-oxolane]-5-yl]-4-oxoazetidin-2-yl] acetate
N[C@@H](CC(F)(F)F)C(=O)N[C@](Cc1ccccc1)(C1=CC=C(F)CC1)c1cc(F)cc(OC(F)(F)C(F)F)c1, (2S)-2-amino-4,4,4-trifluoro-N-[(1R)-1-(4-fluorocyclohexa-1,3-dien-1-yl)-1-[3-fluoro-5-(1,1,2,2-tetrafluoroethoxy)phenyl]-2-phenylethyl]butanamide
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(N4CC[NH+](C)CC4)o3)c(=O)n2[C@H]1c1ccc(OC)c(OC)c1, ethyl (2E,5S)-5-(3,4-dimethoxyphenyl)-7-methyl-2-[[5-(4-methylpiperazin-4-ium-1-yl)furan-2-yl]methylidene]-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
CC(C)n1ncn(-c2ccc(N3CCN(c4ccc(SCC5COC(Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O, 4-[4-[4-[4-[[2-(2,4-difluorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methylsulfanyl]phenyl]piperazin-1-yl]phenyl]-2-propan-2-yl-1,2,4-triazol-3-one
C[C@@H](O)CNc1ncc(-c2cncc([C@@]34CC[C@@H](c5cc(-c6c(F)cccc6F)nnc53)C4(C)C)n2)cn1, (2R)-1-[[5-[6-[(1S,8R)-5-(2,6-difluorophenyl)-11,11-dimethyl-3,4-diazatricyclo[6.2.1.02,7]undeca-2,4,6-trien-1-yl]pyrazin-2-yl]pyrimidin-2-yl]amino]propan-2-ol
CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)nc(C)c(-c2ccc(SCCc3ccc(F)cc3)cc2)c1N1CCC(C)(C)CC1, ethyl (2S)-2-[4-(4,4-dimethylpiperidin-1-yl)-5-[4-[2-(4-fluorophenyl)ethylsulfanyl]phenyl]-2,6-dimethylpyridin-3-yl]-2-[(2-methylpropan-2-yl)oxy]acetate
CC(=O)SC1CN(C(=O)[O-])C(Cc2ccc([N+](=O)[O-])cc2)(CN(C(=O)OC(C)(C)C)S(N)(=O)=O)C1, 4-acetylsulfanyl-2-[[(2-methylpropan-2-yl)oxycarbonyl-sulfamoylamino]methyl]-2-[(4-nitrophenyl)methyl]pyrrolidine-1-carboxylate
CC(C)(C)c1ccc(C(=O)OCCC(CCOC(=O)c2ccc(C(C)(C)C)cc2)COC(=O)c2ccc(C(C)(C)C)cc2)cc1, [5-(4-tert-butylbenzoyl)oxy-3-[(4-tert-butylbenzoyl)oxymethyl]pentyl] 4-tert-butylbenzoate
CO/N=C1/C[C@@H]2[C@@H]3C4C5[C@H](C=C[C@H]5[C@@H]13)[C@H]1/C(=N\OC)C[C@H]2[C@H]41, (2R,3R,6R,7S,10R,11R,14S,16R)-4-N,9-N-dimethoxyhexacyclo[8.5.1.02,6.03,14.07,16.011,15]hexadec-12-ene-4,9-diimine
Cc1cc(F)c(C(=O)NC2CC2)cc1-c1cnn(-c2cncc(N[C@H]3CCN(C(=O)OC(C)(C)C)C[C@H]3F)c2)c1, tert-butyl (3R,4S)-4-[[5-[4-[5-(cyclopropylcarbamoyl)-4-fluoro-2-methylphenyl]pyrazol-1-yl]pyridin-3-yl]amino]-3-fluoropiperidine-1-carboxylate
CCCCCCCCCC(CCCCCCCCOC(=O)c1ccccc1[N+]#N)C(CCCCCCCCC)CCCCCCCCOC(=O)c1ccccc1[N+]#N, 2-[10-[8-(2-diazoniobenzoyl)oxyoctyl]-9-nonylnonadecoxy]carbonylbenzenediazonium
CCOC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n(Cc2ccccc2)c2nc3ccccc3nc12, ethyl 1-benzyl-2-[(2,4-dinitrobenzoyl)amino]pyrrolo[3,2-b]quinoxaline-3-carboxylate
CC1=C[C@H]2C[C@H]1[C@@H]1C(=O)N(c3ccc(C(=O)OCC(=O)Nc4cc(C)ccc4C)cc3)C(=O)[C@H]12, [2-(2,5-dimethylanilino)-2-oxoethyl] 4-[(1R,2S,6S,7S)-8-methyl-3,5-dioxo-4-azatricyclo[5.2.1.02,6]dec-8-en-4-yl]benzoate
COC(=O)c1ccc(/C=N\NC(=O)CN(c2cc(Cl)ccc2OC)S(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1, methyl 4-[(Z)-[[2-(5-chloro-2-methoxy-N-(4-methyl-3-nitrophenyl)sulfonylanilino)acetyl]hydrazinylidene]methyl]benzoate
C=CCOC(=O)C(O)N1C(=O)[C@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)[C@H]1CC(=O)[C@@H]1CCCS1, prop-2-enyl 2-[(3S,4R)-3-[(1R)-1-[tert-butyl(dimethyl)silyl]oxyethyl]-2-oxo-4-[2-oxo-2-[(2S)-thiolan-2-yl]ethyl]azetidin-1-yl]-2-hydroxyacetate
COc1ncnc(OC)c1-n1c(NS(=O)(=O)[C@@H](C)[C@@H](OC(C)C)c2ncc(Cl)cn2)nnc1-c1ccn(C)n1, (1S,2S)-1-(5-chloropyrimidin-2-yl)-N-[4-(4,6-dimethoxypyrimidin-5-yl)-5-(1-methylpyrazol-3-yl)-1,2,4-triazol-3-yl]-1-propan-2-yloxypropane-2-sulfonamide
COC(=O)C[C@@H]1C(=O)N(CC(=O)O)CCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(C(=N)N)cc1, 2-[(3R)-4-[(2S)-2-[(4-carbamimidoylbenzoyl)amino]-3-(4-hydroxyphenyl)propanoyl]-3-(2-methoxy-2-oxoethyl)-2-oxopiperazin-1-yl]acetic acid
Cc1ccc(C)c(N2CCN(CCCNC(=O)C[C@@H]3C(=O)N(Cc4ccccc4)[C@H](C)c4nc5ccccc5n43)CC2)c1, 2-[(1R,4R)-2-benzyl-1-methyl-3-oxo-1,4-dihydropyrazino[1,2-a]benzimidazol-4-yl]-N-[3-[4-(2,5-dimethylphenyl)piperazin-1-yl]propyl]acetamide
