input, target
COc1cc(CNC(=O)Cn2ncc(N[C@@H]3C[C@H](C)C(C)(C)[C@H](C)[C@H]3C)c(Br)c2=O)ccn1, 2-[5-bromo-6-oxo-4-[[(1R,2R,3R,5S)-2,3,4,4,5-pentamethylcyclohexyl]amino]pyridazin-1-yl]-N-[(2-methoxypyridin-4-yl)methyl]acetamide
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H](C)N1CCNCC1, 4-methyl-1-[(2R)-2-piperazin-1-ylpropyl]-5-[[4-[[6-(2,2,2-trifluoroethyl)thieno[2,3-d]pyrimidin-4-yl]amino]piperidin-1-yl]methyl]indole-2-carbonitrile
Cc1c(NC(=O)N2Cc3ccccc3C2)cccc1-c1ncc2cc(-c3ccc(CN4CCC(C)(O)CC4)cc3)[nH]c2n1, N-[3-[6-[4-[(4-hydroxy-4-methylpiperidin-1-yl)methyl]phenyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl]-2-methylphenyl]-1,3-dihydroisoindole-2-carboxamide
CCCCCCO/N=C(\N)c1ccc(NCCc2cccc(C(=O)N(CCC(=O)Oc3c(C)cccc3OC)c3ccccn3)c2)cc1, (2-methoxy-6-methylphenyl) 3-[[3-[2-[4-[(Z)-N'-hexoxycarbamimidoyl]anilino]ethyl]benzoyl]-pyridin-2-ylamino]propanoate
Cc1ccc(-c2cc(=O)c3c(O)cc(OC4OCC(OC(=O)/C=C/c5ccc(O)c(O)c5)C(O)C4O)cc3o2)cc1, [4,5-dihydroxy-6-[5-hydroxy-2-(4-methylphenyl)-4-oxochromen-7-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate
COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@@H](C)[C@H](O)c2cccc3ccnn23)nnc1-c1ccc(C)o1, (1R,2S)-N-[4-(2,6-dimethoxyphenyl)-5-(5-methylfuran-2-yl)-1,2,4-triazol-3-yl]-1-hydroxy-1-pyrazolo[1,5-a]pyridin-7-ylpropane-2-sulfonamide
Cc1ccc(C(=O)[C@H](C)N(C(=O)c2ccccc2Cl)N2C(=O)c3cccc([N+](=O)[O-])c3C2=O)cc1, 2-chloro-N-[(2S)-1-(4-methylphenyl)-1-oxopropan-2-yl]-N-(4-nitro-1,3-dioxoisoindol-2-yl)benzamide
COCCCN1C(=O)[C@@H]2[C@@H]([C@H](C)O)N[C@@]3(C(=O)Nc4ccc(Cl)cc43)[C@@H]2C1=O, (1S,3S,3aR,6aS)-5'-chloro-1-[(1S)-1-hydroxyethyl]-5-(3-methoxypropyl)spiro[1,2,3a,6a-tetrahydropyrrolo[3,4-c]pyrrole-3,3'-1H-indole]-2',4,6-trione
[2H]c1c(OCC2CNC(=O)O2)c([2H])c(C([2H])([2H])[2H])c([2H])c1C([2H])([2H])[2H], 5-[[2,4,6-trideuterio-3,5-bis(trideuteriomethyl)phenoxy]methyl]-1,3-oxazolidin-2-one
CC(C)(C)C(=O)NCc1ccc(Cl)c(Nc2nc3cc(C(N)=O)c(OCC(F)F)cc3n2Cc2ccc(Br)cc2)c1Cl, 1-[(4-bromophenyl)methyl]-2-[2,6-dichloro-3-[(2,2-dimethylpropanoylamino)methyl]anilino]-6-(2,2-difluoroethoxy)benzimidazole-5-carboxamide
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(Br)c1)C(=O)CCCN(c1ccccc1F)S(C)(=O)=O, N-[(3-bromophenyl)methyl]-4-(2-fluoro-N-methylsulfonylanilino)-N-[(2R)-1-(2-methylpropylamino)-1-oxo-3-phenylpropan-2-yl]butanamide
CCCCCCCCCCCCCCCCCCCOC(=O)CCn1c(=O)ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc21, nonadecyl 3-[7-[4-[4-(1-benzothiophen-4-yl)piperazin-1-yl]butoxy]-2-oxoquinolin-1-yl]propanoate
CN1C(=O)[C@@H]2[C@@H]3O[C@H]([C@@H]2C1=O)[C@H]1[C@@H]2C=C[C@@H](O2)[C@@H]31, (1S,2R,3S,6R,7S,8R,9S,13R)-11-methyl-14,15-dioxa-11-azapentacyclo[6.5.1.13,6.02,7.09,13]pentadec-4-ene-10,12-dione
CSCC[C@H](NC(=O)O)C(=O)N1CCCC1C(=O)Nc1ccc([C@H]2CCCN2c2ccc(C(F)(F)F)cc2)cc1, [(2S)-4-methylsulfanyl-1-oxo-1-[2-[[4-[(2R)-1-[4-(trifluoromethyl)phenyl]pyrrolidin-2-yl]phenyl]carbamoyl]pyrrolidin-1-yl]butan-2-yl]carbamic acid
NC(=O)CCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(N)CS)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O, 2-[[5-amino-2-[[2-[(2-amino-3-sulfanylpropanoyl)amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-5-oxopentanoyl]amino]-3-(1H-indol-3-yl)propanoic acid
O=C(Nc1ccc(I)cc1)[C@@H](Cc1ccccc1)N1C(=O)[C@H]2[C@H]3CC[C@@H](C3)[C@H]2C1=O, (2R)-2-[(1S,2R,6S,7S)-3,5-dioxo-4-azatricyclo[5.2.1.02,6]decan-4-yl]-N-(4-iodophenyl)-3-phenylpropanamide
O=c1oc2ccc(Br)cc2cc1-c1csc(N2N=C3/C(=C\c4ccccc4)CCC[C@@H]3[C@H]2c2ccccc2)n1, 3-[2-[(3S,3aR,7Z)-7-benzylidene-3-phenyl-3a,4,5,6-tetrahydro-3H-indazol-2-yl]-1,3-thiazol-4-yl]-6-bromochromen-2-one
Cc1cccc(N(CC(=O)Nc2cccc(C(=O)c3ccc(C(C)(C)C)cc3)c2)S(=O)(=O)c2ccc(Cl)cc2)c1, N-[3-(4-tert-butylbenzoyl)phenyl]-2-(N-(4-chlorophenyl)sulfonyl-3-methylanilino)acetamide
COc1ccc([C@@H]2C(C(=O)Nc3ccccc3)=C(C)N=c3sc(=Cc4ccc(OC(C)C)cc4)c(=O)n32)cc1, (5R)-5-(4-methoxyphenyl)-7-methyl-3-oxo-N-phenyl-2-[(4-propan-2-yloxyphenyl)methylidene]-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxamide
CCN1C(=O)[C@@H](CNc2ccc(NC(=O)CCN3CCN(C)CC3)cc2)S/C1=C(/N)C(=O)N(C)C(C)(C)C, N-[4-[[(2E,5R)-2-[1-amino-2-[tert-butyl(methyl)amino]-2-oxoethylidene]-3-ethyl-4-oxo-1,3-thiazolidin-5-yl]methylamino]phenyl]-3-(4-methylpiperazin-1-yl)propanamide
CCC(=O)N[C@H]1CC(n2cnc3c(NCCC(c4ccccc4)c4ccccc4)nc(Cl)nc32)[C@H](O)[C@@H]1O, N-[(1S,2R,3S)-4-[2-chloro-6-(3,3-diphenylpropylamino)purin-9-yl]-2,3-dihydroxycyclopentyl]propanamide
CCCCCCCN(C(=O)C(Cc1ccc(O)cc1)NC(=O)OC(C)(C)C)C(C(=O)NCc1ccccc1)c1cc(C)ccc1C, tert-butyl N-[1-[[2-(benzylamino)-1-(2,5-dimethylphenyl)-2-oxoethyl]-heptylamino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]carbamate
CCCC(C)N1CC=C[C@]23O[C@@]4(CC)/C=C\CCCCOC(=O)[C@H]4[C@H]2C(=O)N(CCCO)C3C1=O, (1S,3S,4Z,12S,13R)-3-ethyl-15-(3-hydroxypropyl)-18-pentan-2-yl-2,10-dioxa-15,18-diazatetracyclo[11.8.0.01,16.03,12]henicosa-4,20-diene-11,14,17-trione
COc1ccc(OC)c(-n2c(=S)sc3c(=O)n(-c4ccccc4C)c(SCC(=O)c4cc5ccccc5oc4=O)nc32)c1, 3-(2,5-dimethoxyphenyl)-6-(2-methylphenyl)-5-[2-oxo-2-(2-oxochromen-3-yl)ethyl]sulfanyl-2-sulfanylidene-[1,3]thiazolo[4,5-d]pyrimidin-7-one
CC(C)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4cccc(OCc5ccccc5)c4)cc3)c3c(N)ncnc32)C1, 1-[(3R)-3-[4-amino-3-[4-(3-phenylmethoxyphenoxy)phenyl]pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]-2-methylpropan-1-one
COC(=O)c1ccc(C2=CCC3(C)C(CCC4(C)C3CCC3C5C(C(C)C)CCC5(CN=O)CCC34C)C2(C)C)cc1, methyl 4-[5a,5b,8,8,11a-pentamethyl-3a-(nitrosomethyl)-1-propan-2-yl-1,2,3,4,5,6,7,7a,11,11b,12,13,13a,13b-tetradecahydrocyclopenta[a]chrysen-9-yl]benzoate
C=CC(=O)NC1CCC[C@@H](NC(=O)c2sc3nccc4c3c2[nH]c(=O)n4-c2ccnc(-c3ccccc3)c2)C1, 6-oxo-7-(2-phenylpyridin-4-yl)-N-[(1R)-3-(prop-2-enoylamino)cyclohexyl]-2-thia-5,7,11-triazatricyclo[6.3.1.04,12]dodeca-1(11),3,8(12),9-tetraene-3-carboxamide
CNC(=O)N(C(C)C)N1CC(=O)N2[C@@H](c3ccccc3)C(=O)N(Cc3cccc4sc(N)nc34)C[C@@H]21, 1-[(5S,8aS)-7-[(2-amino-1,3-benzothiazol-4-yl)methyl]-3,6-dioxo-5-phenyl-2,5,8,8a-tetrahydroimidazo[1,2-a]pyrazin-1-yl]-3-methyl-1-propan-2-ylurea
O[C@H](CCl)COc1ccc(C2(c3ccc(OC[C@H](O)COC4CCCCC4)cc3)c3ccccc3-c3ccccc32)cc1, (2R)-1-[4-[9-[4-[(2S)-3-chloro-2-hydroxypropoxy]phenyl]fluoren-9-yl]phenoxy]-3-cyclohexyloxypropan-2-ol
O=C(CCSCCC(=O)Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1, 3-[3-oxo-3-[[4-(4-phenylphenyl)-1,3-thiazol-2-yl]amino]propyl]sulfanyl-N-[4-(4-phenylphenyl)-1,3-thiazol-2-yl]propanamide
Nc1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4cccc5c4sc4ccccc45)ccc32)cc1, 4-[3-(9-dibenzothiophen-4-ylcarbazol-3-yl)carbazol-9-yl]aniline
Cc1ccc(-n2c(C(C)NS(=O)(=O)c3ccc(CC(C)(C)C)cc3)nc3ccc(OCc4ccccc4)cc3c2=O)cc1, 4-(2,2-dimethylpropyl)-N-[1-[3-(4-methylphenyl)-4-oxo-6-phenylmethoxyquinazolin-2-yl]ethyl]benzenesulfonamide
C=C(C)C(=O)OCCOC(=O)CCC(=O)OCCOC(=O)CCC(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)CCC2, 1-O-[2-[4-[(2S)-2-(2,3-dihydro-1H-inden-5-ylcarbamoyl)pyrrolidin-1-yl]-4-oxobutanoyl]oxyethyl] 4-O-[2-(2-methylprop-2-enoyloxy)ethyl] butanedioate
O=C(c1cccc(CSc2nc(Cl)cc(N3CCN(CC=Cc4ccccc4)CC3)n2)c1)N1CCN(CC=Cc2ccccc2)CC1, [3-[[4-chloro-6-[4-(3-phenylprop-2-enyl)piperazin-1-yl]pyrimidin-2-yl]sulfanylmethyl]phenyl]-[4-(3-phenylprop-2-enyl)piperazin-1-yl]methanone
C1=CC2=C(Sc3ccccc3Nc3ccc(-n4c5ccccc5c5c(N(c6ccccc6)c6ccccc6)cccc54)cc3)C2C1, 9-[4-[2-(6-bicyclo[3.1.0]hexa-1(6),2-dienylsulfanyl)anilino]phenyl]-N,N-diphenylcarbazol-4-amine
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(c4ncccc4-c4nc5ccccc5s4)CC3)c12, 1-[4-[3-(1,3-benzothiazol-2-yl)pyridin-2-yl]piperazin-1-yl]-2-[4-methoxy-7-(3-methyl-1,2,4-triazol-1-yl)-1H-pyrrolo[2,3-c]pyridin-3-yl]ethane-1,2-dione
c1ccc(N(c2ccc(-c3ccc4c5ccccc5c5ccccc5c4c3)cc2)c2ccc(-c3cccc4ccccc34)cc2)cc1, N-(4-naphthalen-1-ylphenyl)-N-phenyl-4-triphenylen-2-ylaniline
CC[C@H](Sc1nc2cc(OC)c(OC)cc2c(=O)n1CCc1ccc(OC)c(OC)c1)C(=O)Nc1ccc(C)c(Cl)c1, (2S)-N-(3-chloro-4-methylphenyl)-2-[3-[2-(3,4-dimethoxyphenyl)ethyl]-6,7-dimethoxy-4-oxoquinazolin-2-yl]sulfanylbutanamide
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c3ccccc3c(-c3cccc4c3oc3ccccc34)c3cccc1c23, 4-spiro[fluorene-9,14'-pentacyclo[11.7.1.02,7.09,21.015,20]henicosa-1(21),2,4,6,8,10,12,15,17,19-decaene]-8'-yldibenzofuran
CN1CCC(Oc2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCNC[C@H]5F)c(C#N)c4)n3)cc2)[C@@H](F)C1, 5-[4-[4-[(3S)-3-fluoro-1-methylpiperidin-4-yl]oxyanilino]-1,3,5-triazin-2-yl]-2-[(3R,4S)-3-fluoropiperidin-4-yl]oxybenzonitrile
CNC(=O)[C@H](C)N(Cc1ccc(Cl)cc1Cl)C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1, (2S)-2-[[2-[N-(benzenesulfonyl)-3,5-dichloroanilino]acetyl]-[(2,4-dichlorophenyl)methyl]amino]-N-methylpropanamide
CC[C@H](C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O, (6S,9R,12R)-12-benzyl-6-[(2S)-butan-2-yl]-9-methyl-2-oxa-5,8,11,14-tetrazabicyclo[16.4.0]docosa-1(22),18,20-triene-7,10,13-trione
CCOC(=O)Cn1c2c(sc1=O)[C@H](c1ccc(Br)cc1)C1C(=O)N(c3ccccc3C(F)(F)F)C(=O)C1S2, ethyl 2-[(8S)-8-(4-bromophenyl)-5,10,12-trioxo-11-[2-(trifluoromethyl)phenyl]-2,6-dithia-4,11-diazatricyclo[7.3.0.03,7]dodec-3(7)-en-4-yl]acetate
COc1ccc([C@H]2[C@H](c3ccc(OC)cc3)C[C@](O)(c3ccccc3)[C@@H]2C(=O)c2ccccc2)cc1, [(1R,2R,4R,5S)-2-hydroxy-4,5-bis(4-methoxyphenyl)-2-phenylcyclopentyl]-phenylmethanone
O=C1C[C@H]2CC[C@H]3CC[C@@H]([C@@H]32)[C@@]12C[C@@H]1CC[C@H]3CC[C@H]2[C@H]31, (1S,1'R,2S,4S,4'S,7S,7'S,10R,11'S)-spiro[tricyclo[5.2.1.04,10]decane-2,8'-tricyclo[5.3.1.04,11]undecane]-9'-one
COc1cccc(CN(C(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2ccccc2)[C@H](C)C(=O)NC2CCCCC2)c1, (2R)-2-[[2-[N-(benzenesulfonyl)-4-methylanilino]acetyl]-[(3-methoxyphenyl)methyl]amino]-N-cyclohexylpropanamide
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@H]1C, 1-[(3S,9R,10R)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-(methylaminomethyl)-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-phenylurea
Cc1cc2nc(-c3cnc4[nH]ncc4c3)sc2c(-c2ccc(Cl)cc2)c1CC(OC(=O)C(C)(C)C)OC(C)(C)C, [2-[7-(4-chlorophenyl)-5-methyl-2-(1H-pyrazolo[3,4-b]pyridin-5-yl)-1,3-benzothiazol-6-yl]-1-[(2-methylpropan-2-yl)oxy]ethyl] 2,2-dimethylpropanoate
C[C@@H]1O[C@H](C)[C@@H]2N(c3cc4onc(NCC5CCCCC5)c4cc3CC23C(=O)NC(=O)NC3=O)C1F, (4'S,6'R,7'R)-13'-(cyclohexylmethylamino)-3'-fluoro-4',6'-dimethylspiro[1,3-diazinane-5,8'-5,15-dioxa-2,14-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(17),10,12(16),13-tetraene]-2,4,6-trione
O=C(O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2-n2cncn2)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1, (2S,4R)-1-[1-(5-chloro-3-fluoropyridin-2-yl)cyclopropanecarbonyl]-4-[2-(1,2,4-triazol-1-yl)phenyl]sulfonylpyrrolidine-2-carboxylic acid
CC(COC[C@H]1O[C@@H](n2cnc3c(N)nc(N)nc32)[C@H](O)[C@@H]1O)(c1ccccc1)c1ccccc1, (2R,3R,4S,5R)-2-(2,6-diaminopurin-9-yl)-5-(2,2-diphenylpropoxymethyl)oxolane-3,4-diol
CCOC(=O)[C@]1(OOC(C)=O)C[C@H](O)[C@@H](NC(=O)CN)[C@H]([C@H](O)[C@H](O)CO)O1, ethyl (2R,4S,5R,6R)-2-acetylperoxy-5-[(2-aminoacetyl)amino]-4-hydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate
COc1cc(OCc2csc(-c3ccc(C(=O)N4CCOC(CCO)C4)cc3)n2)c2sc(-c3cn4nc(C)sc4n3)nc2c1, [2-(2-hydroxyethyl)morpholin-4-yl]-[4-[4-[[5-methoxy-2-(2-methylimidazo[2,1-b][1,3,4]thiadiazol-6-yl)-1,3-benzothiazol-7-yl]oxymethyl]-1,3-thiazol-2-yl]phenyl]methanone
C[C@@H]1O[C@H](Nc2cc(Sc3ccccc3)cc([N+](=O)[O-])c2)[C@H](O)[C@@H](O)[C@@H]1O, (2S,3S,4S,5R,6S)-2-methyl-6-(3-nitro-5-phenylsulfanylanilino)oxane-3,4,5-triol
C[Si](C)(C)C#C[C@H]([C@H](O)c1ccccc1)N1C(=O)O[C@@H](c2ccccc2)[C@H]1c1ccccc1, (4R,5S)-3-[(1R,2R)-1-hydroxy-1-phenyl-4-trimethylsilylbut-3-yn-2-yl]-4,5-diphenyl-1,3-oxazolidin-2-one
COC(=O)[C@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OCCOc1ccccc1)[C@@H]2c1ccccc1F, 6-O-methyl 3-O-(2-phenoxyethyl) (4R,6R,7S)-4-(2-fluorophenyl)-2,7-dimethyl-5-oxo-4,6,7,8-tetrahydro-1H-quinoline-3,6-dicarboxylate
C=C(C)C(=O)OCCCc1cc(CCCOC(=O)C(=C)C)c2oc(=O)c(-c3ccc(OC(=O)C(C)=O)cc3)cc2c1, 3-[8-[3-(2-methylprop-2-enoyloxy)propyl]-2-oxo-3-[4-(2-oxopropanoyloxy)phenyl]chromen-6-yl]propyl 2-methylprop-2-enoate
CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccc(O)cc3)c2=O)=C(C(=O)OC(C)C)[C@H]1c1ccc(O)cc1, 6-O-ethyl 8-O-propan-2-yl (2Z,7S)-5-amino-7-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methylidene]-3-oxo-7H-[1,3]thiazolo[3,2-a]pyridine-6,8-dicarboxylate
