input, target
CN(Cc1ccc(C(F)(F)F)c(F)c1)[C@H]1CN(C(=O)N2CCN(S(C)(=O)=O)CC2)C[C@@H]1c1ccc(Cl)c(Cl)c1, [(3S,4R)-3-(3,4-dichlorophenyl)-4-[[3-fluoro-4-(trifluoromethyl)phenyl]methyl-methylamino]pyrrolidin-1-yl]-(4-methylsulfonylpiperazin-1-yl)methanone
CC[C@H](C)NC(=O)[C@H](C)N(Cc1ccc(Br)cc1)C(=O)CN(c1ccc(OC)c(Cl)c1)S(=O)(=O)c1ccc(C)cc1, (2S)-2-[(4-bromophenyl)methyl-[2-(3-chloro-4-methoxy-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-N-[(2S)-butan-2-yl]propanamide
NC1CCC(N(C(=O)O)c2cc(CCCCOc3ccc(CNCC(O)c4ccc(O)c5[nH]c(=O)ccc45)cc3)ccc2-c2ccccc2)CC1, (4-aminocyclohexyl)-[5-[4-[4-[[[2-hydroxy-2-(8-hydroxy-2-oxo-1H-quinolin-5-yl)ethyl]amino]methyl]phenoxy]butyl]-2-phenylphenyl]carbamic acid
c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-c4ccc(-c5cccnc5)cc4)cc(-c4ccc(-c5cnccn5)cc4)c3)n2)cc1, 2,4-diphenyl-6-[3-(4-pyrazin-2-ylphenyl)-5-(4-pyridin-3-ylphenyl)phenyl]-1,3,5-triazine
O=C(NS(=O)(=O)c1ccc(OC[C@H]2CCN(C3COC3)C2)c([N+](=O)[O-])c1)c1ccccc1Oc1cnc2[nH]ccc2c1, N-[3-nitro-4-[[(3S)-1-(oxetan-3-yl)pyrrolidin-3-yl]methoxy]phenyl]sulfonyl-2-(1H-pyrrolo[2,3-b]pyridin-5-yloxy)benzamide
CC(=O)OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H](/C=N/Nc1nc(-c2ccccc2)cc(=O)n1C(C)=O)OC(C)=O, [(2S,3R,4S,5E)-5-[(1-acetyl-6-oxo-4-phenylpyrimidin-2-yl)hydrazinylidene]-2,3,4-triacetyloxypentyl] acetate
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4C(=O)c5ccccc5C(=O)[C@@H]4[C@@H]3CC[C@@]21C, (1R,2S,5R,6R,9R,13S)-5-methyl-6-[(2R)-6-methylheptan-2-yl]pentacyclo[11.8.0.02,10.05,9.015,20]henicosa-10,15,17,19-tetraene-14,21-dione
Cn1ccc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C5CC5)CC4)NN3)cccc2c1=O, 6-[[(S)-[3-(1-cyclopropylcyclopropyl)-1,2-dihydrotriazol-5-yl]-(2-methyl-1-oxoisoquinolin-5-yl)methyl]amino]-4-(2,2-dimethylpropylamino)quinoline-3,8-dicarbonitrile
C[C@@H]1CCN(C(=O)c2ccc(N(N)c3nc(-c4cccc(N5CCc6cc(C7CC7)ccc6C5=O)c4CO)cn(C)c3=O)cc2)C1, 2-[3-[6-[N-amino-4-[(3R)-3-methylpyrrolidine-1-carbonyl]anilino]-4-methyl-5-oxopyrazin-2-yl]-2-(hydroxymethyl)phenyl]-6-cyclopropyl-3,4-dihydroisoquinolin-1-one
O=C(Nc1cccc(SC2CC(=O)N(c3ccc(Oc4ccc(Cl)cc4)cc3)C2=O)c1)/C(=C/c1ccccc1F)NC(=O)c1ccccc1, N-[(Z)-3-[3-[1-[4-(4-chlorophenoxy)phenyl]-2,5-dioxopyrrolidin-3-yl]sulfanylanilino]-1-(2-fluorophenyl)-3-oxoprop-1-en-2-yl]benzamide
COc1ccccc1[C@@H]1C2=C(N=c3s/c(=C\c4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4)c(=O)n31)c1ccccc1CC2, (11S,14Z)-14-[(3,5-ditert-butyl-4-hydroxyphenyl)methylidene]-11-(2-methoxyphenyl)-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-13-one
CCCCCCc1ccc(O)c2c1C[C@@H]1C[C@@H]3[C@@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@]3(O)C(=O)C1C2=O, (4R,4aR,5aS,12aR)-4-(dimethylamino)-7-hexyl-10,12a-dihydroxy-1,3,11,12-tetraoxo-4,4a,5,5a,6,11a-hexahydrotetracene-2-carboxamide
N#CNC(=NC[C@@H](C=O)NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1cc3[nH]ncc3s1)C2)N1CC[C@H](O)C1, 5,7-dichloro-N-[(2S)-1-[[(cyanoamino)-[(3S)-3-hydroxypyrrolidin-1-yl]methylidene]amino]-3-oxopropan-2-yl]-2-(1H-thieno[3,2-c]pyrazole-5-carbonyl)-3,4-dihydro-1H-isoquinoline-6-carboxamide
