input,target
C=CCOC(=O)NCCCC1NC(=O)C(CCCC)N(C)C(=O)C(CCCC)N(C)C(=O)C(Cc2csc3ccccc23)NC(=O)C(CCNC(=O)OCC=C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CC(O)CN2C(=O)C(CCC(=O)O)NC(=O)C(Cc2cnc[nH]2)NC(=O)C2CCCN2C(=O)C(CCCN)NC(=O)C(C)N(C)C(=O)C(Cc2ccc(O)cc2)NC(=O)CSCC(C(=O)NCC(N)=O)NC1=O,"3-[27-[(2-amino-2-oxoethyl)carbamoyl]-15-(3-aminopropyl)-39-(1-benzothiophen-3-ylmethyl)-33,36-dibutyl-50-hydroxy-21-[(4-hydroxyphenyl)methyl]-6-(1H-imidazol-5-ylmethyl)-45-(1H-indol-3-ylmethyl)-18,19,34,37-tetramethyl-2,5,8,14,17,20,23,29,32,35,38,41,44,47-tetradecaoxo-42-[2-(prop-2-enoxycarbonylamino)ethyl]-30-[3-(prop-2-enoxycarbonylamino)propyl]-25-thia-1,4,7,13,16,19,22,28,31,34,37,40,43,46-tetradecazatricyclo[46.3.0.09,13]henpentacontan-3-yl]propanoic acid"
CC(=O)NC(CS)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CS)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCC(=O)O)C(N)=O,16-[2-[2-[2-[[5-[[2-[[2-[[2-[[1-[1-[2-[[2-[[2-[[2-[[2-[[2-[[2-[(2-acetamido-3-sulfanylpropanoyl)amino]-4-carboxybutanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-phenylpropanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]acetyl]amino]-3-sulfanylpropanoyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]-6-aminohexanoyl]amino]-4-carboxybutanoyl]amino]-4-carboxybutanoyl]amino]-6-amino-6-oxohexyl]amino]-2-oxoethoxy]ethoxy]ethylamino]-16-oxohexadecanoic acid
C=CCC(=C)C=Cc1ccc(-c2c3ccccc3c(-c3ccc(-c4ccc(C5(c6ccccc6)c6ccccc6-c6cc(-c7cc(-c8ccc(C=Cc9ccc(-c%10c%11ccccc%11c(-c%11ccc(-c%12ccc(C%13(c%14ccc(C)cc%14)c%14ccccc%14-c%14ccccc%14%13)cc%12)cc%11)c%11ccccc%10%11)cc9)c9ccccc89)c8ccccc8c7)ccc65)cc4)cc3)c3ccccc23)cc1,"9-[4-(3-methylidenehexa-1,5-dienyl)phenyl]-10-[4-[4-[3-[4-[4-[2-[4-[10-[4-[4-[9-(4-methylphenyl)fluoren-9-yl]phenyl]phenyl]anthracen-9-yl]phenyl]ethenyl]naphthalen-1-yl]naphthalen-2-yl]-9-phenylfluoren-9-yl]phenyl]phenyl]anthracene"
CCC1CCC(c2nc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c(C7CC8CCCC8N7C(=O)C(NC(=O)OCC7CC(c8nc9c(ccc%10cc%11c(cc%109)OCc9cc(-c%10c[nH]c(C%12CCC(C)N%12C(=O)C(NC(=O)OC)C%12CCOCC%12)n%10)ccc9-%11)[nH]8)N(C(=O)C(NC(=O)OC)C(C)C)C7CC)C7CCOCC7)nc65)cc3-4)c[nH]2)N1C(=O)C(NCOC)C(C)C,"methyl N-[2-[2-[4-[6-[5-ethyl-4-[[2-[2-[17-[2-[5-ethyl-1-[2-(methoxymethylamino)-3-methylbutanoyl]pyrrolidin-2-yl]-1H-imidazol-4-yl]-21-oxa-5,7-diazapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),5,9,11,14(19),15,17-nonaen-6-yl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[b]pyrrol-1-yl]-1-(oxan-4-yl)-2-oxoethyl]carbamoyloxymethyl]-1-[2-(methoxycarbonylamino)-3-methylbutanoyl]pyrrolidin-2-yl]-21-oxa-5,7-diazapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),5,9,11,14(19),15,17-nonaen-17-yl]-1H-imidazol-2-yl]-5-methylpyrrolidin-1-yl]-1-(oxan-4-yl)-2-oxoethyl]carbamate"
CC(=O)NC1CCCCNC(=O)CC(C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN(CC(=O)O)CC(=O)O)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCC(=O)O)C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[nH]2)NC1=O,"17-[2-[2-[2-[[5-[[2-[[2-[[2-[[2-[[1-[22-acetamido-5-benzyl-8-(3-carbamimidamidopropyl)-2-(1H-imidazol-5-ylmethyl)-11-(1H-indol-3-ylmethyl)-3,6,9,12,16,23-hexaoxo-1,4,7,10,13,17-hexazacyclotricosane-14-carbonyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-4-carboxybutanoyl]amino]-6-[bis(carboxymethyl)amino]hexanoyl]amino]-6-amino-6-oxohexyl]amino]-2-oxoethoxy]ethoxy]ethylamino]-17-oxoheptadecanoic acid"
CC(=O)NC1CNC(=O)CCC(C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN(CC(=O)O)CC(=O)O)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCC(=N)NN=N)C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[nH]2)NC1=O,"3-[[2-[[1-[1-[15-acetamido-9-benzyl-6-(3-carbamimidamidopropyl)-12-(1H-imidazol-5-ylmethyl)-3-(1H-indol-3-ylmethyl)-2,5,8,11,14,18-hexaoxo-1,4,7,10,13,17-hexazacyclohenicosane-21-carbonyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]amino]-4-[[1-[[1-amino-6-[[2-[2-[2-[[17-imino-17-(2-iminohydrazinyl)heptadecanoyl]amino]ethoxy]ethoxy]acetyl]amino]-1-oxohexan-2-yl]amino]-6-[bis(carboxymethyl)amino]-1-oxohexan-2-yl]amino]-4-oxobutanoic acid"
CC(=O)NC1CCC(=O)NCCCC(C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN(CC(=O)O)CC(=O)O)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[nH]2)NC1=O,"18-[2-[2-[2-[[5-[[2-[[2-[[2-[[1-[1-[22-acetamido-5-benzyl-8-(3-carbamimidamidopropyl)-2-(1H-imidazol-5-ylmethyl)-11-(1H-indol-3-ylmethyl)-3,6,9,12,19,23-hexaoxo-1,4,7,10,13,18-hexazacyclotricosane-14-carbonyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]amino]-3-carboxypropanoyl]amino]-6-[bis(carboxymethyl)amino]hexanoyl]amino]-6-amino-6-oxohexyl]amino]-2-oxoethoxy]ethoxy]ethylamino]-18-oxooctadecanoic acid"
Cc1c(N(c2ccc(OC(C)C)cc2)c2ccc(OC(C)C)cc2)c(C)c(N(c2ccc(OC(C)C)cc2)c2ccc(OC(C)CCC(C)(C)c3ccc(N(c4ccc(C(C)(C)C)cc4)c4c(C)c(N(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)c(C)c(N(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)c4C)cc3)cc2)c(C)c1N(c1ccc(OC(C)C)cc1)c1ccc(OC(C)C)cc1,"1-N,1-N,3-N,5-N,5-N-pentakis(4-tert-butylphenyl)-2,4,6-trimethyl-3-N-[4-[2-methyl-5-[4-(4-propan-2-yloxy-N-[2,4,6-trimethyl-3,5-bis(4-propan-2-yloxy-N-(4-propan-2-yloxyphenyl)anilino)phenyl]anilino)phenoxy]hexan-2-yl]phenyl]benzene-1,3,5-triamine"
CCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N1CCN(c2ccc3ncn(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(Cc4cnc[nH]4)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)NC(CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)N[C@H](C(=O)N[C@H](C(C)=O)[C@@H](C)O)C(C)C)c(=O)c3c2)CC1)[C@@H](C)CC,"(2S)-2-[[2-[[(2S)-2-[[2-[[(2S)-2-[[2-[6-[4-[(2S)-6-amino-2-[[(2S,3S)-3-methyl-2-(propanoylamino)pentanoyl]amino]hexanoyl]piperazin-1-yl]-4-oxoquinazolin-3-yl]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-N-[1-[[(2S)-1-[[(2R,3S)-2-hydroxy-4-oxopentan-3-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]butanediamide"
O=C([O-])C1=C[C@@H](O)C(NS(=O)(=O)[O-])[C@H](O[C@@H]2C(CS(=O)(=O)[O-])O[C@H](CO[C@@H]3C(C(=O)[O-])O[C@@H](O[C@@H]4C(CS(=O)(=O)[O-])O[C@@H](NC(=S)NCCSCC5O[C@@H]6OCCCCCC5[C@H](O)C6O)C(NS(=O)(=O)[O-])[C@@H]4O)C(NS(=O)(=O)[O-])[C@@H]3O)C(NS(=O)(=O)[O-])[C@@H]2O)O1,"(2R,4R)-2-[(3S,4S,6S)-6-[[(3S,4S,6R)-2-carboxylato-6-[(3S,4S,6R)-6-[2-[[(1S,12S)-11,12-dihydroxy-2,10-dioxabicyclo[6.2.2]dodecan-9-yl]methylsulfanyl]ethylcarbamothioylamino]-4-hydroxy-5-(sulfonatoamino)-2-(sulfonatomethyl)oxan-3-yl]oxy-4-hydroxy-5-(sulfonatoamino)oxan-3-yl]oxymethyl]-4-hydroxy-5-(sulfonatoamino)-2-(sulfonatomethyl)oxan-3-yl]oxy-4-hydroxy-3-(sulfonatoamino)-3,4-dihydro-2H-pyran-6-carboxylate"
CC(=O)NC1CCNC(=O)CC(C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN(CC(=O)O)CC(=O)O)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCC(=N)NN=N)C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[nH]2)NC1=O,"3-[[2-[[1-[1-[20-acetamido-5-benzyl-8-(3-carbamimidamidopropyl)-2-(1H-imidazol-5-ylmethyl)-11-(1H-indol-3-ylmethyl)-3,6,9,12,16,21-hexaoxo-1,4,7,10,13,17-hexazacyclohenicosane-14-carbonyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]amino]-4-[[1-[[1-amino-6-[[2-[2-[2-[[17-imino-17-(2-iminohydrazinyl)heptadecanoyl]amino]ethoxy]ethoxy]acetyl]amino]-1-oxohexan-2-yl]amino]-6-[bis(carboxymethyl)amino]-1-oxohexan-2-yl]amino]-4-oxobutanoic acid"
O=S1(=O)c2ccccc2-c2ccc(N(c3cnc(-c4ccccc4)cn3)c3nc(-c4ccccc4)nc(-c4ccc(-c5ccc(-c6cc(-c7ccccc7)cc(-c7nc(-c8cc(-c9ccccc9)cc(-c9ccccc9)c8)nc(N(c8ccccc8)c8nc(-c9cc(-c%10ccccc%10)cc(-c%10ccccc%10)c9)nc(-c9cc(-c%10ccccc%10)cc(-c%10ccccc%10)c9)n8)n7)c6)cc5)cc4)n3)cc21,"4-[4-[4-[3-[4-(N-[4,6-bis(3,5-diphenylphenyl)-1,3,5-triazin-2-yl]anilino)-6-(3,5-diphenylphenyl)-1,3,5-triazin-2-yl]-5-phenylphenyl]phenyl]phenyl]-N-(5,5-dioxodibenzothiophen-3-yl)-6-phenyl-N-(5-phenylpyrazin-2-yl)-1,3,5-triazin-2-amine"
CC(=O)O[C@H](C)[C@@H](C)C(=O)OC[C@@]12[C@H]3CC(C)(C)[C@H](O[C@@H]1C[C@]1(C)C3=CC[C@@H]3[C@]1(C)CC[C@@H]1[C@@](C)(CO)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]13C)[C@H]2O,"(2S,3S,4S,5R,6R)-6-[[(1R,3S,4S,7S,8S,9R,12R,13S,17S,20S,21S,22R)-22-[[(2R,3R)-3-acetyloxy-2-methylbutanoyl]oxymethyl]-21-hydroxy-8-(hydroxymethyl)-3,4,8,12,19,19-hexamethyl-23-oxahexacyclo[18.2.1.03,16.04,13.07,12.017,22]tricos-15-en-9-yl]oxy]-4-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid"
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc(C[C@@H](C(=O)NCCCCc2ccc(COC(=O)N(CCOC34CC5(C)CC(C)(CC(Cn6ncc(-c7ccc(N8CCc9cccc(C(=O)Nc%10nc%11ccccc%11s%10)c9C8)nc7C(=O)O)c6C)(C5)C3)C4)CCS(=O)(=O)O)c(O[C@@H]3C[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2)N2C(=O)C=CC2=O)cc1,"6-[8-(1,3-benzothiazol-2-ylcarbamoyl)-3,4-dihydro-1H-isoquinolin-2-yl]-3-[1-[[3-[2-[[2-[(1R,2R,3S,4R,5S)-5-carboxy-2,3,4-trihydroxycyclohexyl]oxy-4-[4-[[(2S)-2-(2,5-dioxopyrrol-1-yl)-3-[4-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]propanoyl]amino]butyl]phenyl]methoxycarbonyl-(2-sulfoethyl)amino]ethoxy]-5,7-dimethyl-1-adamantyl]methyl]-5-methylpyrazol-4-yl]pyridine-2-carboxylic acid"
C[C@H](C(=O)NCC(=O)NCC(CNC(=O)CNC(=O)[C@@H](C)N1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)(CNC(=O)CNC(=O)[C@@H](C)N1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)CNC(=O)CNC(=O)[C@@H](C)N1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)N1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,"2-[4,10-bis(carboxymethyl)-7-[(2R)-1-oxo-1-[[2-oxo-2-[[3-[[2-[[(2R)-2-[4,7,10-tris(carboxymethyl)-1,4,7,10-tetrazacyclododec-1-yl]propanoyl]amino]acetyl]amino]-2,2-bis[[[2-[[(2R)-2-[4,7,10-tris(carboxymethyl)-1,4,7,10-tetrazacyclododec-1-yl]propanoyl]amino]acetyl]amino]methyl]propyl]amino]ethyl]amino]propan-2-yl]-1,4,7,10-tetrazacyclododec-1-yl]acetic acid"
