input,target
CC=CC[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](CSCCCCNCC(C)(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"(3S,6S,9S,12R,15S,18S,21S,24S,27S,30S,33S)-27-[4-(2,2-dimethylpropylamino)butylsulfanylmethyl]-30-ethyl-33-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-24-(2-hydroxy-2-methylpropyl)-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18-tris(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone"
CC=CC[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](COCCCNCC(C)(C)CO)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"(3S,6S,9S,12R,15S,18S,21S,24S,27R,30S,33S)-30-ethyl-27-[3-[(3-hydroxy-2,2-dimethylpropyl)amino]propoxymethyl]-33-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-24-(2-hydroxy-2-methylpropyl)-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18-tris(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone"
CC=CC[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](CSC(C)(C)CC(C)=O)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"(3S,6S,9S,12R,15S,18S,21S,24S,27S,30S,33S)-30-ethyl-33-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-24-(2-hydroxy-2-methylpropyl)-1,4,7,10,12,15,19,25,28-nonamethyl-27-[(2-methyl-4-oxopentan-2-yl)sulfanylmethyl]-6,9,18-tris(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone"
CCCCC1C(=O)N(C)CC(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)N(C)C(CCC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NCC(N)=O)CSCC(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2c[nH]c3ccccc23)C(=O)N1C,"3-[3-[(2-amino-2-oxoethyl)carbamoyl]-21,39-dibenzyl-33-butyl-27-(carboxymethyl)-9,18-bis[(4-hydroxyphenyl)methyl]-12,36-bis(1H-indol-3-ylmethyl)-16,22,31,34,37-pentamethyl-6-(2-methylpropyl)-5,8,11,14,17,20,23,26,29,32,35,38,41-tridecaoxo-24-propan-2-yl-1-thia-4,7,10,13,16,19,22,25,28,31,34,37,40-tridecazacyclodotetracont-15-yl]propanoic acid"
C=CCOC(C)(C)C[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@H](O)[C@H](C)CC=CC)C(=O)N[C@@H](CC)C(=O)N(C)C(CC(C(=O)OC)C(=O)OC)C(=O)N1C,"dimethyl 2-[[(5S,8S,11S,14S,17R,20S,23S,26S,29S,32S)-32-ethyl-29-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,10,14,17,19,22,25,28-nonamethyl-5-(2-methyl-2-prop-2-enoxypropyl)-11,20,23-tris(2-methylpropyl)-3,6,9,12,15,18,21,24,27,30,33-undecaoxo-8,26-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacont-2-yl]methyl]propanedioate"
C=Cc1c(C(NC(C)=O)C(=O)NC(Cc2ccc(OC(C)(C)C)cc2)C(=O)NC(CCCNC(=N)NS(=O)(=O)c2c(C)c(C)c3c(c2C)CCC(C)(C)O3)C(=O)NCC(=O)NC(CCCNC(=N)NS(=O)(=O)c2c(C)c(C)c3c(c2C)CCC(C)(C)O3)C(=O)NC(CC(C)C)C(=O)NCCOCCOCCNC(=O)OCC2c3ccccc3-c3ccccc32)cn(C(=O)OC(C)(C)C)c1C=CCC,"tert-butyl 4-[1-acetamido-2-[[1-[[1-[[2-[[1-[[1-[2-[2-[2-(9H-fluoren-9-ylmethoxycarbonylamino)ethoxy]ethoxy]ethylamino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-5-[[N-[(2,2,5,7,8-pentamethyl-3,4-dihydrochromen-6-yl)sulfonyl]carbamimidoyl]amino]pentan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-5-[[N-[(2,2,5,7,8-pentamethyl-3,4-dihydrochromen-6-yl)sulfonyl]carbamimidoyl]amino]pentan-2-yl]amino]-3-[4-[(2-methylpropan-2-yl)oxy]phenyl]-1-oxopropan-2-yl]amino]-2-oxoethyl]-2-but-1-enyl-3-ethenylpyrrole-1-carboxylate"
CC=CC[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CC)C(=O)N(C)[C@H](CSC(C)(C)[C@@H](N)C(=O)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C,"(2S)-2-amino-3-[[(2S,5S,8R,11R,14R,17S,20R,23R,26R,29R,32R)-32-ethyl-29-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,10,14,17,19,22,25,28-nonamethyl-5,11,20,23-tetrakis(2-methylpropyl)-3,6,9,12,15,18,21,24,27,30,33-undecaoxo-8,26-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacont-2-yl]methylsulfanyl]-3-methylbutanoic acid"
CC=CC[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCCN2CCOCC2)C(=O)N(C)[C@@H](CC(C)(C)OCOCC)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"(3S,6S,9S,12R,15S,18S,21S,24S,27R,30S,33S)-24-[2-(ethoxymethoxy)-2-methylpropyl]-30-ethyl-33-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18-tris(2-methylpropyl)-27-(3-morpholin-4-ylpropylsulfanyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone"
CC(=O)NC1CCCCNC(=O)CC(C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CCCCN(CC(=O)O)CC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCCOCCOCCNC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[nH]2)NC1=O,"18-[2-[2-[2-[[2-[[2-[[2-[[2-[[2-[[2-[[1-[22-acetamido-5-benzyl-8-(3-carbamimidamidopropyl)-2-(1H-imidazol-5-ylmethyl)-11-(1H-indol-3-ylmethyl)-3,6,9,12,16,23-hexaoxo-1,4,7,10,13,17-hexazacyclotricosane-14-carbonyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-6-[bis(carboxymethyl)amino]hexanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]ethoxy]ethoxy]ethylamino]-18-oxooctadecanoic acid"
C[Si](C)(C)O[Si](C)(C)O[Si](C)(CCCC[SiH2]O[Si](C)(C)CCC[Si](O[Si](C)(C)CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)(O[Si](C)(C)CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C,[dimethyl(trimethylsilyloxy)silyl]oxy-[4-[dimethyl-[3-tris[[dimethyl-[3-tris(trimethylsilyloxy)silylpropyl]silyl]oxy]silylpropyl]silyl]oxysilylbutyl]-methyl-trimethylsilyloxysilane
CC(C)(C)c1cc2ccc3c4cc(c5ccc(c1)c2c35)N(c1cccc2c1C(C)(C)c1ccccc1-2)c1cccc(c1)N(c1ccc(-c2ccc(CC(C)(C)c3cc5ccc6c7cc(c8ccc(c3)c5c68)N(c3ccccc3[Si](C)(C)C)c3cccc(c3)N(c3ccccc3)c3cccc(c3)N7c3ccccc3[Si](C)(C)C)cc2)cc1)c1cccc(c1)CC4c1cccc2c1C(C)(C)c1ccccc1-2,"[2-[22-[1-[4-[4-[23-tert-butyl-3,16-bis(9,9-dimethylfluoren-1-yl)-3,9-diazaheptacyclo[19.6.2.12,17.14,8.110,14.018,28.025,29]dotriaconta-1,4,6,8(32),10,12,14(31),17(30),18(28),19,21,23,25(29),26-tetradecaen-9-yl]phenyl]phenyl]-2-methylpropan-2-yl]-9-phenyl-15-(2-trimethylsilylphenyl)-3,9,15-triazaheptacyclo[18.6.2.12,16.14,8.110,14.017,27.024,28]hentriaconta-1(27),2(29),4,6,8(31),10(30),11,13,16,18,20(28),21,23,25-tetradecaen-3-yl]phenyl]-trimethylsilane"
NCC1O[C@@H](OC2C(N)C[C@H](N)[C@H](O)C2O[C@@H]2O[C@H](CSCCNC(=O)NCCCCCCCCCCCCCC(=O)NCCSC[C@H]3O[C@@H](O[C@H]4C(O[C@H]5OC(CN)C(O)[C@H](O)C5N)C(N)C[C@@H](N)C4O)[C@@H](O)C3O[C@H]3O[C@@H](CN)C(O)C(O)C3N)C(O[C@@H]3O[C@H](CN)C(O)C(O)C3N)C2O)C(N)[C@@H](O)C1O,"N-[2-[[(2S,4S,5R)-3-[(2R,6S)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-5-[(1R,5R)-3,5-diamino-2-[(2R,4R)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxyoxolan-2-yl]methylsulfanyl]ethyl]-14-[2-[[(2S,5R)-3-[(2S,6R)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-5-[(5S,6S)-3,5-diamino-2-[(2S,4R)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxyoxolan-2-yl]methylsulfanyl]ethylcarbamoylamino]tetradecanamide"
CC=CC[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](CSCCCN2CCN(C)CC2)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"(3S,6S,9S,12R,15S,18S,21S,24S,27S,30S,33S)-30-ethyl-33-[(1R,2R)-1-hydroxy-2-methylhex-4-enyl]-24-(2-hydroxy-2-methylpropyl)-1,4,7,10,12,15,19,25,28-nonamethyl-27-[3-(4-methylpiperazin-1-yl)propylsulfanylmethyl]-6,9,18-tris(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone"
CON=C1C[C@@H](C)O[C@@H](O[C@H]2[C@@H](C)C[C@](C)(OC(=O)NC(C)c3nc4ccc(OC)cc4[nH]3)C(=O)[C@H](C)[C@H](OC(=O)CC(C)C)[C@@H](C)[C@@H]([C@@H](C)CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)OC(=O)[C@H](C)[C@@H](O[C@H]3CC(C)N(C)C[C@H](C)O3)[C@@H]2C)[C@@H]1O,"[(2R,3S,4R,5R,7S,9S,10S,11R,12S,13R)-2-[(2S)-1-[(2R,3R,4R,5R,6R)-5-hydroxy-3,4-dimethoxy-6-methyloxan-2-yl]oxypropan-2-yl]-10-[(2S,3R,6R)-3-hydroxy-4-methoxyimino-6-methyloxan-2-yl]oxy-7-[1-(6-methoxy-1H-benzimidazol-2-yl)ethylcarbamoyloxy]-3,5,7,9,11,13-hexamethyl-6,14-dioxo-12-[[(2S,7R)-2,4,5-trimethyl-1,4-oxazepan-7-yl]oxy]-oxacyclotetradec-4-yl] 3-methylbutanoate"
CCCC(C(=O)OC)(c1cc2c(cc1OC)N(C)C1C(O)(C(=O)NNC(=O)OCCSSCC(NC(=O)C(CCC(=O)NCC(O)C(O)C(O)C(O)CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)NCC(O)C(O)C(O)C(O)CO)NC(=O)C(CCC(=O)O)NC(=O)CCCCCCCN)C(=O)O)C(O)C3(CC)C=CCN4CCC21C43)c1[nH]c2ccccc2c1CC[N+]12CCC1CC(O)(CC)C2,"4-(8-aminooctanoylamino)-5-[[1-[[4-carboxy-1-[[1-[[1-carboxy-2-[2-[[[12-ethyl-4-[2-[3-[2-(3-ethyl-3-hydroxy-1-azoniabicyclo[3.2.0]heptan-1-yl)ethyl]-1H-indol-2-yl]-1-methoxy-1-oxopentan-2-yl]-10,11-dihydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carbonyl]amino]carbamoyloxy]ethyldisulfanyl]ethyl]amino]-1,5-dioxo-5-(2,3,4,5,6-pentahydroxyhexylamino)pentan-2-yl]amino]-1-oxobutan-2-yl]amino]-1,5-dioxo-5-(2,3,4,5,6-pentahydroxyhexylamino)pentan-2-yl]amino]-5-oxopentanoic acid"
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CCCN=C(N)N)C(N)=O,(2S)-2-[[(2R)-2-[[(2S)-1-[(2S)-6-amino-2-[[(2S)-1-[(2R)-2-amino-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]amino]hexanoyl]pyrrolidine-2-carbonyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-N-[(2R)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-amino-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]pentanediamide
C/C=C(\\C)[C@H]1OC(=O)[C@@H](C)NC(=O)[C@H](C(C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccc(OC(=O)NCCCOCCOCCOCCCNC(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)CCCCCN4C(=O)C=CC4=O)C(C)C)cc3)cc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)OC(=O)/C(C)=C/CC[C@@H]1C,"[4-[[(2S)-5-(carbamoylamino)-2-[[(2S)-2-[6-(2,5-dioxopyrrol-1-yl)hexanoylamino]-3-methylbutanoyl]amino]pentanoyl]amino]phenyl]methyl N-[3-[2-[2-[3-[[4-[[(2R,5S,8R,14S,17R,20S,21S,24E)-14-butan-2-yl-20-[(E)-but-2-en-2-yl]-5,7,10,17,21,25-hexamethyl-2-(2-methylpropyl)-3,6,9,12,15,18,26-heptaoxo-1,19-dioxa-4,7,10,13,16-pentazacyclohexacos-24-en-8-yl]methyl]phenoxy]carbonylamino]propoxy]ethoxy]ethoxy]propyl]carbamate"
