input,target
CC1C(O)[C@H](O[C@@H]2OC(CO)C(O)[C@H](O)C2O)C(CO)O[C@H]1OC1[C@@H](OCC2O[C@@H](OC3C(CO)O[C@@H](OC4C(CO)O[C@@H](NC(=O)CBr)C(C)[C@H]4O)C(C)[C@H]3O)C(O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)C(O)C3O[C@@H]3OC(CO)C(O[C@@H]4OC(CO)[C@H](O)[C@H](O)C4O)[C@H](O)C3C)C2O)OC(CO)C(O)[C@@H]1O,"2-bromo-N-[(2R,4R)-5-[(2S,4R)-5-[(2S,4S)-4-[(2R,5S,6R)-4,5-dihydroxy-3-[(2S,4R)-4-hydroxy-6-(hydroxymethyl)-3-methyl-5-[(2S,4S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,4S)-4,5-dihydroxy-3-[(2S,5S)-4-hydroxy-6-(hydroxymethyl)-3-methyl-5-[(2S,4S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)-3-methyloxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)-3-methyloxan-2-yl]acetamide"
CCCCO[C@H]1OC(CO[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O[C@@H]2OC(CO)[C@@H](O[C@@H]3OC(CO)[C@H](O[C@H]4OC(CO)[C@H](O)[C@H](O)C4O)[C@H](O)C3O)[C@H](O)C2O)[C@@H](O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O[C@H]2OC(CO)[C@@H](O)[C@H](O)C2NC(C)=O)[C@H](O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)C1O,"N-[(2R,4R,5S)-2-[(2S,4S,5S)-2-[(3R,4R,6S)-6-butoxy-2-[[(2R,4S,5S)-3-[(2S,4R,5S)-5-[(2S,4R,5R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2R,4S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-5-hydroxy-4-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide"
CN(CCC(=O)NCCCCC(NC(=O)[C@H](CCCCNC(=O)CCN(C)c1ccncc1)NC(=O)CCN(C)c1ccncc1)C(=O)N[C@@H](CCCCNC(=O)CCN(C)c1ccncc1)C(=O)NC(CCCCNC(=O)CCN(C)c1ccncc1)C(=O)N[C@@H](CCCCNC(=O)CCN(C)c1ccncc1)C(=O)NC(CCCCNC(=O)CCN(C)c1ccncc1)C(=O)N[C@@H](CCCCNC(=O)CCN(C)c1ccncc1)C(N)=O)c1ccncc1,"(2S)-2-[[2-[[(2S)-2-[[2-[[(2S)-2-[[2-[[(2S)-2,6-bis[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanoyl]amino]-6-[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanoyl]amino]-6-[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanoyl]amino]-6-[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanoyl]amino]-6-[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanoyl]amino]-6-[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanoyl]amino]-6-[3-[methyl(pyridin-4-yl)amino]propanoylamino]hexanamide"
Oc1ccc2cc(C3(c4ccc(C5(c6ccc7cc(O)ccc7c6)c6ccccc6-c6cc7c(cc65)-c5ccccc5C7(c5ccc6cc(O)ccc6c5)c5ccc6cc(O)ccc6c5)cc4)c4ccccc4-c4cc5c(cc43)-c3ccccc3C5(c3ccc(C4(c5ccc6cc(O)ccc6c5)c5ccccc5-c5cc6c(cc54)-c4ccccc4C6(c4ccc5cc(O)ccc5c4)c4ccc5cc(O)ccc5c4)cc3)c3ccc4cc(O)ccc4c3)ccc2c1,"6-[12-(6-hydroxynaphthalen-2-yl)-6,12-bis[4-[6,6,12-tris(6-hydroxynaphthalen-2-yl)indeno[1,2-b]fluoren-12-yl]phenyl]indeno[1,2-b]fluoren-6-yl]naphthalen-2-ol"
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,"(3S)-3-[[(2R)-4-amino-2-[[(2S)-2-(decanoylamino)-3-(1H-indol-3-yl)propanoyl]amino]-4-oxobutanoyl]amino]-4-[[(3S,6S,9S,15S,18R,21S,24S,30S,31R)-3-[2-(2-aminophenyl)-2-oxoethyl]-24-(3-aminopropyl)-15,21-bis(carboxymethyl)-6-[(2R)-1-carboxypropan-2-yl]-9-(hydroxymethyl)-18,31-dimethyl-2,5,8,11,14,17,20,23,26,29-decaoxo-1-oxa-4,7,10,13,16,19,22,25,28-nonazacyclohentriacont-30-yl]amino]-4-oxobutanoic acid"
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](NC(=O)OCc3ccccc3)C[C@H](NC(=O)OCc3ccccc3)[C@H]2O[C@H]2O[C@@H]3COC(c4ccccc4)O[C@H]3[C@H](O)[C@H]2NC(=O)OCc2ccccc2)[C@H](OCC(O)c2ccccc2)[C@@H]1O[C@H]1O[C@@H](CNC(=O)OCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1NC(=O)OCc1ccccc1,"benzyl N-[(4aR,6S,7R,8R,8aS)-6-[(1R,2R,3S,4R,6S)-2-[(2S,3R,4R,5R)-5-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-[(2R,3R,4R,5S,6S)-4,5-dihydroxy-3-(phenylmethoxycarbonylamino)-6-(phenylmethoxycarbonylaminomethyl)oxan-2-yl]oxy-3-(2-hydroxy-2-phenylethoxy)oxolan-2-yl]oxy-3-hydroxy-4,6-bis(phenylmethoxycarbonylamino)cyclohexyl]oxy-8-hydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]carbamate"
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](NC(=O)OCc3ccccc3)C[C@H](NC(=O)OCc3ccccc3)[C@H]2O[C@H]2O[C@@H]3COC(c4ccccc4)O[C@H]3[C@H](O)[C@H]2NC(=O)OCc2ccccc2)[C@H](OCCNCCc2ccccc2)[C@@H]1O[C@H]1O[C@@H](CNC(=O)OCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1NC(=O)OCc1ccccc1,"benzyl N-[(4aR,6S,7R,8R,8aS)-6-[(1R,2R,3S,4R,6S)-2-[(2S,3R,4R,5R)-5-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-[(2R,3R,4R,5S,6S)-4,5-dihydroxy-3-(phenylmethoxycarbonylamino)-6-(phenylmethoxycarbonylaminomethyl)oxan-2-yl]oxy-3-[2-(2-phenylethylamino)ethoxy]oxolan-2-yl]oxy-3-hydroxy-4,6-bis(phenylmethoxycarbonylamino)cyclohexyl]oxy-8-hydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]carbamate"
Cc1ccc(CNCCO[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](NC(=O)OCc4ccccc4)C[C@H](NC(=O)OCc4ccccc4)[C@H]3O[C@H]3O[C@@H]4COC(c5ccccc5)O[C@H]4[C@H](O)[C@H]3NC(=O)OCc3ccccc3)O[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]2O[C@H]2O[C@@H](CNC(=O)OCc3ccccc3)[C@@H](O)[C@H](O)[C@H]2NC(=O)OCc2ccccc2)cc1,"benzyl N-[(4aR,6S,7R,8R,8aS)-6-[(1R,2R,3S,4R,6S)-2-[(2S,3R,4R,5R)-5-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-[(2R,3R,4R,5S,6S)-4,5-dihydroxy-3-(phenylmethoxycarbonylamino)-6-(phenylmethoxycarbonylaminomethyl)oxan-2-yl]oxy-3-[2-[(4-methylphenyl)methylamino]ethoxy]oxolan-2-yl]oxy-3-hydroxy-4,6-bis(phenylmethoxycarbonylamino)cyclohexyl]oxy-8-hydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]carbamate"
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](NC(=O)OCc3ccccc3)C[C@H](NC(=O)OCc3ccccc3)[C@H]2O[C@H]2O[C@@H]3COC(c4ccccc4)O[C@H]3[C@H](O)[C@H]2NC(=O)OCc2ccccc2)[C@H](OCCNCCc2cccnc2)[C@@H]1O[C@H]1O[C@@H](CNC(=O)OCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1NC(=O)OCc1ccccc1,"benzyl N-[(4aR,6S,7R,8R,8aS)-6-[(1R,2R,3S,4R,6S)-2-[(2S,3R,4R,5R)-5-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-[(2R,3R,4R,5S,6S)-4,5-dihydroxy-3-(phenylmethoxycarbonylamino)-6-(phenylmethoxycarbonylaminomethyl)oxan-2-yl]oxy-3-[2-(2-pyridin-3-ylethylamino)ethoxy]oxolan-2-yl]oxy-3-hydroxy-4,6-bis(phenylmethoxycarbonylamino)cyclohexyl]oxy-8-hydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]carbamate"
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3[C@H](O[C@H]4C[S+]([O-])[C@@H]5[C@H]6O[C@@]7(C[C@H](OC(=O)c8ccc(O)cc8)[C@H](C)CO7)C(=O)[C@@]6(O)[C@@H](O)C[C@@H]54)O[C@H](C)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,"""[(2S,3aR,4S,4S,5R,5aR,6R,8aS,8bS)-6-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2S,3R,4S,5R,6R)-5-hydroxy-6-(hydroxymethyl)-3,4-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-3a,4-dihydroxy-5-methyl-3,8-dioxospiro[5,5a,6,7,8a,8b-hexahydro-4H-thieno[3,2-g][1]benzofuran-2,2-oxane]-4-yl] 4-hydroxybenzoate"""
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(OC5(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)C4O)C3NC(C)=O)C(OC3(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(CO)OC4(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCC,"5-acetamido-2-[2-[3-acetamido-2-[4-[5-acetamido-6-[2-[5-acetamido-2-carboxylato-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxan-2-yl]oxy-1,3-dihydroxypropyl]-2-carboxylato-4-hydroxyoxan-2-yl]oxy-6-[4,5-dihydroxy-2-(hydroxymethyl)-6-[(E,2S,3R)-3-hydroxy-2-(octadecanoylamino)octadec-4-enoxy]oxan-3-yl]oxy-5-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylate"
CCC1O[C@H](OC)[C@H](N2C(=O)c3ccccc3C2=O)C(OC(=O)c2ccccc2)[C@H]1OC1OC(COC(=O)c2ccccc2)C(O[C@H]2OC(CC)[C@H](OC3OC(COC(=O)c4ccccc4)C(O)[C@H](OC(=O)c4ccccc4)[C@@H]3N3C(=O)c4ccccc4C3=O)C(OC(=O)c3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)[C@H](OC(=O)c2ccccc2)[C@@H]1N1C(=O)c2ccccc2C1=O,"[(4R,5S)-4-benzoyloxy-6-[(3S,5R,6R)-4-benzoyloxy-6-[(4R,5S)-4-benzoyloxy-6-[(3S,5R,6S)-4-benzoyloxy-5-(1,3-dioxoisoindol-2-yl)-2-ethyl-6-methoxyoxan-3-yl]oxy-2-(benzoyloxymethyl)-5-(1,3-dioxoisoindol-2-yl)oxan-3-yl]oxy-5-(1,3-dioxoisoindol-2-yl)-2-ethyloxan-3-yl]oxy-5-(1,3-dioxoisoindol-2-yl)-3-hydroxyoxan-2-yl]methyl benzoate"
OC[C@H]1O[C@@H](Sc2c(F)c(F)c(C3=c4ccc([nH]4)=C(c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)C(c4c(F)c(F)c(S[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@@H]5O)c(F)c4F)=c4ccc([nH]4)=C(c4c(F)c(F)c(S[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@@H]5O)c(F)c4F)c4ccc3[nH]4)c(F)c2F)[C@@H](O)[C@@H](O)[C@H]1O,"(2R,3R,4S,5S,6S)-2-(hydroxymethyl)-6-[2,3,5,6-tetrafluoro-4-[10-(2,3,4,5,6-pentafluorophenyl)-15,20-bis[2,3,5,6-tetrafluoro-4-[(2S,3S,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanylphenyl]-21,22,23,24-tetrahydroporphyrin-5-yl]phenyl]sulfanyloxane-3,4,5-triol"
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc4c(c3)C(CCC)(CCC)c3cc(-c5ccc6c(c5)C(CCC)(CCC)c5ccccc5-6)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CCC)(CCC)c3cc(-c5ccc6c(c5)C(CC(CC)CCCC)(CC(CC)CCCC)c5cc(-c7ccc8c(c7)C(CCC)(CCC)c7cc(-c9ccc%10c(c9)C(CCC)(CCC)c9ccccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,"2,7-bis[7-[7-(9,9-dipropylfluoren-2-yl)-9,9-dipropylfluoren-2-yl]-9,9-bis(2-ethylhexyl)fluoren-2-yl]-9,9-dipropylfluorene"
