input,target
CCSCC(C)NN,1-ethylsulfanylpropan-2-ylhydrazine
C#C/C=C/CN,(E)-pent-2-en-4-yn-1-amine
CN(CCN)CCF,"""N-(2-fluoroethyl)-N-methylethane-1,2-diamine"""
NCCCCN=C=S,4-isothiocyanatobutan-1-amine
COC(C)OCCN,2-(1-methoxyethoxy)ethanamine
NC1NOCC1=O,"3-amino-1,2-oxazolidin-4-one"
CCC(C)NCCS,2-(butan-2-ylamino)ethanethiol
NC[11CH2]O,2-amino(111C)ethanol
CN(C=O)CCN,N-(2-aminoethyl)-N-methylformamide
NC1(CS)CC1,(1-aminocyclopropyl)methanethiol
Nc1cccnc1P,2-phosphanylpyridin-3-amine
NC(=O)CNCl,2-(chloroamino)acetamide
NCCn1ncnn1,2-(tetrazol-2-yl)ethanamine
ClCCNC1CC1,N-(2-chloroethyl)cyclopropanamine
COCC=C=CCN,"5-methoxypenta-2,3-dien-1-amine"
C=C=CCOCCN,"2-buta-2,3-dienoxyethanamine"
C#CCC(=N)N,but-3-ynimidamide
NC1C=CN=C1,3H-pyrrol-3-amine
NCCOCCCOCN,2-[3-(aminomethoxy)propoxy]ethanamine
N#CC(CN)CN,3-amino-2-(aminomethyl)propanenitrile
C=CC(CN)OC,2-methoxybut-3-en-1-amine
N/C=C/CC=O,(E)-4-aminobut-3-enal
NC(N=O)N=O,dinitrosomethanamine
CNc1cscc1N,"3-N-methylthiophene-3,4-diamine"
CNOC(=O)CN,methylamino 2-aminoacetate
CC1OCCCC1N,2-methyloxan-3-amine
CC1CCOC1CN,(3-methyloxolan-2-yl)methanamine
CNn1nnnc1N,"1-N-methyltetrazole-1,5-diamine"
NCC#CCCCCN,"hept-2-yne-1,7-diamine"
C=C(O)CCCN,5-aminopent-1-en-2-ol
COCC(CN)CN,"2-(methoxymethyl)propane-1,3-diamine"
NC1C=COCC1,"3,4-dihydro-2H-pyran-4-amine"
C=C(CO)CCN,4-amino-2-methylidenebutan-1-ol
NCCCCNOCCN,"""N-(2-aminoethoxy)butane-1,4-diamine"""
CNc1nonc1N,"3-N-methyl-1,2,5-oxadiazole-3,4-diamine"
CCC1(C)CN1,2-ethyl-2-methylaziridine
CCCCOCNC=O,N-(butoxymethyl)formamide
SCC1CCCCN1,piperidin-2-ylmethanethiol
CCNC(=S)NO,1-ethyl-3-hydroxythiourea
CNCC(CO)OC,2-methoxy-3-(methylamino)propan-1-ol
OCN1CNC1=S,"1-(hydroxymethyl)-1,3-diazetidine-2-thione"
C=CC#CCNCC,N-ethylpent-4-en-2-yn-1-amine
CCCCNCNC=O,N-(butylaminomethyl)formamide
C#C/C=C/NC,(E)-N-methylbut-1-en-3-yn-1-amine
CCCCNC=S=O,N-(sulfinylmethyl)butan-1-amine
CNC(=O)CNO,2-(hydroxyamino)-N-methylacetamide
C=C1CNCC1C,3-methyl-4-methylidenepyrrolidine
SCC1CSCCN1,thiomorpholin-3-ylmethanethiol
CCNc1ncns1,"N-ethyl-1,2,4-thiadiazol-5-amine"
CNC/C=C\\Cl,(Z)-3-chloro-N-methylprop-2-en-1-amine
C=CNCCOC=C,2-ethenoxy-N-ethenylethanamine
CN1CCCNCN1,"1-methyl-1,2,4-triazepane"
CC(S)CNC=O,N-(2-sulfanylpropyl)formamide
O=CCCCNC=O,N-(4-oxobutyl)formamide
ONC1=NCCN1,"N-(4,5-dihydro-1H-imidazol-2-yl)hydroxylamine"
CNCC(C)ONC,N-methyl-2-(methylaminooxy)propan-1-amine
CCN=C(N)NS,2-ethyl-1-sulfanylguanidine
CNC/C=C\\CO,(Z)-4-(methylamino)but-2-en-1-ol
C=CNCCNC=C,"""N,N-bis(ethenyl)ethane-1,2-diamine"""
C=CCCNCCCl,N-(2-chloroethyl)but-3-en-1-amine
CC1=CCNC1C,"2,3-dimethyl-2,5-dihydro-1H-pyrrole"
O=C1CNCSO1,"1,2,4-oxathiazinan-6-one"
C=CCCCNC#N,pent-4-enylcyanamide
CNCCNCCC#N,3-[2-(methylamino)ethylamino]propanenitrile
CNC(C)=S=O,N-methyl-1-sulfinylethanamine
CN=C(N)NCl,1-chloro-2-methylguanidine
CC1=CNCCS1,"6-methyl-3,4-dihydro-2H-1,4-thiazine"
C#CC(CO)NC,2-(methylamino)but-3-yn-1-ol
C#CCCCNC=O,N-pent-4-ynylformamide
COC1=CNCC1,"4-methoxy-2,3-dihydro-1H-pyrrole"
C#CC(C)NCC,N-ethylbut-3-yn-2-amine
CNCCOP(O)O,2-(methylamino)ethyl dihydrogen phosphite
CCNCCOCCNC,2-[2-(ethylamino)ethoxy]-N-methylethanamine
OC1=CCNCN1,"1,2,3,4-tetrahydropyrimidin-6-ol"
CNCCN(C)NC,N-methyl-2-[methyl(methylamino)amino]ethanamine
CCOC(O)CNC,1-ethoxy-2-(methylamino)ethanol
C=C(F)CNCC,N-ethyl-2-fluoroprop-2-en-1-amine
NCC(=O)OCl,chloro 2-aminoacetate
NC(N)=NCCF,2-(2-fluoroethyl)guanidine
CC1CSCCC1N,3-methylthian-4-amine
CSC(=N)CCN,methyl 3-aminopropanimidothioate
CNC(CCN)NC,"""1-N,1-N-dimethylpropane-1,1,3-triamine"""
NC(=O)NCOO,hydroperoxymethylurea
CCCC(N)CCS,3-aminohexane-1-thiol
CCCCC(F)CN,2-fluorohexan-1-amine
COCSC(=N)N,methoxymethyl carbamimidothioate
NC1COCCOC1,"1,4-dioxepan-6-amine"
CC(O)COCCN,1-(2-aminoethoxy)propan-2-ol
CC(N)COCCO,2-(2-aminopropoxy)ethanol
CC(CN)OCCO,2-(1-aminopropan-2-yloxy)ethanol
NCC(=CF)CN,"2-(fluoromethylidene)propane-1,3-diamine"
N=CN=C(N)N,N-(diaminomethylidene)methanimidamide
CC(C)(F)CN,2-fluoro-2-methylpropan-1-amine
N#CSC(N)=O,S-cyano carbamothioate
CSCNC(N)=O,methylsulfanylmethylurea
CCC(CN)COC,2-(methoxymethyl)butan-1-amine
CC1CN1CCCN,3-(2-methylaziridin-1-yl)propan-1-amine
CCSSC(=N)N,ethylsulfanyl carbamimidothioate
NNCCC(N)=O,3-hydrazinylpropanamide
CCN=C(N)CN,"""2-amino-N-ethylethanimidamide"""
CC1CON=C1N,"4-methyl-4,5-dihydro-1,2-oxazol-3-amine"
COn1nnnc1N,1-methoxytetrazol-5-amine
NCC#CCCCCl,6-chlorohex-2-yn-1-amine
CC(Cl)CCCN,4-chloropentan-1-amine
N=CC/C=C/N,(E)-4-iminobut-1-en-1-amine
N=C(N)OCCO,2-hydroxyethyl carbamimidate
NC(=S)OCCO,O-(2-hydroxyethyl) carbamothioate
CC(C)CCNCN,"""N-(3-methylbutyl)methanediamine"""
N=C(N)OCCN,2-aminoethyl carbamimidate
CCC(C)PCCN,2-butan-2-ylphosphanylethanamine
CC=NCCCCCN,5-(ethylideneamino)pentan-1-amine
NNC(N)=S=O,hydrazinyl(sulfinyl)methanamine
CCOCC(N)CN,"3-ethoxypropane-1,2-diamine"
CC(CCl)CCN,4-chloro-3-methylbutan-1-amine
NCCC[35SH],3-aminopropane-1-(35S)thiol
Cc1cnncc1N,5-methylpyridazin-4-amine
COCOC(C)CN,2-(methoxymethoxy)propan-1-amine
NCC(CN)=NO,"N-(1,3-diaminopropan-2-ylidene)hydroxylamine"
CNNCC(N)=O,2-(2-methylhydrazinyl)acetamide
NC1CCN=CN1,"1,4,5,6-tetrahydropyrimidin-6-amine"
OC1CNCCOC1,"1,4-oxazepan-6-ol"
CCCCCB(F)F,difluoro(pentyl)borane
Cn1nccc1NO,N-(2-methylpyrazol-3-yl)hydroxylamine
OOCCCCCCCl,1-chloro-6-hydroperoxyhexane
CONC(C)CCl,1-chloro-N-methoxypropan-2-amine
FP(F)NCCCl,2-chloro-N-difluorophosphanylethanamine
CCCCSCNC=O,N-(butylsulfanylmethyl)formamide
C#CCCCNC#N,pent-4-ynylcyanamide
CNC(=O)CNN,2-hydrazinyl-N-methylacetamide
CNCCN1CCC1,2-(azetidin-1-yl)-N-methylethanamine
CNCC(S)CNC,"1,3-bis(methylamino)propane-2-thiol"
CCCNCCC#CO,4-(propylamino)but-1-yn-1-ol
CNC(=S)CCl,2-chloro-N-methylethanethioamide
C=C=CCNCCC,"N-propylbuta-2,3-dien-1-amine"
O=NC1CCCN1,2-nitrosopyrrolidine
N#CCNCCCCO,2-(4-hydroxybutylamino)acetonitrile
C=CCCNCC#N,2-(but-3-enylamino)acetonitrile
CC#CCCNC=O,N-pent-3-ynylformamide
O=CNCCCN=O,N-(3-nitrosopropyl)formamide
CNC(C)NC=O,N-[1-(methylamino)ethyl]formamide
C=C=CCCCNC,"N-methylhexa-4,5-dien-1-amine"
CNCC(C)C=O,2-methyl-3-(methylamino)propanal
CNC(C)(F)F,"1,1-difluoro-N-methylethanamine"
FCC1NCCCO1,"2-(fluoromethyl)-1,3-oxazinane"
C=C=CCCNCC,"N-ethylpenta-3,4-dien-1-amine"
CCSC(C)CCl,1-chloro-2-ethylsulfanylpropane
CC1NCC=NN1,"3-methyl-2,3,4,5-tetrahydro-1,2,4-triazine"
O=C(O)CSCO,2-(hydroxymethylsulfanyl)acetic acid
OCCOCOCCCl,2-(2-chloroethoxymethoxy)ethanol
CSC(CCl)SC,"2-chloro-1,1-bis(methylsulfanyl)ethane"
N#CCCSCCCl,3-(2-chloroethylsulfanyl)propanenitrile
COCC(S)CCl,1-chloro-3-methoxypropane-2-thiol
CC#CSCCCCl,1-chloro-3-prop-1-ynylsulfanylpropane
CC#CCCOCCl,5-(chloromethoxy)pent-2-yne
CO/C=C\\CCl,(Z)-3-chloro-1-methoxyprop-1-ene
CSC(Cl)CCl,"1,2-dichloro-1-methylsulfanylethane"
CC(C)N=CNO,"""N-hydroxy-N-propan-2-ylmethanimidamide"""
C=COCOCCCl,1-chloro-2-(ethenoxymethoxy)ethane
O=NOCCCCCl,4-chlorobutyl nitrite
N#CCOCCCCl,2-(3-chloropropoxy)acetonitrile
FCCOCOCCCl,1-(2-chloroethoxymethoxy)-2-fluoroethane
FP(F)OCCCl,2-chloroethoxy(difluoro)phosphane
C=CC#CCCCl,6-chlorohex-1-en-3-yne
NCCCNCCCCl,"""N-(3-chloropropyl)propane-1,3-diamine"""
CC=C=CCCCl,"6-chlorohexa-2,3-diene"
CCCOCOCCCl,1-(2-chloroethoxymethoxy)propane
CSC(=N)CCl,methyl 2-chloroethanimidothioate
CCOCC#CCCl,1-chloro-4-ethoxybut-2-yne
CCOCCCOCCl,1-(chloromethoxy)-3-ethoxypropane
OOOC(O)CCl,2-chloro-1-(trioxidanyl)ethanol
ClCC1OCOO1,"3-(chloromethyl)-1,2,4-trioxolane"
O=COCOCCCl,2-chloroethoxymethyl formate
N#CCCCSCCl,4-(chloromethylsulfanyl)butanenitrile
CCP(Cl)CCl,chloro-(chloromethyl)-ethylphosphane
ClCC#CCCCl,"1,5-dichloropent-2-yne"
FS(F)=NCCl,chloromethylimino(difluoro)-λ4-sulfane
ClCC=C1CC1,2-chloroethylidenecyclopropane
C=CCNCCCCl,3-chloro-N-prop-2-enylpropan-1-amine
CC1CCC1CCl,1-(chloromethyl)-2-methylcyclobutane
C=C1CC1CCl,1-(chloromethyl)-2-methylidenecyclopropane
CCC#CSCCCl,1-(2-chloroethylsulfanyl)but-1-yne
C#CCCCOCCl,5-(chloromethoxy)pent-1-yne
C=C=CCOCCl,"4-(chloromethoxy)buta-1,2-diene"
CCC[Si]CCl,chloromethyl(propyl)silicon
C=CCSCCCCl,1-chloro-3-prop-2-enylsulfanylpropane
C=CC[SiH2],prop-2-enyl-λ3-silane
[B]NC1CC1C,[(2-methylcyclopropyl)amino]boron
N#C[PH+]=O,cyano(oxo)phosphanium
CSNC1CCCS1,N-methylsulfanylthiolan-2-amine
N=Cc1ccon1,"1,2-oxazol-3-ylmethanimine"
Cc1cscc1NS,N-(4-methylthiophen-3-yl)thiohydroxylamine
N=CC(=N)CN,"2,3-diiminopropan-1-amine"
C=C[SiH2]S,ethenyl(sulfanyl)silane
CSSCC1OC1N,3-[(methyldisulfanyl)methyl]oxiran-2-amine
BrC1C=CSN1,"3-bromo-2,3-dihydro-1,2-thiazole"
N=CO[SiH2],methanimidoyloxy-λ3-silane
C#CN(C)C=C,N-ethynyl-N-methylethenamine
CSOC(=O)CS,methylsulfanyl 2-sulfanylacetate
CNC(C)(C)F,2-fluoro-N-methylpropan-2-amine
BrC1=CSNC1,"4-bromo-2,3-dihydro-1,2-thiazole"
NCC(C=O)CO,2-(aminomethyl)-3-hydroxypropanal
C=NN(N)N=C,[amino-(methylideneamino)hydrazinylidene]methane
ClC1=CSNC1,"4-chloro-2,3-dihydro-1,2-thiazole"
PC[SiH2]CP,phosphanylmethylsilylmethylphosphane
[SiH3]OCCS,2-silyloxyethanethiol
BrC1COC=N1,"4-bromo-4,5-dihydro-1,3-oxazole"
CC1OC=CC1F,"3-fluoro-2-methyl-2,3-dihydrofuran"
ClC1=CNOC1,"4-chloro-2,5-dihydro-1,2-oxazole"
C=CN(N)C=C,"1,1-bis(ethenyl)hydrazine"
CCCCNNCCOC,1-butyl-2-(2-methoxyethyl)hydrazine
C=[PH+]PPP,methylidene(triphosphanyl)phosphanium
CCCCOCSCOC,1-(methoxymethylsulfanylmethoxy)butane
CN(C=N)N=N,N-diazenyl-N-methylmethanimidamide
BrC1CN=NC1,"4-bromo-4,5-dihydro-3H-pyrazole"
C=CO[O+]=O,ethenoxy(oxo)oxidanium
NC1CCOCOC1,"1,3-dioxepan-5-amine"
CC1N(C)P1C,"1,2,3-trimethylazaphosphiridine"
CCCC1CNOC1,"4-propyl-1,2-oxazolidine"
CC1CC1CC=N,2-(2-methylcyclopropyl)ethanimine
CSc1onnc1C,4-methyl-5-methylsulfanyloxadiazole
BrC1=CCNO1,"5-bromo-2,3-dihydro-1,2-oxazole"
CN(C)OCCCl,N-(2-chloroethoxy)-N-methylmethanamine
CC(O)CCCOO,5-hydroperoxypentan-2-ol
CCCC1CC1SO,1-hydroxysulfanyl-2-propylcyclopropane
C=C(C=N)OC,2-methoxyprop-2-en-1-imine
CNCCOC(C)S,1-[2-(methylamino)ethoxy]ethanethiol
FC=C[SiH3],2-fluoroethenylsilane
CC=CC(F)CC,4-fluorohex-2-ene
CN=C(N)C=O,"""N-methyl-2-oxoethanimidamide"""
ClC1=CONC1,"4-chloro-2,3-dihydro-1,2-oxazole"
CNC1OCCCO1,"N-methyl-1,3-dioxan-2-amine"
CC=CB(O)OC,methoxy(prop-1-enyl)borinic acid
CC(Cl)=CCF,3-chloro-1-fluorobut-2-ene
COC1C=CON1,"3-methoxy-2,3-dihydro-1,2-oxazole"
CCCCC=CB=O,hex-1-enyl(oxo)borane
NCC(=S)C=O,3-amino-2-sulfanylidenepropanal
CC#CC1COC1,3-prop-1-ynyloxetane
CSC=CN(C)C,"N,N-dimethyl-2-methylsulfanylethenamine"
CCCCCCCONC,N-heptoxymethanamine
COC1=CNNC1,"4-methoxy-2,3-dihydro-1H-pyrazole"
CN1CNN=C1N,"4-methyl-1,5-dihydro-1,2,4-triazol-3-amine"
COC1CCSSC1,4-methoxydithiane
C#CC(O)NCC,1-(ethylamino)prop-2-yn-1-ol
NNCCCCCCCO,7-hydrazinylheptan-1-ol
CCN1CCCNS1,"2-ethyl-1,2,6-thiadiazinane"
CN1CCNC1Br,2-bromo-1-methylimidazolidine
CC1NCCSN1C,"2,3-dimethyl-1,2,4-thiadiazinane"
O=CC1CN1CO,1-(hydroxymethyl)aziridine-2-carbaldehyde
C1#CNCCOC1,1-oxa-4-azacyclohept-5-yne
CCCCNCCSCN,N-[2-(aminomethylsulfanyl)ethyl]butan-1-amine
C=CN(C)N=C,N-methyl-N-(methylideneamino)ethenamine
BrC1C=CNO1,"5-bromo-2,5-dihydro-1,2-oxazole"
CCC(C)[B]P,butan-2-yl(phosphanyl)boron
CS12CCC1C2,1-methyl-1λ4-thiabicyclo[2.1.0]pentane
COC(C)OSCS,1-methoxyethoxysulfanylmethanethiol
C[B]OB(C)O,[hydroxy(methyl)boranyl]oxy-methylboron
NNCC(=O)NN,2-hydrazinylacetohydrazide
CNNC(C)NNO,N-[1-(2-methylhydrazinyl)ethylamino]hydroxylamine
CC(N)C=NNO,N-(2-aminopropylideneamino)hydroxylamine
CNCCC1CC1C,N-methyl-2-(2-methylcyclopropyl)ethanamine
CCN=C(C)CF,N-ethyl-1-fluoropropan-2-imine
C=NC=C(C)F,N-(2-fluoroprop-1-enyl)methanimine
BrC1=CONC1,"4-bromo-2,3-dihydro-1,2-oxazole"
C[SiH](O)P,[hydroxy(methyl)silyl]phosphane
CC#CB(C)CC,ethyl-methyl-prop-1-ynylborane
CCPCC(C)CC,ethyl(2-methylbutyl)phosphane
ClC1CN=CN1,"5-chloro-4,5-dihydro-1H-imidazole"
C=C=NSC=CC,N-prop-1-enylsulfanylethenimine
CNN=C(C)OC,methyl N-methylethanehydrazonate
SSCC1CCOC1,3-(disulfanylmethyl)oxolane
COCCN(C)CS,[2-methoxyethyl(methyl)amino]methanethiol
CC1CS1(C)C,"1,1,2-trimethylthiirane"
CCSCC(C)=S,1-ethylsulfanylpropane-2-thione
[B]SC=CC=N,3-iminoprop-1-enylsulfanylboron
CNCC1OCC1C,N-methyl-1-(3-methyloxetan-2-yl)methanamine
CC(=N)C=CF,4-fluorobut-3-en-2-imine
BrC1NC=CO1,"2-bromo-2,3-dihydro-1,3-oxazole"
CSC1=NNCC1,"3-methylsulfanyl-4,5-dihydro-1H-pyrazole"
CC=CN(C)NC,"1,2-dimethyl-1-prop-1-enylhydrazine"
CC(C)O[B]S,propan-2-yloxy(sulfanyl)boron
CSC1CSC=N1,"4-methylsulfanyl-4,5-dihydro-1,3-thiazole"
C=S1C=NCC1,"1-methylidene-4,5-dihydro-1,3-thiazole"
COC1=CCNS1,"5-methoxy-2,3-dihydro-1,2-thiazole"
CC=N[SiH3],N-silylethanimine
[BH]NC(C)C,(propan-2-ylamino)-λ2-borane
CC=C(P)CCC,hex-2-en-3-ylphosphane
CCN1COCN1C,"3-ethyl-4-methyl-1,3,4-oxadiazolidine"
COC1CN=CN1,"5-methoxy-4,5-dihydro-1H-imidazole"
COC1(O)CO1,2-methoxyoxiran-2-ol
SCCN1CCNC1,2-imidazolidin-1-ylethanethiol
CCCCCCCNSC,N-methylsulfanylheptan-1-amine
CC#CCC=C=O,hex-1-en-4-yn-1-one
NN=NCC1CC1,(aminodiazenyl)methylcyclopropane
NCCNCC1NO1,"""N-(oxaziridin-3-ylmethyl)ethane-1,2-diamine"""
CC(NNN)NNO,N-[1-(2-aminohydrazinyl)ethylamino]hydroxylamine
CCNC1CSC1C,N-ethyl-2-methylthietan-3-amine
O=CCNB(O)O,(2-oxoethylamino)boronic acid
COC1NC=CS1,"2-methoxy-2,3-dihydro-1,3-thiazole"
C=CCCC(S)S,"pent-4-ene-1,1-dithiol"
C=CC=NSC=C,N-ethenylsulfanylprop-2-en-1-imine
ClC1=CNSC1,"4-chloro-2,5-dihydro-1,2-thiazole"
CON=CCCC=O,4-methoxyiminobutanal
NC=N/C=C\\N,"""N-[(Z)-2-aminoethenyl]methanimidamide"""
CCOS[SiH3],ethoxysulfanylsilane
COC1NC=CO1,"2-methoxy-2,3-dihydro-1,3-oxazole"
C=C(C)N=CF,N-prop-1-en-2-ylmethanimidoyl fluoride
NC(O)C[B]F,(2-amino-2-hydroxyethyl)-fluoroboron
[B]c1ccsn1,"1,2-thiazol-3-ylboron"
CCCC1CCC1I,1-iodo-2-propylcyclobutane
CCN=CC(C)F,N-ethyl-2-fluoropropan-1-imine
CSC1=CCOC1,"3-methylsulfanyl-2,5-dihydrofuran"
CON(N=O)OC,"N,N-dimethoxynitrous amide"
CCCCN1CC1N,1-butylaziridin-2-amine
CC(=N)CC=N,"butane-1,3-diimine"
C1=CCCSN=1,"1-thia-2-azacyclohexa-2,3-diene"
CC1NSN=C1N,"3-methyl-2,3-dihydro-1,2,5-thiadiazol-4-amine"
CNCC(=N)CN,"""2-imino-N-methylpropane-1,3-diamine"""
N=CN=CC=CN,N-(3-aminoprop-2-enylidene)methanimidamide
CNCCCC(C)F,4-fluoro-N-methylpentan-1-amine
BrC1C=CNS1,"5-bromo-2,5-dihydro-1,2-thiazole"
CC(C)N(C)F,N-fluoro-N-methylpropan-2-amine
CN=C(CN)SC,methyl 2-amino-N-methylethanimidothioate
CC=CN=CSCC,ethyl N-prop-1-enylmethanimidothioate
CCC=CC=NOC,N-methoxypent-2-en-1-imine
O=C=[SiH2],silylidenemethanone
NCC(=O)SCF,S-(fluoromethyl) 2-aminoethanethioate
CCC[SiH]=O,oxo(propyl)silane
CC(C)N(C)S,N-methyl-N-propan-2-ylthiohydroxylamine
NN1CCSSCC1,"1,2,5-dithiazepan-5-amine"
C1=CCCON=1,"1-oxa-2-azacyclohexa-2,3-diene"
O=CCCB(F)F,3-difluoroboranylpropanal
COCOCC(N)O,1-amino-2-(methoxymethoxy)ethanol
CNS(C)(C)O,N-[hydroxy(dimethyl)-λ4-sulfanyl]methanamine
CNC#CC(C)C,"N,3-dimethylbut-1-yn-1-amine"
BrC1C=NCO1,"5-bromo-2,5-dihydro-1,3-oxazole"
CCN(CC)NNN,[(2-aminohydrazinyl)-ethylamino]ethane
CCSc1ncns1,"5-ethylsulfanyl-1,2,4-thiadiazole"
Cn1nccc1SS,5-(disulfanyl)-1-methylpyrazole
ClC1N=CCO1,"2-chloro-2,5-dihydro-1,3-oxazole"
CN=CC1CCC1,1-cyclobutyl-N-methylmethanimine
CCC=CN(C)N,1-but-1-enyl-1-methylhydrazine
CCN(O)CCNN,N-ethyl-N-(2-hydrazinylethyl)hydroxylamine
CC1CC=NCO1,"6-methyl-5,6-dihydro-2H-1,3-oxazine"
COC(=S)NCN,O-methyl N-(aminomethyl)carbamothioate
N#CC(CN)CO,2-(aminomethyl)-3-hydroxypropanenitrile
C[B]C1CCC1,cyclobutyl(methyl)boron
N=CC=NCC=N,"""N-(2-iminoethyl)ethane-1,2-diimine"""
CCSC1CCC1C,1-ethylsulfanyl-2-methylcyclobutane
O=C(S)OCCS,2-sulfanylethoxymethanethioic S-acid
NC1CCN=NC1,"3,4,5,6-tetrahydropyridazin-4-amine"
C=S1CCCCC1,1-methylidenethiane
NNCC1OCCO1,"1,3-dioxolan-2-ylmethylhydrazine"
CN=CC=CC=O,4-methyliminobut-2-enal
CSCn1ncnn1,2-(methylsulfanylmethyl)tetrazole
C=CCC1C#C1,3-prop-2-enylcyclopropyne
COC1CN=CS1,"5-methoxy-4,5-dihydro-1,3-thiazole"
C=CNC=NCNC,"""N-ethenyl-N-(methylaminomethyl)methanimidamide"""
CCSCC(C)=N,1-ethylsulfanylpropan-2-imine
CSC1CC1COS,1-methylsulfanyl-2-(sulfanyloxymethyl)cyclopropane
C=NC(F)=CC,N-(1-fluoroprop-1-enyl)methanimine
CNC(=O)NSC,1-methyl-3-methylsulfanylurea
CCNNC(C)CC,1-butan-2-yl-2-ethylhydrazine
COC1CCNN1C,5-methoxy-1-methylpyrazolidine
CC/C=C\\C=S,(Z)-pent-2-enethial
CCC1CSC1CC,"2,3-diethylthietane"
CC(C)CCSCN,3-methylbutylsulfanylmethanamine
BrC1CNCCO1,2-bromomorpholine
CCCNCN(C)C,"""N,N-dimethyl-N-propylmethanediamine"""
CNC(C)NCCS,2-[1-(methylamino)ethylamino]ethanethiol
[SiH2]CCCS,3-sulfanylpropyl-λ3-silane
COC1C=CSN1,"3-methoxy-2,3-dihydro-1,2-thiazole"
C=CN=COC=C,ethenyl N-ethenylmethanimidate
CCNC(C)OOC,N-ethyl-1-methylperoxyethanamine
CC1=NCNC1C,"4,5-dimethyl-2,5-dihydro-1H-imidazole"
CC#CCC=BCN,pent-3-ynylideneboranylmethanamine
CCNC1OCC1C,N-ethyl-3-methyloxetan-2-amine
OC1C2COC12,2-oxabicyclo[2.1.0]pentan-5-ol
C=CC1OC1OC,2-ethenyl-3-methoxyoxirane
COC(=S)NNN,O-methyl N-hydrazinylcarbamothioate
BC1=CCCCC1,cyclohexen-1-ylborane
N=CO[B]CCN,2-aminoethyl(methanimidoyloxy)boron
COC1=CNSC1,"4-methoxy-2,5-dihydro-1,2-thiazole"
CN=CC(C)Br,2-bromo-N-methylpropan-1-imine
CCCNC1CCO1,N-propyloxetan-2-amine
NCCCCCCNCO,(6-aminohexylamino)methanol
CON1C=CCS1,"2-methoxy-5H-1,2-thiazole"
C[SiH2]C=O,methylsilylformaldehyde
O=NCC1CCC1,nitrosomethylcyclobutane
CN1NC=NC1N,"2-methyl-1,3-dihydro-1,2,4-triazol-3-amine"
CCOCC1OC1O,3-(ethoxymethyl)oxiran-2-ol
COC(C)CNSC,2-methoxy-N-methylsulfanylpropan-1-amine
C=C=C1OCO1,"2-ethenylidene-1,3-dioxetane"
C#CC1CCSN1,"3-ethynyl-1,2-thiazolidine"
SOc1ccnnc1,4-sulfanyloxypyridazine
COC1CN=CO1,"5-methoxy-4,5-dihydro-1,3-oxazole"
[B]=C(C)SC,1-methylsulfanylethylideneboron
CC(=O)[B]O,acetyl(hydroxy)boron
COC1=CCNC1,"3-methoxy-2,5-dihydro-1H-pyrrole"
[B]B1OCCO1,"1,3,2-dioxaborolan-2-ylboron"
CC=CC(F)CF,"4,5-difluoropent-2-ene"
CCOCC=CC#N,4-ethoxybut-2-enenitrile
COC1CC=NC1,"3-methoxy-3,4-dihydro-2H-pyrrole"
CC=C1C=CC1,3-ethylidenecyclobutene
CN1CCOPCC1,"5-methyl-1,5,2-oxazaphosphepane"
CCC(C)=NCO,(butan-2-ylideneamino)methanol
CCC1CNC1CC,"2,3-diethylazetidine"
