input, target
Cc1nc2sc([C@H](c3ccc([N+](=O)[O-])cc3)N3C[C@@H](C)O[C@H](C)C3)c(O)n2n1, 5-[(S)-[(2R,6R)-2,6-dimethylmorpholin-4-yl]-(4-nitrophenyl)methyl]-2-methyl-[1,3]thiazolo[3,2-b][1,2,4]triazol-6-ol
O=C(Oc1cccc(N2C(=O)[C@H]3[C@H]4C=C[C@@H](C4)[C@H]3C2=O)c1)c1ccc(Cl)cc1, [3-[(1R,2R,6S,7R)-3,5-dioxo-4-azatricyclo[5.2.1.02,6]dec-8-en-4-yl]phenyl] 4-chlorobenzoate
COC(=O)[C@H](C)NC(=O)CCC[C@]12CCCN(CC3CC3)[C@H](Cc3ccc(O)cc31)[C@@H]2C, methyl (2S)-2-[4-[(1R,9R,14R)-10-(cyclopropylmethyl)-4-hydroxy-14-methyl-10-azatricyclo[7.4.1.02,7]tetradeca-2(7),3,5-trien-1-yl]butanoylamino]propanoate
Cc1cc(/C=C2/C(=N)N3N=C(CC(=O)N4CCOCC4)SC3=NC2=O)c(C)n1-c1ccc(C(C)C)cc1, (6Z)-6-[[2,5-dimethyl-1-(4-propan-2-ylphenyl)pyrrol-3-yl]methylidene]-5-imino-2-(2-morpholin-4-yl-2-oxoethyl)-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-one
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O, 2-[[2-[[2-[2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]propanoylamino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid
CCOC(=O)C1=C(CN2CCN(C(=O)c3ccccc3Cl)CC2)N(C)C(=O)N[C@H]1c1ccc(Cl)cc1Cl, ethyl (6R)-4-[[4-(2-chlorobenzoyl)piperazin-1-yl]methyl]-6-(2,4-dichlorophenyl)-3-methyl-2-oxo-1,6-dihydropyrimidine-5-carboxylate
C=C(C)C(=O)OCC(O)COCC(OCC(O)COC(=O)C(=C)C)C(OCC(O)COC(=O)C(=C)C)C(O)CO, [3-[4,5-dihydroxy-2,3-bis[2-hydroxy-3-(2-methylprop-2-enoyloxy)propoxy]pentoxy]-2-hydroxypropyl] 2-methylprop-2-enoate
O=C(N[C@H](N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2)C(Cl)(Cl)Cl)c1ccc(Cl)cc1, 4-chloro-N-[(1R)-2,2,2-trichloro-1-[(1R,9S)-6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-11-yl]ethyl]benzamide
O=C(O)[C@@H]1[C@H]2C=C[C@@H](O2)[C@@H]1C(=O)Nc1ccc(F)c([N+](=O)[O-])c1, (1R,2S,3R,4R)-3-[(4-fluoro-3-nitrophenyl)carbamoyl]-7-oxabicyclo[2.2.1]hept-5-ene-2-carboxylic acid
COC(=O)C1CCN(C(=O)c2oc3c(c2C)/C(=N/NC(=O)Cc2coc4cc(C)cc(C)c24)CCC3)CC1, methyl 1-[(4E)-4-[[2-(4,6-dimethyl-1-benzofuran-3-yl)acetyl]hydrazinylidene]-3-methyl-6,7-dihydro-5H-1-benzofuran-2-carbonyl]piperidine-4-carboxylate
CCOC(=O)c1ccc(CN2C(=O)C(=O)/C(=C(\O)c3ccc4c(c3)CCCC4)C2c2cccc(C)c2)cc1, ethyl 4-[[(3Z)-3-[hydroxy(5,6,7,8-tetrahydronaphthalen-2-yl)methylidene]-2-(3-methylphenyl)-4,5-dioxopyrrolidin-1-yl]methyl]benzoate
CCCC[C@H](C)C[C@H](O)C=C[C@@H]1[C@H]2CC(CCNCCN3CCCCC3)=C[C@H]2C[C@H]1O, (2R,3R,3aS,6aS)-3-[(3S,5S)-3-hydroxy-5-methylnon-1-enyl]-5-[2-(2-piperidin-1-ylethylamino)ethyl]-1,2,3,3a,4,6a-hexahydropentalen-2-ol
Cc1ccc(C)c(C(C(=O)Nc2ccccc2C)N(C(=O)C(CC(C)C)NC(=O)OC(C)(C)C)C2CCC2)c1, tert-butyl N-[1-[cyclobutyl-[1-(2,5-dimethylphenyl)-2-(2-methylanilino)-2-oxoethyl]amino]-4-methyl-1-oxopentan-2-yl]carbamate
O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3ccncn3)ccc2O1, 3-[(2S)-6-[(E)-2-pyrimidin-4-ylethenyl]-4-[3-(trifluoromethyl)phenyl]sulfonyl-2,3-dihydro-1,4-benzoxazin-2-yl]propanoic acid
COc1ccccc1N(CC(=O)N(Cc1ccc(Cl)c(Cl)c1)[C@H](C)C(=O)NC1CCCC1)S(C)(=O)=O, (2R)-N-cyclopentyl-2-[(3,4-dichlorophenyl)methyl-[2-(2-methoxy-N-methylsulfonylanilino)acetyl]amino]propanamide
CCc1ccc(/C(O)=C2\C(=O)C(=O)N(c3nc4cc(C)c(C)cc4[nH]3)C2c2ccc(OC)cc2)cc1, (4E)-1-(5,6-dimethyl-1H-benzimidazol-2-yl)-4-[(4-ethylphenyl)-hydroxymethylidene]-5-(4-methoxyphenyl)pyrrolidine-2,3-dione
CCN1c2ccc(/C=N\Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2[C@@H](C)CC1(C)C, N-[(Z)-[(4S)-1-ethyl-2,2,4-trimethyl-3,4-dihydroquinolin-6-yl]methylideneamino]-2,4-dinitroaniline
CCc1[nH]n(-c2ccc([N+](=O)[O-])cc2)c(=O)c1/C=C1\NC(=O)N(Cc2ccccc2F)C1=O, (5Z)-5-[[5-ethyl-2-(4-nitrophenyl)-3-oxo-1H-pyrazol-4-yl]methylidene]-3-[(2-fluorophenyl)methyl]imidazolidine-2,4-dione
Cc1ccccc1OCC(=O)N[C@H](N1C[C@@H]2C[C@@H](C1)c1cccc(=O)n1C2)C(Cl)(Cl)Cl, 2-(2-methylphenoxy)-N-[(1R)-2,2,2-trichloro-1-[(1S,9S)-6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-11-yl]ethyl]acetamide
Cc1ccc(-c2ccc(/C=C3/SC(=S)N(C(Cc4ccccc4)C(=O)O)C3=O)o2)cc1[N+](=O)[O-], 2-[(5E)-5-[[5-(4-methyl-3-nitrophenyl)furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]-3-phenylpropanoic acid
CC(=O)OC[C@@H]1[C@@H](CO[Si](C)(C)C(C)(C)C)[C@H]1Cn1cc(C)c(=O)[nH]c1=O, [(1S,2S,3S)-2-[[tert-butyl(dimethyl)silyl]oxymethyl]-3-[(5-methyl-2,4-dioxopyrimidin-1-yl)methyl]cyclopropyl]methyl acetate
CC[C@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(OC)c1)C(=O)CCc1cccc2ccccc12, (2R)-N-[(2S)-butan-2-yl]-2-[(3-methoxyphenyl)methyl-(3-naphthalen-1-ylpropanoyl)amino]-3-phenylpropanamide
COc1ccc(-c2cc(-c3ccccc3)nc3sc(C(=O)Nc4nsc(-c5ccc(Cl)cc5)n4)c(N)c23)cc1, 3-amino-N-[5-(4-chlorophenyl)-1,2,4-thiadiazol-3-yl]-4-(4-methoxyphenyl)-6-phenylthieno[2,3-b]pyridine-2-carboxamide
NC(=O)C1C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(ccc(CNCCF)c4O)C[C@H]3C[C@H]2CC1O, (4aS,5aR,12aR)-9-[(2-fluoroethylamino)methyl]-3,10,11,12a-tetrahydroxy-1,12-dioxo-3,4,4a,5,5a,6-hexahydro-2H-tetracene-2-carboxamide
COc1cc(/C=C2\SC(=O)N(Cc3ccc4ccccc4c3)C2=O)ccc1OCC(=O)Nc1cc(C)c(C)cc1Br, N-(2-bromo-4,5-dimethylphenyl)-2-[2-methoxy-4-[(Z)-[3-(naphthalen-2-ylmethyl)-2,4-dioxo-1,3-thiazolidin-5-ylidene]methyl]phenoxy]acetamide
N#CCC[C@H](N)C(=O)Nc1ccc(-c2ccc(C(=O)N[C@H](C(=O)NO)[C@@H](N)O)cc2)cc1, 4-[4-[[(2S)-2-amino-4-cyanobutanoyl]amino]phenyl]-N-[(1S,2S)-1-amino-1-hydroxy-3-(hydroxyamino)-3-oxopropan-2-yl]benzamide
O=C(O)N(CCCCCCN(C(=O)O)C(C(F)(F)F)C(F)(F)F)CC(F)(F)C(F)(F)C(F)(F)C(F)F, 6-[carboxy(1,1,1,3,3,3-hexafluoropropan-2-yl)amino]hexyl-(2,2,3,3,4,4,5,5-octafluoropentyl)carbamic acid
CC(=O)CCN1CCN(Cc2ccc(/C=C/c3n[nH]c4ccccc34)c(-c3csc(OC(N)=O)c3C)c2)CC1, [4-[2-[(E)-2-(1H-indazol-3-yl)ethenyl]-5-[[4-(3-oxobutyl)piperazin-1-yl]methyl]phenyl]-3-methylthiophen-2-yl] carbamate
CCn1nc(C(C)C)cc1C(=O)N1CCC[C@@](COc2cccc(Cl)c2)(CC(=O)N(C)Cc2ccccc2)C1, N-benzyl-2-[(3R)-3-[(3-chlorophenoxy)methyl]-1-(2-ethyl-5-propan-2-ylpyrazole-3-carbonyl)piperidin-3-yl]-N-methylacetamide
Cc1ccc(C)c(N(Cc2ccc(C(=O)Nc3ccccc3C(=O)NC[C@H]3CCCO3)cc2)S(C)(=O)=O)c1, 2-[[4-[(2,5-dimethyl-N-methylsulfonylanilino)methyl]benzoyl]amino]-N-[[(2R)-oxolan-2-yl]methyl]benzamide
Cc1c(-c2ccc(-c3nc(-c4ccc5ccccc5c4)nc(-c4ccc5ccccc5c4)n3)cc2)nc2ccccn12, 2-[4-(4,6-dinaphthalen-2-yl-1,3,5-triazin-2-yl)phenyl]-3-methylimidazo[1,2-a]pyridine
CC(C)[SiH2]C(F)(F)C(F)(F)C[Si](CC(F)(F)C(C)(F)F)(C(C)C)C(F)(F)C(C)(F)F, propan-2-yl-(2,2,3,3-tetrafluorobutyl)-(2,2,3,3-tetrafluoro-3-propan-2-ylsilylpropyl)-(1,1,2,2-tetrafluoropropyl)silane
COc1ccccc1OCc1nc2c3c(ncn2n1)Oc1c(c(C)nn1-c1ccc(Cl)cc1)[C@H]3c1ccccc1OC, (16R)-12-(4-chlorophenyl)-4-[(2-methoxyphenoxy)methyl]-16-(2-methoxyphenyl)-14-methyl-10-oxa-3,5,6,8,12,13-hexazatetracyclo[7.7.0.02,6.011,15]hexadeca-1(9),2,4,7,11(15),13-hexaene
O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(-c3ccc4sc5cc6ccccc6cc5c4c3)cc2)cc1, 2-[4-(4-diphenylphosphorylphenyl)phenyl]naphtho[2,3-b][1]benzothiole
CNC(=O)[C@H](C)N(Cc1ccccc1Cl)C(=O)CN(c1ccc(C)cc1C)S(=O)(=O)c1ccc(C)cc1, (2S)-2-[(2-chlorophenyl)methyl-[2-(2,4-dimethyl-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-N-methylpropanamide
O=C(NCC1Cc2ccccc2CN1C(=O)c1cc(Cl)cc(Cl)c1)c1ccc(-c2noc(C(F)(F)F)n2)cc1, N-[[2-(3,5-dichlorobenzoyl)-3,4-dihydro-1H-isoquinolin-3-yl]methyl]-4-[5-(trifluoromethyl)-1,2,4-oxadiazol-3-yl]benzamide
C#Cc1ccc(C(C(=O)Nc2c(C)cccc2C)N(C(=O)C(CO)NC(=O)OC(C)(C)C)C(C)(C)C)cc1, tert-butyl N-[1-[tert-butyl-[2-(2,6-dimethylanilino)-1-(4-ethynylphenyl)-2-oxoethyl]amino]-3-hydroxy-1-oxopropan-2-yl]carbamate
CCCCCCCN(C(=O)C(CC(N)=O)NC(=O)OC(C)(C)C)C(C(=O)Nc1ccc(OC)cc1)c1ccccc1O, tert-butyl N-[4-amino-1-[heptyl-[1-(2-hydroxyphenyl)-2-(4-methoxyanilino)-2-oxoethyl]amino]-1,4-dioxobutan-2-yl]carbamate
N#C[C@H](C(=O)CCCC[C@@H]1SC[C@H]2NC(=O)N[C@H]21)c1nc(-c2c(F)cccc2F)cs1, (2R)-7-[(3aR,4S,6aS)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]-2-[4-(2,6-difluorophenyl)-1,3-thiazol-2-yl]-3-oxoheptanenitrile
COc1cc(/C=C(/C#N)C(=O)Nc2cccc(S(=O)(=O)N3CCCCC3)c2)cc([N+](=O)[O-])c1O, (Z)-2-cyano-3-(4-hydroxy-3-methoxy-5-nitrophenyl)-N-(3-piperidin-1-ylsulfonylphenyl)prop-2-enamide
CC[Si](CC)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1, 4-[diethyl-[4-(N-phenylanilino)phenyl]silyl]-N,N-diphenylaniline
CC(Oc1cc(-c2cnn(C(C)(C)C(=O)N3CC[C@@H](O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl, 2-[4-[6-amino-5-[1-(2,6-dichloro-3-fluorophenyl)ethoxy]pyridin-3-yl]pyrazol-1-yl]-1-[(3R)-3-hydroxypyrrolidin-1-yl]-2-methylpropan-1-one
CCN1C(=O)/C(=C/c2cc(C)n(-c3ccc(Cl)cc3)c2C)c2cc(S(=O)(=O)N3CCOCC3)ccc21, (3E)-3-[[1-(4-chlorophenyl)-2,5-dimethylpyrrol-3-yl]methylidene]-1-ethyl-5-morpholin-4-ylsulfonylindol-2-one
COc1cc([C@H]2C(C#N)=C(SCC(=O)Nc3cccc(F)c3)NC(C)=C2C(=O)Nc2ccccc2)ccc1O, (4R)-5-cyano-6-[2-(3-fluoroanilino)-2-oxoethyl]sulfanyl-4-(4-hydroxy-3-methoxyphenyl)-2-methyl-N-phenyl-1,4-dihydropyridine-3-carboxamide
COc1ccc(NC(=O)c2ccc(COc3ccc4c(c3)C(c3ccc(F)cc3)N(C(=O)C(C)C)CC4)o2)cc1, 5-[[1-(4-fluorophenyl)-2-(2-methylpropanoyl)-3,4-dihydro-1H-isoquinolin-7-yl]oxymethyl]-N-(4-methoxyphenyl)furan-2-carboxamide
CC1(C)O[C@H](CCl)[C@H]([C@@H](CCCOC(=O)C(C)(C)C)O[Si](C)(C)C(C)(C)C)O1, [(4R)-4-[tert-butyl(dimethyl)silyl]oxy-4-[(4R,5S)-5-(chloromethyl)-2,2-dimethyl-1,3-dioxolan-4-yl]butyl] 2,2-dimethylpropanoate
COc1cc(-c2ccc3c(c2)C(C)(c2cc(C)cc(C)c2)c2cc(C)ccc2-3)cc2c(OC)cc(C)cc12, 2-(4,8-dimethoxy-6-methylnaphthalen-2-yl)-9-(3,5-dimethylphenyl)-7,9-dimethylfluorene
CCc1[nH]n(-c2ccc(F)cc2)c(=O)c1C1=C([n+]2cccc(C)c2)C(=O)N(C2CCCCC2)C1=O, 1-cyclohexyl-3-[5-ethyl-2-(4-fluorophenyl)-3-oxo-1H-pyrazol-4-yl]-4-(3-methylpyridin-1-ium-1-yl)pyrrole-2,5-dione
COC(=O)C1=C(C)N=c2s/c(=C/c3cccc(Oc4ccccc4)c3)c(=O)n2[C@H]1c1ccc(Cl)cc1, methyl (2E,5S)-5-(4-chlorophenyl)-7-methyl-3-oxo-2-[(3-phenoxyphenyl)methylidene]-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
O=C1C(=O)N(CCN2CCOCC2)[C@H](c2ccccc2[N+](=O)[O-])/C1=C(\O)c1ccc(Br)cc1, (4E,5R)-4-[(4-bromophenyl)-hydroxymethylidene]-1-(2-morpholin-4-ylethyl)-5-(2-nitrophenyl)pyrrolidine-2,3-dione
COc1cc(C(=O)OCCCc2cccc(C3(C(=O)O[C@H]4CN5CCC4CC5)CCCCC3)c2)c(Cl)cc1C=O, 3-[3-[1-[[(3R)-1-azabicyclo[2.2.2]octan-3-yl]oxycarbonyl]cyclohexyl]phenyl]propyl 2-chloro-4-formyl-5-methoxybenzoate
c1ccc2cc3c(cc2c1)c1ccccc1n3-c1nc(-c2ccc3ccc4oc5ccccc5c4c3c2)c2ccccc2n1, 5-(4-naphtho[2,1-b][1]benzofuran-2-ylquinazolin-2-yl)benzo[b]carbazole
C/C=C/Cc1cc(/C=C/C(=O)c2ccc(OC(=O)C(C)(C)C)cc2)c(OCC)cc1OC(=O)C(C)(C)C, [4-[(E)-3-[5-[(E)-but-2-enyl]-4-(2,2-dimethylpropanoyloxy)-2-ethoxyphenyl]prop-2-enoyl]phenyl] 2,2-dimethylpropanoate
COc1ccc(C)cc1N(CC(=O)N(Cc1ccc(F)cc1)[C@@H](C)C(=O)NC(C)(C)C)S(C)(=O)=O, (2S)-N-tert-butyl-2-[(4-fluorophenyl)methyl-[2-(2-methoxy-5-methyl-N-methylsulfonylanilino)acetyl]amino]propanamide
CCOC(=O)C1=CC2(SC(C(=O)OC)=C(C(=O)OC)S2)C2=C(S1)C(C)(C)Nc1ccc(OCC)cc12, 3-O'-ethyl 4-O,5-O-dimethyl 9'-ethoxy-5',5'-dimethylspiro[1,3-dithiole-2,1'-6H-thiopyrano[2,3-c]quinoline]-3',4,5-tricarboxylate
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O, 4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-[(2,5-diamino-5-oxopentanoyl)amino]-4-oxobutanoic acid
CC1CC2CC(OCc3c(-c4ccccc4OC(F)(F)F)noc3C3CC3)CC1N2c1ncc(C(=O)O)cc1C1CC1, 5-cyclopropyl-6-[3-[[5-cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-1,2-oxazol-4-yl]methoxy]-6-methyl-8-azabicyclo[3.2.1]octan-8-yl]pyridine-3-carboxylic acid
CC(C)(C)Oc1ccc(C(=O)c2c(-c3ccc(OCCN4CCCCC4)cc3)[s+]([O-])c3ccccc23)cc1, [4-[(2-methylpropan-2-yl)oxy]phenyl]-[1-oxo-2-[4-(2-piperidin-1-ylethoxy)phenyl]-1-benzothiophen-3-yl]methanone
CC[C@H](C(=O)Nc1ccc(N2CCCC2)c(S(=O)(=O)NCCc2ccc(OC)c(OC)c2)c1)c1ccccc1, (2S)-N-[3-[2-(3,4-dimethoxyphenyl)ethylsulfamoyl]-4-pyrrolidin-1-ylphenyl]-2-phenylbutanamide
CCC(Sc1cccc(NC(=O)c2ccc(C(=O)O)cc2C(=O)O)c1)C(=O)Nc1nc(-c2ccccc2OC)cs1, 4-[[3-[1-[[4-(2-methoxyphenyl)-1,3-thiazol-2-yl]amino]-1-oxobutan-2-yl]sulfanylphenyl]carbamoyl]benzene-1,3-dicarboxylic acid
CCOc1ccc(NCN2C(=O)[C@H]3[C@@H]4C=C[C@H]([C@H]5C[C@H]45)[C@@H]3C2=O)cc1, (1R,2S,6S,7R,8S,10S)-4-[(4-ethoxyanilino)methyl]-4-azatetracyclo[5.3.2.02,6.08,10]dodec-11-ene-3,5-dione
CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)COP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21, [(2S,3R)-2-amino-3-hydroxyoctadecoxy]-[[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethyl]phosphinic acid
