input,target
c1pcpnp1,"1,2,4,6-azatriphosphinine"
CNC1OC1N,"2-N-methyloxirane-2,3-diamine"
OCCP(O)O,2-hydroxyethylphosphonous acid
CN=NCC=N,2-(methyldiazenyl)ethanimine
NCCOOOCN,2-(aminomethoxyperoxy)ethanamine
Bc1ccco1,furan-2-ylborane
CPCC1CC1,cyclopropylmethyl(methyl)phosphane
FC(F)CSS,"2-(disulfanyl)-1,1-difluoroethane"
CC1OC1ON,O-(3-methyloxiran-2-yl)hydroxylamine
CCON(C)S,N-ethoxy-N-methylthiohydroxylamine
N#CP(O)O,cyanophosphonous acid
CCP1CC1C,1-ethyl-2-methylphosphirane
CSN1CC1C,2-methyl-1-methylsulfanylaziridine
SOC1COC1,3-sulfanyloxyoxetane
CC(N)=NS,"""N-sulfanylethanimidamide"""
C=NCSCCC,N-(propylsulfanylmethyl)methanimine
CCCOPNCC,N-propoxyphosphanylethanamine
C=CCNPCC,N-ethylphosphanylprop-2-en-1-amine
NC(N)NCO,(diaminomethylamino)methanol
NNC(S)CS,"1-hydrazinylethane-1,2-dithiol"
[B]CCC#N,2-cyanoethylboron
C=CNOCCO,2-(ethenylamino)oxyethanol
CCN=NB=S,ethyl(sulfanylideneboranyl)diazene
CNOCCNSC,2-(methylaminooxy)-N-methylsulfanylethanamine
CON=CN=S,"""N-methoxy-N-sulfanylidenemethanimidamide"""
CCOCCOSC,1-ethoxy-2-methylsulfanyloxyethane
CNCC=CCF,4-fluoro-N-methylbut-2-en-1-amine
CCC1OC1S,3-ethyloxirane-2-thiol
CC=NOCCO,2-(ethylideneamino)oxyethanol
CCC=NSCC,N-ethylsulfanylpropan-1-imine
OC(O)CCF,"3-fluoropropane-1,1-diol"
CCNN(C)S,N-(ethylamino)-N-methylthiohydroxylamine
[B][B]CO,hydroxymethyl(λ1-boranyl)boron
CNOC1CN1,N-(aziridin-2-yloxy)methanamine
CNOC(C)O,1-(methylaminooxy)ethanol
CCB(O)OC,ethyl(methoxy)borinic acid
N[B]OC=O,amino(formyloxy)boron
CN(C)NNO,"N-(2,2-dimethylhydrazinyl)hydroxylamine"
O=CCCNCS,3-(sulfanylmethylamino)propanal
CCNN(C)O,N-(ethylamino)-N-methylhydroxylamine
O=NCC=NO,N-(2-nitrosoethylidene)hydroxylamine
CC1CC1NF,N-fluoro-2-methylcyclopropan-1-amine
CCC=NCNC,N-methyl-1-(propylideneamino)methanamine
CN1CCC1F,2-fluoro-1-methylazetidine
CCC(O)NS,1-(sulfanylamino)propan-1-ol
OC1CC1Br,2-bromocyclopropan-1-ol
CNCCCCCF,5-fluoro-N-methylpentan-1-amine
Oc1ooc1O,"dioxete-3,4-diol"
C=[PH+]P,methylidene(phosphanyl)phosphanium
CPN(C)CP,N-methyl-N-methylphosphanyl-1-phosphanylmethanamine
C=CC=CCP,"penta-2,4-dienylphosphane"
FC1CC1SS,1-(disulfanyl)-2-fluorocyclopropane
CC#CCN=O,1-nitrosobut-2-yne
SOCC1CC1,sulfanyloxymethylcyclopropane
CSOC(F)F,difluoro(methylsulfanyloxy)methane
CC(CO)CP,2-methyl-3-phosphanylpropan-1-ol
COB(N)OC,[amino(methoxy)boranyl]oxymethane
COC1NC1C,2-methoxy-3-methylaziridine
CNC1CC1O,2-(methylamino)cyclopropan-1-ol
CC(N)NNO,N-(1-aminoethylamino)hydroxylamine
CCN=CCCN,3-ethyliminopropan-1-amine
CSC1OC1C,2-methyl-3-methylsulfanyloxirane
C#CSC=CC,1-ethynylsulfanylprop-1-ene
CC(O)OCS,1-(sulfanylmethoxy)ethanol
C[B]COCC,ethoxymethyl(methyl)boron
CCNC(N)O,amino(ethylamino)methanol
CC=C=CSC,"1-methylsulfanylbuta-1,2-diene"
CC(N)NCO,(1-aminoethylamino)methanol
N=CCCC=S,4-iminobutanethial
COCN(C)N,1-(methoxymethyl)-1-methylhydrazine
NC1CNSC1,"1,2-thiazolidin-4-amine"
CSCB(O)O,methylsulfanylmethylboronic acid
CC(I)OCO,1-iodoethoxymethanol
CCCCCP=N,imino(pentyl)phosphane
O=C(O)PI,iodophosphanylformic acid
CCNCONCC,N-(ethylaminooxymethyl)ethanamine
PPCC1CC1,cyclopropylmethyl(phosphanyl)phosphane
C#P(F)SC,fluoro-methylidyne-methylsulfanyl-λ5-phosphane
NC(O)CNI,1-amino-2-(iodoamino)ethanol
CON(Cl)I,[chloro(iodo)amino]oxymethane
CNCCCN=N,3-diazenyl-N-methylpropan-1-amine
CCN=CN=P,"""N-ethyl-N-phosphanylidenemethanimidamide"""
CCCNCCOI,2-(propylamino)ethyl hypoiodite
O=C(O)NO,hydroxycarbamic acid
NCCCNC=O,N-(3-aminopropyl)formamide
N#CB(F)F,difluoroboranylformonitrile
N#C[B]Br,bromo(cyano)boron
N#CS[Hg],thiocyanatomercury
Cl[Bi+2],chlorobismuth(2+)
CO[Ge]OC,dimethoxygermanium
Br[Bi+2],bromobismuth(2+)
OCCN[Ge],(2-hydroxyethylamino)germanium
S1S[Ga]1,"1,2,3λ2-dithiagallirane"
CPC(C)Cl,1-chloroethyl(methyl)phosphane
CC1CCCP1,2-methylphospholane
CN(C)PCl,N-chlorophosphanyl-N-methylmethanamine
[2H]C=CC,1-deuterioprop-1-ene
CCCCPCCN,2-butylphosphanylethanamine
ClPCCPCl,chloro(2-chlorophosphanylethyl)phosphane
CPCCCCPC,methyl(4-methylphosphanylbutyl)phosphane
CPCP(C)C,dimethyl(methylphosphanylmethyl)phosphane
C1CPCPC1,"1,3-diphosphinane"
C1PCSCP1,"1,3,5-thiadiphosphinane"
C=CCPC=C,ethenyl(prop-2-enyl)phosphane
Cl[Sn+3],chlorotin(3+)
C[Sn+2]I,iodo(methyl)tin(2+)
I[Sn+2]I,diiodotin(2+)
C1NCSCN1,"1,3,5-thiadiazinane"
C=C(F)CN,2-fluoroprop-2-en-1-amine
NC(=S)CF,2-fluoroethanethioamide
[18F]CCl,chloro(fluoranyl)methane
O[SiH2]O,dihydroxysilane
CPNC(C)C,N-methylphosphanylpropan-2-amine
C1CSOCN1,"1,2,5-oxathiazinane"
CCCCNB=O,N-oxoboranylbutan-1-amine
CN(C)CON,O-[(dimethylamino)methyl]hydroxylamine
IC1CCON1,"3-iodo-1,2-oxazolidine"
SNC1COC1,N-(oxetan-3-yl)thiohydroxylamine
COP(C)OO,hydroperoxy-methoxy-methylphosphane
CCOC#CCF,1-ethoxy-3-fluoroprop-1-yne
CC1COC1P,(3-methyloxetan-2-yl)phosphane
CCCP=NCC,ethylimino(propyl)phosphane
FC=COCCF,1-fluoro-2-(2-fluoroethenoxy)ethane
N=CC(F)F,"2,2-difluoroethanimine"
NOC=CCON,O-(3-aminooxyprop-1-enyl)hydroxylamine
CC1NC1NO,N-(3-methylaziridin-2-yl)hydroxylamine
CCC=NP=O,N-phosphorosopropan-1-imine
S=C1CNC1,azetidine-3-thione
CC=CCPCC,but-2-enyl(ethyl)phosphane
CCCNPP=O,N-phosphorosophosphanylpropan-1-amine
CN=CCCCN,4-methyliminobutan-1-amine
FCN1CCC1,1-(fluoromethyl)azetidine
C1=NCPN1,"2,3-dihydro-1H-1,4,2-diazaphosphole"
C1=CPOC1,"2,5-dihydrooxaphosphole"
b1ccpcc1,"1,4-phosphaborinine"
NC(CO)NO,2-amino-2-(hydroxyamino)ethanol
NC1NNCS1,"1,3,4-thiadiazolidin-2-amine"
[2H]OCCO,2-deuteriooxyethanol
CNON(C)O,N-methyl-N-(methylaminooxy)hydroxylamine
C1COPNN1,"1,3,4,2-oxadiazaphosphinane"
S=CCCCCl,4-chlorobutanethial
SSNC1CC1,N-(disulfanyl)cyclopropanamine
CC(C)OCP,propan-2-yloxymethylphosphane
CC(CO)OP,2-phosphanyloxypropan-1-ol
NNCC(O)S,2-hydrazinyl-1-sulfanylethanol
CCSC=NNC,ethyl N-(methylamino)methanimidothioate
CCN(N)NC,N-amino-N-(methylamino)ethanamine
C1=CPNO1,"2,3-dihydrooxazaphosphole"
CCCCNCNO,N-(butylaminomethyl)hydroxylamine
[B]PCC#C,prop-2-ynylphosphanylboron
C=CC=NCC,N-ethylprop-2-en-1-imine
NN(F)C=O,N-amino-N-fluoroformamide
CCC1CC1P,(2-ethylcyclopropyl)phosphane
S=CCCCCS,5-sulfanylpentanethial
CSOC(C)O,1-methylsulfanyloxyethanol
CON=CCSC,N-methoxy-2-methylsulfanylethanimine
CCN=CC#N,2-ethyliminoacetonitrile
CCC#CP=O,1-phosphorosobut-1-yne
C=CCOOCF,3-(fluoromethylperoxy)prop-1-ene
COC(O)NN,hydrazinyl(methoxy)methanol
CCC#CC=N,pent-2-yn-1-imine
CNCN(C)N,1-[amino(methyl)amino]-N-methylmethanamine
CN=NN=NC,methyl-(methyldiazenyl)diazene
SCC1=CC1,cyclopropen-1-ylmethanethiol
C1C2NN12,"1,2-diazabicyclo[1.1.0]butane"
NN1CCCS1,"1,2-thiazolidin-2-amine"
C=CCC=CF,"1-fluoropenta-1,4-diene"
FC1CC1CS,(2-fluorocyclopropyl)methanethiol
C=CCC=CI,"1-iodopenta-1,4-diene"
C=[P+]=S,methylidene(sulfanylidene)phosphanium
N#CNN=CN,"""N-(cyanoamino)methanimidamide"""
[3H]OC#N,tritio cyanate
C#CCSSCC,3-(ethyldisulfanyl)prop-1-yne
CCCN=CNO,"""N-hydroxy-N-propylmethanimidamide"""
C1=NCPC1,"3,4-dihydro-2H-1,3-azaphosphole"
CC(NF)NF,"""1-N,1-N-difluoroethane-1,1-diamine"""
C=PC1CC1,cyclopropyl(methylidene)phosphane
NC(F)CCO,3-amino-3-fluoropropan-1-ol
Nn1ccnp1,"1,3,2-diazaphosphol-1-amine"
CC=BC=CC,ethylidene(prop-1-enyl)borane
CCN=CCNC,2-ethylimino-N-methylethanamine
O=COCOOO,trioxidanylmethyl formate
[2H]OC#N,deuterio cyanate
C=CN=NON,O-(ethenyldiazenyl)hydroxylamine
CCCCCNNC,1-methyl-2-pentylhydrazine
C#CC(N)O,1-aminoprop-2-yn-1-ol
C=NNC=NC,"""N-methyl-N-(methylideneamino)methanimidamide"""
CC=CSC=N,prop-1-enyl methanimidothioate
CNC1NC1C,"N,3-dimethylaziridin-2-amine"
CNC(C)CP,N-methyl-1-phosphanylpropan-2-amine
NN1SCCS1,"1,3,2-dithiazolidin-2-amine"
CCN=CCCS,3-ethyliminopropane-1-thiol
CC1OC1NO,N-(3-methyloxiran-2-yl)hydroxylamine
C#CC#CCF,"5-fluoropenta-1,3-diyne"
CCC=C=NC,N-methylbut-1-en-1-imine
C#CC=CCF,5-fluoropent-3-en-1-yne
CCC(P)NC,N-methyl-1-phosphanylpropan-1-amine
N#[N+]CO,hydroxymethanediazonium
CC(C)PPN,2-(2-aminodiphosphanyl)propane
NNC1OC1N,3-hydrazinyloxiran-2-amine
CCCCOSCC,1-ethylsulfanyloxybutane
CCPCCC=O,3-ethylphosphanylpropanal
C=CN(C)O,N-ethenyl-N-methylhydroxylamine
CONOCC=O,2-(methoxyamino)oxyacetaldehyde
c1noooo1,tetraoxazine
CCSC=C=S,2-ethylsulfanylethenethione
O=CCNCCF,2-(2-fluoroethylamino)acetaldehyde
[B]N1CC1,aziridin-1-ylboron
CCCN=CSC,methyl N-propylmethanimidothioate
C1#CCSC1,"3,4-didehydro-2,5-dihydrothiophene"
C=CSC=NN,ethenyl N-aminomethanimidothioate
C#[Si]OO,hydroperoxy(methylidyne)silane
C1COSNN1,oxathiadiazinane
C=NC=NCC,"""N-ethyl-N-methylidenemethanimidamide"""
CCC(C)PS,butan-2-ylphosphinothious acid
CNP1CC1C,"N,2-dimethylphosphiran-1-amine"
CCC(C)OS,2-sulfanyloxybutane
C=CN=CON,amino N-ethenylmethanimidate
CN=NN=CN,"""N-(methyldiazenyl)methanimidamide"""
OOC1CNC1,3-hydroperoxyazetidine
COC#CCCF,4-fluoro-1-methoxybut-1-yne
O=CC(F)I,2-fluoro-2-iodoacetaldehyde
CC(N)CPN,1-aminophosphanylpropan-2-amine
OCC(I)OI,(2-hydroxy-1-iodoethyl) hypoiodite
O=COC=CI,2-iodoethenyl formate
C=C(F)SC,1-fluoro-1-methylsulfanylethene
CCSCCC=N,3-ethylsulfanylpropan-1-imine
CN1CNNN1,1-methyltetrazolidine
CC#CNC=O,N-prop-1-ynylformamide
C=CPC=CC,ethenyl(prop-1-enyl)phosphane
CN=CCC=N,"""N-methylpropane-1,3-diimine"""
PPC1=CC1,cyclopropen-1-yl(phosphanyl)phosphane
CC1OOOO1,5-methyltetraoxolane
C=CN1CO1,2-ethenyloxaziridine
CC1CCPC1,3-methylphospholane
C=NC=CSC,N-(2-methylsulfanylethenyl)methanimine
C1=NC=P1,"1,3-azaphosphete"
CC1SSSS1,5-methyltetrathiolane
C=C(F)CS,2-fluoroprop-2-ene-1-thiol
SSSC1CC1,trisulfanylcyclopropane
N#CC(P)P,"2,2-bis(phosphanyl)acetonitrile"
N#CCCN=N,3-diazenylpropanenitrile
NCC1OC1O,3-(aminomethyl)oxiran-2-ol
CSS[Se]C,(methylselanyldisulfanyl)methane
[S-]CCCl,2-chloroethanethiolate
COC(O)CS,1-methoxy-2-sulfanylethanol
CC([O])F,1-fluoro-1-λ1-oxidanylethane
N#CC=NCl,2-chloroiminoacetonitrile
CC(C)[N],2-λ1-azanylpropane
CSCP(C)C,dimethyl(methylsulfanylmethyl)phosphane
C#S[CH2],methyl(methylidyne)-λ4-sulfane
[13CH]=S,(113C)methanethione
FC[I+]CF,bis(fluoromethyl)iodanium
O/N=C\\Cl,(1Z)-N-hydroxymethanimidoyl chloride
CC(C)=PF,fluoro(propan-2-ylidene)phosphane
CC(C)=PO,propan-2-ylidenephosphinous acid
CC(C)=PN,2-aminophosphanylidenepropane
CC(C)=PP,phosphanyl(propan-2-ylidene)phosphane
N=C(N)PF,fluorophosphanylmethanimidamide
N=C(N)PO,carbamimidoylphosphinous acid
N=C(N)PN,aminophosphanylmethanimidamide
N=C(N)PP,diphosphanylmethanimidamide
CN=c1cc1,N-methylcycloprop-2-en-1-imine
C=C[I+]C,ethenyl(methyl)iodanium
C#CN=C=C,N-ethynylethenimine
Bp1cccc1,phosphol-1-ylborane
ONC(F)=S,N-hydroxycarbamothioyl fluoride
OOOC(F)F,difluoro(trioxidanyl)methane
C=C[Se]O,hydroxyselanylethene
C=C[Te]O,hydroxytellanylethene
CC#[N+]F,N-fluoroacetonitrilium
[2H]C[O],deuterio(λ1-oxidanyl)methane
N=C=NC=O,N-(iminomethylidene)formamide
N=C=NC=O,N-(iminomethylidene)formamide
[Se]=CBr,methaneselenoyl bromide
b1cbcbc1,"1,3,5-triborinine"
CC#[GeH],ethylidynegermane
FC#[GeH],fluoromethylidynegermane
CCOCO[O],λ1-oxidanyloxymethoxyethane
B1OC=CO1,"1,3,2-dioxaborole"
CO/C=C/N,(E)-2-methoxyethenamine
NP(N)#CP,(diamino-λ5-phosphanylidyne)-phosphanylmethane
PB(Br)Br,dibromoboranylphosphane
BC(Br)Br,dibromomethylborane
N#P1C#C1,1-azanylidyne-1λ5-phosphacycloprop-2-yne
N=CC(O)O,"2-iminoethane-1,1-diol"
CSCC[S-],2-methylsulfanylethanethiolate
C[AsH]Cl,chloro(methyl)arsane
CC1=NOC1,3-methyl-4H-oxazete
Cc1cc1=S,2-methylcycloprop-2-ene-1-thione
O=c1cc1S,2-sulfanylcycloprop-2-en-1-one
Nc1cc1=S,2-aminocycloprop-2-ene-1-thione
[O]C=CCl,1-chloro-2-λ1-oxidanylethene
[O]C=CCl,1-chloro-2-λ1-oxidanylethene
Fc1cc1=S,2-fluorocycloprop-2-ene-1-thione
CP1NCCN1,"2-methyl-1,3,2-diazaphospholidine"
[O]N=CCl,N-λ1-oxidanylmethanimidoyl chloride
CB[SiH3],methylboranylsilane
[O]N=CCO,2-λ1-oxidanyliminoethanol
C[SiH2-],methylsilanide
C[SiH-]C,dimethylsilanide
Bn1cnnn1,tetrazol-1-ylborane
Bn1ncnn1,tetrazol-2-ylborane
Fn1ncnn1,2-fluorotetrazole
OCPCCPCO,2-(hydroxymethylphosphanyl)ethylphosphanylmethanol
[O]C(O)O,λ1-oxidanylmethanediol
CN[13CH],N-(113C)methylmethanamine
FN=CC=NF,"""N,N-difluoroethane-1,2-diimine"""
[Si]#CBr,bromomethylidynesilicon
C=CN(O)O,"N,N-dihydroxyethenamine"
CC([O])O,1-λ1-oxidanylethanol
C=[Ge]=C,dimethylidenegermane
S/C=C/SS,(E)-2-(disulfanyl)ethenethiol
B=C1C=N1,azirin-2-ylideneborane
[O]OCC=O,2-λ1-oxidanyloxyacetaldehyde
B1B2CB12,"1,2,3-triborabicyclo[1.1.0]butane"
C#C[XeH],ethynyl(hydrido)xenon
O/C=C\\Cl,(Z)-2-chloroethenol
P1B2PB12,"2,4-diphospha-1,3-diborabicyclo[1.1.0]butane"
C#C[KrH],ethynyl(hydrido)krypton
C#[34S+],methylidyne(34S)sulfanium
[O-]CCCl,2-chloroethanolate
CC(=N)SN,amino ethanimidothioate
C=NC=S=O,N-(sulfinylmethyl)methanimine
C=[SiH]N,aminosilylidenemethane
C=[SiH]F,fluoro(methylidene)silane
Cl[GeH2],chloro-λ3-germane
[GeH2]Br,bromo-λ3-germane
CS[GeH3],methylsulfanylgermane
CPP1P=P1,methyl(triphosphiren-1-yl)phosphane
CN=[C]SC,N-methyl-1-methylsulfanylmethanimine
N1NNNNN1,hexazinane
C1=N[N]1,"1λ2,2-diazirine"
C1[N+]N1,1-aza-2-azanyliacyclopropane
[O]C(F)F,difluoro(λ1-oxidanyl)methane
[O]C=CBr,1-bromo-2-λ1-oxidanylethene
CC#P(N)N,(diamino-λ5-phosphanylidyne)ethane
C1=C[P]1,1λ2-phosphirene
C/C=C\\CS,(Z)-but-2-ene-1-thiol
FC#[SiH],fluoromethylidynesilane
C#[Ge]Cl,chloro(methylidyne)germane
FC#[Ge]F,fluoro(fluoromethylidyne)germane
CCSCSSCC,(ethyldisulfanyl)methylsulfanylethane
B1CC=CC1,"2,5-dihydro-1H-borole"
C1#CPNN1,"1,2-diaza-3-phosphacyclopent-4-yne"
