input,target
COC(CN)CO,3-amino-2-methoxypropan-1-ol
Nc1occc1O,2-aminofuran-3-ol
CP(O)OCCN,2-aminoethoxy(methyl)phosphinous acid
CCCCPCCCN,3-butylphosphanylpropan-1-amine
N#COCCCCN,4-aminobutyl cyanate
NCCCCCCNN,6-hydrazinylhexan-1-amine
NCC=C=C=O,"4-aminobuta-1,2-dien-1-one"
NCCCCNCCF,"""N-(2-fluoroethyl)butane-1,4-diamine"""
CCC(N)CCS,3-aminopentane-1-thiol
NCC[35SH],2-aminoethane(35S)thiol
CN=C=NCCl,"""N-(chloromethyl)-N-methylmethanediimine"""
CC#CCOCCl,1-(chloromethoxy)but-2-yne
CC=C=CCCl,"1-chloropenta-2,3-diene"
N#C/C=C\\N,(Z)-3-aminoprop-2-enenitrile
O/N=C\\CCl,(NZ)-N-(2-chloroethylidene)hydroxylamine
CCCOCNC=O,N-(propoxymethyl)formamide
CNCC(F)CO,2-fluoro-3-(methylamino)propan-1-ol
CNC(=S)SS,sulfanyl N-methylcarbamodithioate
C=C=CCNCC,"N-ethylbuta-2,3-dien-1-amine"
CNC(CF)NC,"""2-fluoro-1-N,1-N-dimethylethane-1,1-diamine"""
CC(S)NC=O,N-(1-sulfanylethyl)formamide
O=C(O)NCS,sulfanylmethylcarbamic acid
O=CNCCCCF,N-(4-fluorobutyl)formamide
CNCCCSCCO,2-[3-(methylamino)propylsulfanyl]ethanol
C=CNCNC=C,"""N,N-bis(ethenyl)methanediamine"""
C=C=CCCNC,"N-methylpenta-3,4-dien-1-amine"
OCCSCCCCl,2-(3-chloropropylsulfanyl)ethanol
ClCOC1CC1,chloromethoxycyclopropane
COCOSCCCl,1-chloro-2-(methoxymethoxysulfanyl)ethane
C#CCSCCCl,3-(2-chloroethylsulfanyl)prop-1-yne
O=C(P)CCl,2-chloro-1-phosphanylethanone
CNC=C=C=O,"3-(methylamino)propa-1,2-dien-1-one"
FN(F)CCCl,"2-chloro-N,N-difluoroethanamine"
C[Se]CCCl,1-chloro-2-methylselanylethane
NCCSCCCCl,2-(3-chloropropylsulfanyl)ethanamine
ClCCCSCCl,1-chloro-3-(chloromethylsulfanyl)propane
CSCC#CCCl,1-chloro-4-methylsulfanylbut-2-yne
COP(O)CCl,chloromethyl(methoxy)phosphinous acid
CNC1NCCS1,"N-methyl-1,3-thiazolidin-2-amine"
CCOCOCCCl,1-chloro-2-(ethoxymethoxy)ethane
ClC[Si]Br,bromo(chloromethyl)silicon
CC(CS)CCl,3-chloro-2-methylpropane-1-thiol
ClC[Se]Cl,chloromethyl selenohypochlorite
CN(O)CCCl,N-(2-chloroethyl)-N-methylhydroxylamine
FC(F)SCCl,chloromethylsulfanyl(difluoro)methane
CSC(C)CCl,1-chloro-2-methylsulfanylpropane
CN=CC=CCl,3-chloro-N-methylprop-2-en-1-imine
CC#CCC=NC,N-methylpent-3-yn-1-imine
CN=c1cc1C,"N,2-dimethylcycloprop-2-en-1-imine"
C=CC=NOCC,N-ethoxyprop-2-en-1-imine
CNC1OC1CN,3-(aminomethyl)-N-methyloxiran-2-amine
C=CN(C)SC,N-methyl-N-methylsulfanylethenamine
COOC(=N)N,methoxy carbamimidate
COC1CCNO1,"5-methoxy-1,2-oxazolidine"
CNC1COC1C,"N,2-dimethyloxetan-3-amine"
NC=NOCC=S,"""N-(2-sulfanylideneethoxy)methanimidamide"""
CNC(CO)NN,2-hydrazinyl-2-(methylamino)ethanol
COC1OC1NS,N-(3-methoxyoxiran-2-yl)thiohydroxylamine
CCNC(C)CP,N-ethyl-1-phosphanylpropan-2-amine
CN=C(C)CN,2-methyliminopropan-1-amine
CCSC(N)NC,"""1-ethylsulfanyl-N-methylmethanediamine"""
NC(O)CC=S,3-amino-3-hydroxypropanethial
CCC1OC1NO,N-(3-ethyloxiran-2-yl)hydroxylamine
BrC1CCON1,"3-bromo-1,2-oxazolidine"
OCCCCCNSS,5-(disulfanylamino)pentan-1-ol
COC1CCNN1,3-methoxypyrazolidine
CC=NC=CCl,N-(2-chloroethenyl)ethanimine
OP1NC=CO1,"2-hydroxy-3H-1,3,2-oxazaphosphole"
CCC1CC1NN,(2-ethylcyclopropyl)hydrazine
C=NC(N)CC,1-(methylideneamino)propan-1-amine
CCC#CNC=O,N-but-1-ynylformamide
[2H]N=COO,hydroxy N-deuteriomethanimidate
COCCC(N)N,"3-methoxypropane-1,1-diamine"
CC1(N)NO1,3-methyloxaziridin-3-amine
CC=C(F)OC,1-fluoro-1-methoxyprop-1-ene
CCN=NCCNC,2-(ethyldiazenyl)-N-methylethanamine
SOC1CCOC1,3-sulfanyloxyoxolane
CSNCCOCCO,2-[2-(methylsulfanylamino)ethoxy]ethanol
CNC1CNCO1,"N-methyl-1,3-oxazolidin-5-amine"
SNC1CCOC1,N-(oxolan-3-yl)thiohydroxylamine
CCC1OC1=N,3-ethyloxiran-2-imine
C=C(C)ONC,N-prop-1-en-2-yloxymethanamine
ClC1CNSC1,"4-chloro-1,2-thiazolidine"
SCNC1COC1,(oxetan-3-ylamino)methanethiol
C#CC#COCC,"1-ethoxybuta-1,3-diyne"
C=C/C=N/N,(E)-prop-2-enylidenehydrazine
CNC[SiH3],N-methyl-1-silylmethanamine
CCC(C)=PC,butan-2-ylidene(methyl)phosphane
BrC1CNOC1,"4-bromo-1,2-oxazolidine"
CC=CCN=CC,N-but-2-enylethanimine
COC1OC1Cl,2-chloro-3-methoxyoxirane
CSn1cnnc1,"4-methylsulfanyl-1,2,4-triazole"
CCCOOOOOC,1-methoxyperoxyperoxypropane
CC=CN=COC,methyl N-prop-1-enylmethanimidate
CN(CCO)NO,2-[(hydroxyamino)-methylamino]ethanol
C[P+]#P=O,methyl-(oxo-λ5-phosphanylidyne)phosphanium
CCNC1CCO1,N-ethyloxetan-2-amine
C#CCC(N)N,"but-3-yne-1,1-diamine"
CCB(C)CNO,N-[[ethyl(methyl)boranyl]methyl]hydroxylamine
NC(C=S)CP,2-amino-3-phosphanylpropanethial
NC(C=S)CS,2-amino-3-sulfanylpropanethial
NCNCC1CC1,"""N-(cyclopropylmethyl)methanediamine"""
SSC1CCOC1,3-(disulfanyl)oxolane
CO[SiH]=N,imino(methoxy)silane
Cc1ccnn1F,1-fluoro-5-methylpyrazole
CSC1OCCO1,"2-methylsulfanyl-1,3-dioxolane"
CONN1CCC1,N-methoxyazetidin-1-amine
CSc1ncon1,"3-methylsulfanyl-1,2,4-oxadiazole"
CNC1C=CC1,N-methylcyclobut-2-en-1-amine
B#CC(C)CC,2-methylbutylidyneborane
CNC1CC1=S,2-(methylamino)cyclopropane-1-thione
COC1CCON1,"3-methoxy-1,2-oxazolidine"
C=NC=NCNC,"""N-(methylaminomethyl)-N-methylidenemethanimidamide"""
ClC1CCNS1,"5-chloro-1,2-thiazolidine"
CON(C)CCF,2-fluoro-N-methoxy-N-methylethanamine
O=S=C=NCl,N-chloro-1-sulfinylmethanimine
N=CC=CN=N,3-diazenylprop-2-en-1-imine
COC1CNSC1,"4-methoxy-1,2-thiazolidine"
O=COCC=CF,3-fluoroprop-2-enyl formate
CC=COCCNC,N-methyl-2-prop-1-enoxyethanamine
SNc1ncco1,"N-(1,3-oxazol-2-yl)thiohydroxylamine"
COC1CCNS1,"5-methoxy-1,2-thiazolidine"
CC1CCC1CS,(2-methylcyclobutyl)methanethiol
[3H]NCC=O,2-(tritioamino)acetaldehyde
ClC1CNOC1,"4-chloro-1,2-oxazolidine"
COC1CSCN1,"4-methoxy-1,3-thiazolidine"
C=C(CC)PC,but-1-en-2-yl(methyl)phosphane
CC=NCCCBr,N-(3-bromopropyl)ethanimine
BrC1CNSC1,"4-bromo-1,2-thiazolidine"
CC(C)=NON,O-(propan-2-ylideneamino)hydroxylamine
C[SiH2]NO,N-methylsilylhydroxylamine
CCC(NC)NO,N-[1-(methylamino)propyl]hydroxylamine
NCCC[B]PI,3-aminopropyl(iodophosphanyl)boron
CC=CCN=CN,"""N-but-2-enylmethanimidamide"""
OPN1CCCC1,pyrrolidin-1-ylphosphinous acid
OCO[SiH3],silyloxymethanol
CC[SiH2]O,ethyl(hydroxy)silane
CN=CCCN=N,3-diazenyl-N-methylpropan-1-imine
CCOCP(C)C,ethoxymethyl(dimethyl)phosphane
CSNCC(C)O,1-(methylsulfanylamino)propan-2-ol
CCB1C=CC1,1-ethyl-2H-borete
CN1CC=NS1,"2-methyl-3H-1,2,5-thiadiazole"
COC1COCN1,"4-methoxy-1,3-oxazolidine"
NC1C=NSC1,"4,5-dihydro-1,2-thiazol-4-amine"
PC1CCCCN1,piperidin-2-ylphosphane
CO[SiH2]S,methoxy(sulfanyl)silane
C=C1NOCO1,"3-methylidene-1,4,2-dioxazolidine"
NN1CCCOC1,"1,3-oxazinan-3-amine"
CC=CC=NSC,N-methylsulfanylbut-2-en-1-imine
COCC(O)NN,1-hydrazinyl-2-methoxyethanol
CO[B]OCCO,2-hydroxyethoxy(methoxy)boron
C=CNONC=C,N-(ethenylamino)oxyethenamine
COC1COC1C,3-methoxy-2-methyloxetane
CCCCNCNNC,N-[(2-methylhydrazinyl)methyl]butan-1-amine
ClC1CCNN1,3-chloropyrazolidine
CNS(=N)OC,N-(methoxysulfinimidoyl)methanamine
CCCN(C)CI,N-(iodomethyl)-N-methylpropan-1-amine
CN(C=S)CO,N-(hydroxymethyl)-N-methylmethanethioamide
CN(S)N=NN,N-(aminodiazenyl)-N-methylthiohydroxylamine
OSCC1CCC1,hydroxysulfanylmethylcyclobutane
CCOC(C)CF,2-ethoxy-1-fluoropropane
CS1=CCCC1,"1-methyl-3,4-dihydro-2H-thiophene"
C=S=CCCCS,4-(methylidene-λ4-sulfanylidene)butane-1-thiol
[BH3-]CCC,propylboranuide
NCCOOCC=O,2-(2-aminoethylperoxy)acetaldehyde
COCC(C)OS,1-methoxy-2-sulfanyloxypropane
O=CC[SiH],2-oxoethyl-λ2-silane
C=NC(O)OC,methoxy-(methylideneamino)methanol
ClC1CNCO1,"5-chloro-1,3-oxazolidine"
N=S1CCOC1,"3-imino-1,3-oxathiolane"
CSC=C(F)F,"1,1-difluoro-2-methylsulfanylethene"
[B]CC=CCO,4-hydroxybut-2-enylboron
NN=C(N)ON,"""amino N-aminocarbamimidate"""
BrC1CNCO1,"5-bromo-1,3-oxazolidine"
CSCCOCSCO,2-methylsulfanylethoxymethylsulfanylmethanol
FC1=CCNO1,"5-fluoro-2,3-dihydro-1,2-oxazole"
C=S1CCNC1,"1-methylidene-1,3-thiazolidine"
CC=S(C)CC,ethyl-ethylidene-methyl-λ4-sulfane
NOCC1OC1O,3-(aminooxymethyl)oxiran-2-ol
C[B]NCCCC,butylamino(methyl)boron
NC(N)(N)P,phosphanylmethanetriamine
CPC(C)C=O,2-methylphosphanylpropanal
C=NC1CCC1,N-cyclobutylmethanimine
[SiH3]CCS,2-silylethanethiol
CN=CNC=NC,"""N-methyl-N-(methyliminomethyl)methanimidamide"""
CNC1CCN1C,"N,1-dimethylazetidin-2-amine"
CC=S1CC1C,1-ethylidene-2-methylthiirane
CNC(C)C=N,1-imino-N-methylpropan-2-amine
C#CCC=NCC,N-ethylbut-3-yn-1-imine
CNCC1C=C1,1-cycloprop-2-en-1-yl-N-methylmethanamine
CNNN1CCC1,1-(azetidin-1-yl)-2-methylhydrazine
CC#CN(C)N,1-methyl-1-prop-1-ynylhydrazine
CCCCSSCCS,2-(butyldisulfanyl)ethanethiol
CCN(C)NNC,[methyl-(2-methylhydrazinyl)amino]ethane
CC1NC1CCO,2-(3-methylaziridin-2-yl)ethanol
CC(C)PCNN,propan-2-ylphosphanylmethylhydrazine
CC1NCCN1O,1-hydroxy-2-methylimidazolidine
C=CN(C)CN,"""N-ethenyl-N-methylmethanediamine"""
CNCC1=CC1,1-(cyclopropen-1-yl)-N-methylmethanamine
C=CCNCC=N,N-(2-iminoethyl)prop-2-en-1-amine
N#CC=CCCN,5-aminopent-2-enenitrile
N=C(Cl)CN,2-aminoethanimidoyl chloride
CNB(CN)CN,[aminomethyl(methylamino)boranyl]methanamine
C=CSCC=NC,2-ethenylsulfanyl-N-methylethanimine
B1=CCC=C1,3H-borole
CC(=CF)CF,"1,3-difluoro-2-methylprop-1-ene"
C[B]CCOCC,2-ethoxyethyl(methyl)boron
C[SiH2]OO,hydroperoxy(methyl)silane
C#SC(C)CC,butan-2-yl(methylidyne)-λ4-sulfane
CCN1C#CC1,1-ethyl-1-azacyclobut-3-yne
C=CN=C=CC,N-ethenylprop-1-en-1-imine
OC[SiH2]O,hydroxysilylmethanol
CCC1CSC1C,3-ethyl-2-methylthietane
C/C=C\\OOC,(Z)-1-methylperoxyprop-1-ene
CCCCCC#CF,1-fluorohept-1-yne
BrC1CCSN1,"3-bromo-1,2-thiazolidine"
CON1CCOC1,"3-methoxy-1,3-oxazolidine"
ClC1CSCN1,"4-chloro-1,3-thiazolidine"
CC(P)CC=O,3-phosphanylbutanal
SSc1ncon1,"3-(disulfanyl)-1,2,4-oxadiazole"
COC(=O)OS,methyl sulfanyl carbonate
CCC(F)=NC,N-methylpropanimidoyl fluoride
C[B]OCC=O,methyl(2-oxoethoxy)boron
CCSC(S)OC,ethylsulfanyl(methoxy)methanethiol
CSC1OCCS1,"2-methylsulfanyl-1,3-oxathiolane"
N=CC=NN=N,"""N-diazenylethane-1,2-diimine"""
OCC1NC1CO,[3-(hydroxymethyl)aziridin-2-yl]methanol
C=CON=CCC,N-ethenoxypropan-1-imine
[B]NCN[B],[(λ1-boranylamino)methylamino]boron
CC(C=S)CO,3-hydroxy-2-methylpropanethial
C=NC=CSCC,N-(2-ethylsulfanylethenyl)methanimine
CO[SiH]OC,dimethoxy-λ3-silane
CN1CNCCN1,"2-methyl-1,2,4-triazinane"
CCC(CC)PC,methyl(pentan-3-yl)phosphane
CC(C=N)CN,3-imino-2-methylpropan-1-amine
COCn1cco1,2-(methoxymethyl)oxazete
CCCN(C)SO,N-hydroxysulfanyl-N-methylpropan-1-amine
CC1NNNN1C,"1,5-dimethyltetrazolidine"
CC#SC(C)O,1-(ethylidyne-λ4-sulfanyl)ethanol
CCC(F)=NF,N-fluoropropanimidoyl fluoride
FC1CC=CC1,4-fluorocyclopentene
BrC1CCNS1,"5-bromo-1,2-thiazolidine"
CCCC1CB1C,1-methyl-2-propylborirane
N#CCB(N)N,2-diaminoboranylacetonitrile
[SiH3]OCS,silyloxymethanethiol
CC1COCC1F,3-fluoro-4-methyloxolane
N=CN=CN=N,"""N-imino-N-methanimidoylmethanimidamide"""
CSCC(F)=S,2-methylsulfanylethanethioyl fluoride
CCN=C(C)F,N-ethylethanimidoyl fluoride
CCC1=CN1C,2-ethyl-1-methylazirine
C=PC(C)CC,butan-2-yl(methylidene)phosphane
CSCC1OC1C,2-methyl-3-(methylsulfanylmethyl)oxirane
CSC1CCC1C,1-methyl-2-methylsulfanylcyclobutane
NCCN=CC=O,2-(2-aminoethylimino)acetaldehyde
CCONC(C)O,1-(ethoxyamino)ethanol
N#[N+]CCN,2-aminoethanediazonium
CNC(C)NCN,"""1-N-(aminomethyl)-1-N-methylethane-1,1-diamine"""
CNCCC1CO1,N-methyl-2-(oxiran-2-yl)ethanamine
C1CNNNSC1,thiatriazepane
C=CC1OC1N,3-ethenyloxiran-2-amine
CC=CN(C)N,1-methyl-1-prop-1-enylhydrazine
COC1NCCN1,2-methoxyimidazolidine
CCNN(C)CS,[ethylamino(methyl)amino]methanethiol
N#[N+]CCS,2-sulfanylethanediazonium
CC=CON=CC,N-prop-1-enoxyethanimine
[3H]C(N)P,phosphanyl(tritio)methanamine
COCCCCNCN,"""N-(4-methoxybutyl)methanediamine"""
CC(F)=CCN,3-fluorobut-2-en-1-amine
SOC1CCNC1,3-sulfanyloxypyrrolidine
CCC1NC1CO,(3-ethylaziridin-2-yl)methanol
[B]CCCC=C,pent-4-enylboron
CC=P#CCCC,butylidyne(ethylidene)-λ5-phosphane
Bc1ccncc1,pyridin-4-ylborane
CCCSCCC=N,3-propylsulfanylpropan-1-imine
ClC1CCSN1,"3-chloro-1,2-thiazolidine"
COO[SiH3],methylperoxysilane
COCCOCCOS,1-methoxy-2-(2-sulfanyloxyethoxy)ethane
CC(N)[B]F,1-aminoethyl(fluoro)boron
CN(S)CC=O,2-[methyl(sulfanyl)amino]acetaldehyde
CN(S)CC=O,2-[methyl(sulfanyl)amino]acetaldehyde
CC(F)N=CN,"""N-(1-fluoroethyl)methanimidamide"""
CCCNN1CC1,N-propylaziridin-1-amine
N=CC(F)CN,2-fluoro-3-iminopropan-1-amine
N=CC=CCCN,5-iminopent-3-en-1-amine
N=CCC1CC1,2-cyclopropylethanimine
CNC1C=C1C,"N,2-dimethylcycloprop-2-en-1-amine"
CC(C)PCCO,2-propan-2-ylphosphanylethanol
CCCC1CCP1,2-propylphosphetane
[B]PC1CC1,cyclopropylphosphanylboron
[B]CCCCOC,4-methoxybutylboron
CCCN1CC1O,1-propylaziridin-2-ol
CCNC(N)NC,"N""-ethyl-N\-methylmethanetriamine"
CCPN(C)NC,"1-ethylphosphanyl-1,2-dimethylhydrazine"
[2H]CCOCC,1-deuterio-2-ethoxyethane
CN1N=NCN1,"2-methyl-1,5-dihydrotetrazole"
CCCOCCC=N,3-propoxypropan-1-imine
COCNB(C)O,N-(methoxymethyl)-methylboronamidic acid
CCCC=CC=P,hex-2-enylidenephosphane
C=CNSNC=C,N-(ethenylamino)sulfanylethenamine
C#SCC(C)C,methylidyne(2-methylpropyl)-λ4-sulfane
[SiH3]C=S,silylmethanethial
CC(O)CCNS,4-(sulfanylamino)butan-2-ol
C=CC1OC1O,3-ethenyloxiran-2-ol
CNC(CF)OC,2-fluoro-1-methoxy-N-methylethanamine
C=NC(N)CN,"1-(methylideneamino)ethane-1,2-diamine"
CO[SiH2]O,hydroxy(methoxy)silane
C=NC=CC=N,"""N-methylideneprop-2-ene-1,3-diimine"""
NC1=NSNC1,"2,3-dihydro-1,2,5-thiadiazol-4-amine"
CN=CC(F)F,"2,2-difluoro-N-methylethanimine"
C1C[SiH]1,1λ3-silirane
CC1OC1CCN,2-(3-methyloxiran-2-yl)ethanamine
NCO[SiH3],silyloxymethanamine
CCNC1OC1N,"2-N-ethyloxirane-2,3-diamine"
IC1=CNOC1,"4-iodo-2,5-dihydro-1,2-oxazole"
CCCN=CC=S,2-propyliminoethanethial
NC(CF)=NS,"""2-fluoro-N-sulfanylethanimidamide"""
OC1ONOC1O,"1,3,2-dioxazolidine-4,5-diol"
[3H]P(C)P,methyl-phosphanyl-tritiophosphane
CC1NCC1NN,(2-methylazetidin-3-yl)hydrazine
CN(C)CCNS,N-[2-(dimethylamino)ethyl]thiohydroxylamine
C1=S=CSN1,"1,4λ4-dithia-2-azacyclopenta-3,4-diene"
NN=C(N)NP,2-amino-1-phosphanylguanidine
FCOC1CCC1,fluoromethoxycyclobutane
CCSC=CCNC,3-ethylsulfanyl-N-methylprop-2-en-1-amine
OCCNCCONO,2-[2-(hydroxyamino)oxyethylamino]ethanol
[2H]CSSCO,(deuteriomethyldisulfanyl)methanol
CCCC=NCCl,N-(chloromethyl)butan-1-imine
CC1CCN1NO,N-(2-methylazetidin-1-yl)hydroxylamine
C=C1CSCO1,"5-methylidene-1,3-oxathiolane"
Bc1cncnc1,pyrimidin-5-ylborane
C=PC(C)CO,2-methylidenephosphanylpropan-1-ol
CCOCCNCCl,N-(chloromethyl)-2-ethoxyethanamine
CCCCC=NSC,N-methylsulfanylpentan-1-imine
C=CC=NONC,N-(prop-2-enylideneamino)oxymethanamine
CNCC=CCCl,4-chloro-N-methylbut-2-en-1-amine
CCOC1OC1N,3-ethoxyoxiran-2-amine
OCCN(O)CF,2-[fluoromethyl(hydroxy)amino]ethanol
C#SC1CCC1,cyclobutyl(methylidyne)-λ4-sulfane
CC=BC(C)C,ethylidene(propan-2-yl)borane
CC1COCN1S,"4-methyl-3-sulfanyl-1,3-oxazolidine"
OC1(O)OS1,"oxathiirane-3,3-diol"
CC=C(C)CP,2-methylbut-2-enylphosphane
N#CON=C=O,isocyanato cyanate
SOCC1CCC1,sulfanyloxymethylcyclobutane
CC(=N)CSN,S-(2-iminopropyl)thiohydroxylamine
FC(C=S)SS,2-(disulfanyl)-2-fluoroethanethial
CSOC1CNC1,3-methylsulfanyloxyazetidine
C=C[SiH2],ethenyl-λ3-silane
CCOCC=COC,3-ethoxy-1-methoxyprop-1-ene
C=CC=C=NC,"N-methylbuta-1,3-dien-1-imine"
CC(S)NCCO,2-(1-sulfanylethylamino)ethanol
C[SiH2]CS,methylsilylmethanethiol
C=BCCC=CC,methylidene(pent-3-enyl)borane
SSc1conn1,4-(disulfanyl)oxadiazole
C=NC1CC1C,N-(2-methylcyclopropyl)methanimine
CCCC=CCNO,N-hex-2-enylhydroxylamine
Cc1ncnn1S,"5-methyl-1-sulfanyl-1,2,4-triazole"
CON=CCC=O,3-methoxyiminopropanal
CC=[SiH]C,ethylidene(methyl)silane
COSCC(C)C,1-methoxysulfanyl-2-methylpropane
NC1N=CON1,"2,3-dihydro-1,2,4-oxadiazol-3-amine"
CNO[SiH3],N-silyloxymethanamine
CCN(NC)OC,1-ethyl-1-methoxy-2-methylhydrazine
CSOC1CCC1,methylsulfanyloxycyclobutane
CN1CN=CO1,"2-methyl-3H-1,2,4-oxadiazole"
CC=CSN=CN,"""N-prop-1-enylsulfanylmethanimidamide"""
Nc1ncnnn1,"1,2,3,5-tetrazin-4-amine"
CC=C(C)CF,1-fluoro-2-methylbut-2-ene
CCC=NCCOC,N-(2-methoxyethyl)propan-1-imine
CCCC#CC=N,hex-2-yn-1-imine
CC(=O)CNF,1-(fluoroamino)propan-2-one
CNNNC(C)N,1-[2-(methylamino)hydrazinyl]ethanamine
C=C(C)CNO,N-(2-methylprop-2-enyl)hydroxylamine
OCCN1CSC1,"2-(1,3-thiazetidin-3-yl)ethanol"
CCN=CCSCC,N-ethyl-2-ethylsulfanylethanimine
CCC(C)NSC,N-methylsulfanylbutan-2-amine
CN=C(C)SS,sulfanyl N-methylethanimidothioate
CCCB(O)ON,aminooxy(propyl)borinic acid
CC1NNCC1N,3-methylpyrazolidin-4-amine
Cc1cccn1I,1-iodo-2-methylpyrrole
CC1OCC1=S,2-methyloxetane-3-thione
[B]C(=C)P,1-phosphanylethenylboron
CN(N)CC#N,2-[amino(methyl)amino]acetonitrile
CCCNC(C)P,N-(1-phosphanylethyl)propan-1-amine
CSN1CCOC1,"3-methylsulfanyl-1,3-oxazolidine"
FC1=BC=C1,2-fluoroborete
Brc1cnon1,"3-bromo-1,2,5-oxadiazole"
CCC=S(C)C,dimethyl(propylidene)-λ4-sulfane
FC1C=CSC1,"3-fluoro-2,3-dihydrothiophene"
NC1N=CSN1,"2,3-dihydro-1,2,4-thiadiazol-3-amine"
CC=BC1CC1,cyclopropyl(ethylidene)borane
CCN(O)ONC,N-ethyl-N-(methylaminooxy)hydroxylamine
C=NN1CCC1,N-(azetidin-1-yl)methanimine
C#CCC1CS1,2-prop-2-ynylthiirane
NNC[SiH3],silylmethylhydrazine
CON=NOCCl,chloromethoxy(methoxy)diazene
CC=CN=CNN,"""N-amino-N-prop-1-enylmethanimidamide"""
[SiH3]CCP,2-silylethylphosphane
CC/C=N\\NO,N-[(Z)-propylideneamino]hydroxylamine
CCPC(C)NC,1-ethylphosphanyl-N-methylethanamine
CCC1CC=N1,"2-ethyl-2,3-dihydroazete"
S=C(CS)CS,"1,3-bis(sulfanyl)propane-2-thione"
CCNCCOCCP,N-ethyl-2-(2-phosphanylethoxy)ethanamine
CNOC1OC1C,N-(3-methyloxiran-2-yl)oxymethanamine
CC=[PH+]P,ethylidene(phosphanyl)phosphanium
CCSCC=CCO,4-ethylsulfanylbut-2-en-1-ol
CC=C1CCP1,2-ethylidenephosphetane
FC1CCCNS1,6-fluorothiazinane
CCCC(C)OS,2-sulfanyloxypentane
C1CNSSSC1,trithiazepane
C=P1=PC1C,"3-methyl-1-methylidene-1λ5,2-diphosphacyclopropene"
CCPCPPCPC,ethyl-[[2-(methylphosphanylmethyl)diphosphanyl]methyl]phosphane
C#COCOCOC,methoxymethoxymethoxyethyne
CCC#P=C=P,phosphanylidenemethylidene(propylidyne)-λ5-phosphane
CN/C=C/CI,(E)-3-iodo-N-methylprop-1-en-1-amine
CN[P+]#CI,iodomethylidyne(methylamino)phosphanium
NC(=NP)NP,"1,2-bis(phosphanyl)guanidine"
CC1CCCN1F,1-fluoro-2-methylpyrrolidine
CCCC(N)CI,1-iodopentan-2-amine
P=PCC1CC1,cyclopropylmethyl(phosphanylidene)phosphane
Cc1nccn1I,1-iodo-2-methylimidazole
