input,target
CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CC(C)C)C(=O)N(C)CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CO)C(=O)NC(C(c2ccccc2)c2ccccc2)C(=O)N1C,"(3S,6S,9S,15R,18S,21S,24S,30S,33S,39S,42S,45S)-N,3-bis(2-amino-2-oxoethyl)-27-benzhydryl-9-benzyl-21,24-dibutyl-18-(3-carbamimidamidopropyl)-30-(hydroxymethyl)-42-(1H-imidazol-5-ylmethyl)-33-(1H-indol-3-ylmethyl)-6,7,22,25,37-pentamethyl-39-(2-methylpropyl)-2,5,8,11,17,20,23,26,29,32,35,38,41,44-tetradecaoxo-13-thia-1,4,7,10,16,19,22,25,28,31,34,37,40,43-tetradecazabicyclo[43.3.0]octatetracontane-15-carboxamide"
CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CN)C(=O)N[C@@H](CC(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCN)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1C,"(3S,6S,9S,15S,18S,21S,27R,30S,33S,36S,39S,42S,45S,48S,50R)-15,30,42-tris(2-aminoethyl)-6-(aminomethyl)-N-(2-amino-2-oxoethyl)-33,36-dibutyl-50-hydroxy-21-[(4-hydroxyphenyl)methyl]-39,45-bis(1H-indol-3-ylmethyl)-18,19,34,37-tetramethyl-3-(2-methylpropyl)-2,5,8,14,17,20,23,29,32,35,38,41,44,47-tetradecaoxo-25-thia-1,4,7,13,16,19,22,28,31,34,37,40,43,46-tetradecazatricyclo[46.3.0.09,13]henpentacontane-27-carboxamide"
COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCSSC(C)(C)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc3ccccc3)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(N)=O)[C@]1(C)OC1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\\C)C2,"[(1S,2R,5S,6S,16E,18E,20R,21S)-11-chloro-21-hydroxy-12,20-dimethoxy-2,5,9,16-tetramethyl-8,23-dioxo-4,24-dioxa-9,22-diazatetracyclo[19.3.1.110,14.03,5]hexacosa-10,12,14(26),16,18-pentaen-6-yl] (2S)-2-[3-[[(3R)-4-amino-3-[[(4R,7S,10S,13R,16S,19R)-10-(4-aminobutyl)-19-[[(2R)-2-amino-3-phenylpropanoyl]amino]-7-[(1R)-1-hydroxyethyl]-16-[(4-hydroxyphenyl)methyl]-13-(1H-indol-3-ylmethyl)-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]amino]-2-methyl-4-oxobutan-2-yl]disulfanyl]propanoyl-methylamino]propanoate"
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc6c(c5)c5cc(-c7ccc8c(c7)c7ccccc7n8-c7ccc8c(c7)C(C)(C)c7ccccc7-8)ccc5n6-c5cc(-c6nc(-c7ccccc7)nc7c6-c6cccc8cccc-7c68)cc(-n6c7ccc(-c8ccc9c(c8)c8ccccc8n9-c8ccc9c(c8)C(C)(C)c8ccccc8-9)cc7c7cc(-c8ccc9c(c8)c8ccccc8n9-c8ccc9c(c8)C(C)(C)c8ccccc8-9)ccc76)c5)ccc43)cc21,"14-[3,5-bis[3,6-bis[9-(9,9-dimethylfluoren-2-yl)carbazol-3-yl]carbazol-9-yl]phenyl]-12-phenyl-11,13-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-1,3,5(16),6,8,10(15),11,13-octaene"
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,"(4S)-4-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-acetamido-3-hydroxybutanoyl]amino]-3-methylbutanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-4-carboxybutanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-amino-3-methyl-1-oxobutan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid"
CCCCCCCCOc1ccc(CNCC(=O)N[C@@]2(C)C[C@H](O[C@H]3[C@H](Oc4c5cc6cc4Oc4ccc(cc4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]6C(=O)N[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)NCCCN(C)C)c6cc(O)cc(O)c6-c6cc4ccc6O)[C@H](O)c4ccc(c(Cl)c4)O5)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@@H](C)[C@H]2O)cc1,"(1S,2R,18R,19R,22S,25R,28R,40S)-22-(2-amino-2-oxoethyl)-5,15-dichloro-48-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2S,4S,5S,6S)-5-hydroxy-4,6-dimethyl-4-[[2-[(4-octoxyphenyl)methylamino]acetyl]amino]oxan-2-yl]oxy-6-(hydroxymethyl)oxan-2-yl]oxy-N-[3-(dimethylamino)propyl]-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxamide"
C1CSCCSC[C@@H]2OC[C@@H]3O[C@H](CSCCSCCSCCSC[C@@H]4OC[C@@H]5O[C@H](CSCCSCCSCCSC[C@@H]6OC[C@@H]7O[C@H](CSCCSCCSCCSC[C@@H]8OC[C@@H]9O[C@H](CSCCSCCSCCSC[C@@H]%10OC[C@@H]%11O[C@H](CSCCSCCSCCSC[C@@H]%12OC[C@@H]%13O[C@H](CSCCS1)OC[C@@H]%13O%12)OC[C@@H]%11O%10)OC[C@@H]9O8)OC[C@@H]7O6)OC[C@@H]5O4)OC[C@@H]3O2,"(aS,1S,1aS,4R,4aR,17R,17aR,20S,20aS,21S,24R,37R,40S,41S,44R,57R,60S,61S,64R,77R,80S,81S,84R,97R)-3,3a,18,18a,21a,22a,23,23a,24a,25a,26a,27a,28a,29a,30a,31a,32a,38,43,58,63,78,83,98-tetracosaoxa-6,6a,9,9a,12,12a,15,15a,26,29,32,35,46,49,52,55,66,69,72,75,86,89,92,95-tetracosathiatridecacyclo[115.3.1.14,120.117,21.120,24.137,41.140,44.157,61.160,64.177,81.180,84.197,101.1100,104]dotriacontahectane"
CCCCCCCCOc1ccc(CN[C@@H](C)C(=O)N[C@@]2(C)C[C@H](O[C@H]3[C@H](Oc4c5cc6cc4Oc4ccc(cc4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]6C(=O)N[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c6cc(O)cc(O)c6-c6cc4ccc6O)[C@H](O)c4ccc(c(Cl)c4)O5)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@@H](C)[C@H]2O)cc1,"(1S,2R,18R,19R,22S,25R,28R,40S)-22-(2-amino-2-oxoethyl)-5,15-dichloro-48-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2S,4S,5S,6S)-5-hydroxy-4,6-dimethyl-4-[[(2S)-2-[(4-octoxyphenyl)methylamino]propanoyl]amino]oxan-2-yl]oxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxylic acid"
CC[N+](C)(C)OC[C@H]1O[C@@H]2O[C@H]3[C@@H](O)[C@@H](O)[C@@H](O[C@H]4[C@@H](O)[C@@H](O)[C@@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)O[C@@H]4CO)O[C@@H]3CO,"ethyl-dimethyl-[[(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36S,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48S,49R)-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecahydroxy-5,15,20,25,30,35-hexakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontan-10-yl]methoxy]azanium"
O=C1COC(=O)[C@H]2O[C@@H]3O[C@H]4[C@@H](O)[C@@H](O)[C@@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@H](O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]2[C@H](O)[C@H]3O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)C(=O)OC1)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)O[C@@H]4CO,"(1S,3S,4R,6R,8S,9R,11R,13S,14R,16R,18S,19R,20R,21S,23S,24R,26R,28S,29R,31R,33S,34R,35R,37S,45S,47R,48R,49R,50R,51R,52R,53R,54R,55R,56S)-19,20,34,35,47,48,49,50,51,52,53,54,55,56-tetradecahydroxy-4,9,14,24,29-pentakis(hydroxymethyl)-2,5,7,10,12,15,17,22,25,27,30,32,36,39,43,46-hexadecaoxanonacyclo[19.14.11.23,6.28,11.213,16.223,26.228,31.018,45.033,37]hexapentacontane-38,41,44-trione"
CCCC(=O)[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](C(=O)CCC)O[C@H](O[C@H]7[C@@H](O)[C@@H](O)[C@@H](O[C@H]8[C@@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,"1-[(1S,3R,5R,6S,8S,10S,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28S,30S,31S,33R,35R,36S,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48S,49R)-30-butanoyl-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecahydroxy-5,15,20,25,35-pentakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontan-10-yl]butan-1-one"
O=C1CCC(=O)N1C[C@H]1O[C@@H]2O[C@H]3[C@@H](O)[C@@H](O)[C@@H](O[C@H]4[C@@H](O)[C@@H](O)[C@@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)O[C@@H]4CO)O[C@@H]3CO,"1-[[(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36S,37R,38S,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecahydroxy-10,15,20,25,30,35-hexakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontan-5-yl]methyl]pyrrolidine-2,5-dione"
