input,target
NONCCO,2-(aminooxyamino)ethanol
CC=CPC,methyl(prop-1-enyl)phosphane
N=NCCN,2-diazenylethanamine
C=PC=N,methylidenephosphanylmethanimine
CNCC=S,2-(methylamino)ethanethial
C=CSOC,methoxysulfanylethene
SCC=CI,3-iodoprop-2-ene-1-thiol
P=CP=S,thiophosphorosomethylidenephosphane
C1OOP1,dioxaphosphetane
CCCOPN,1-aminophosphanyloxypropane
N=NCCl,chloromethyldiazene
CNCOCN,methylaminomethoxymethanamine
NC1NS1,thiaziridin-3-amine
C=COSN,S-ethenoxythiohydroxylamine
O=NC=S,N-oxomethanethioamide
FC=CCS,3-fluoroprop-2-ene-1-thiol
NNNC=S,N-hydrazinylmethanethioamide
C1#SS1,"1,2λ4-dithiacycloprop-2-yne"
BN=C=C,N-boranylethenimine
CS[S-],sulfidosulfanylmethane
F[XeH],fluoro(hydrido)xenon
OCCPCl,2-chlorophosphanylethanol
NCCPCl,2-chlorophosphanylethanamine
COC#CI,1-iodo-2-methoxyethyne
COC#CF,1-fluoro-2-methoxyethyne
[O]NCO,(λ1-oxidanylamino)methanol
[O-]CF,fluoromethanolate
PB(I)I,diiodoboranylphosphane
BN=C=N,"""N-boranylmethanediimine"""
FN=CCl,N-fluoromethanimidoyl chloride
N=[C]F,fluoromethanimine
[O]COO,hydroperoxy(λ1-oxidanyl)methane
[N]=CF,fluoro(λ2-azanylidene)methane
FC1CP1,2-fluorophosphirane
N=NPCl,chlorophosphanyldiazene
FC#COF,2-fluoroethynyl hypofluorite
[BH]CO,hydroxymethyl-λ2-borane
C[N]Cl,(chloro-λ2-azanyl)methane
[BH]Cl,chloro-λ2-borane
SCCCSS,3-(disulfanyl)propane-1-thiol
COSN=O,nitrososulfanyloxymethane
C#C[S],λ1-sulfanylethyne
COOOBr,methylperoxy hypobromite
B=CC#N,2-boranylideneacetonitrile
B=CN=C,N-(boranylidenemethyl)methanimine
NCO[O],λ1-oxidanyloxymethanamine
PCSSCP,(phosphanylmethyldisulfanyl)methylphosphane
PCSSCP,(phosphanylmethyldisulfanyl)methylphosphane
C=NCCP,N-(2-phosphanylethyl)methanimine
COOOCl,methylperoxy hypochlorite
C[Se]N,Se-methylselenohydroxylamine
CC=S=S,ethylidene(sulfanylidene)-λ4-sulfane
C=CN=P,ethenyliminophosphane
[C-]#P,methanidylidynephosphane
C#CB=C,ethynyl(methylidene)borane
C=CNON,O-(ethenylamino)hydroxylamine
C=NOOS,N-sulfanylperoxymethanimine
CSCCSI,2-methylsulfanylethyl thiohypoiodite
NCCSCS,2-aminoethylsulfanylmethanethiol
CCCSCP,propylsulfanylmethylphosphane
CCCSCP,propylsulfanylmethylphosphane
C=COPO,ethenoxyphosphinous acid
CSCCNI,N-iodo-2-methylsulfanylethanamine
CN=CNI,"""N-iodo-N-methylmethanimidamide"""
C=CSCP,ethenylsulfanylmethylphosphane
CCPOCl,ethylphosphanyl hypochlorite
CCPOOO,ethyl(trioxidanyl)phosphane
OCSCCS,2-sulfanylethylsulfanylmethanol
COOOSO,hydroxysulfanyloxyperoxymethane
CSCNCN,"""N-(methylsulfanylmethyl)methanediamine"""
INCCOI,2-(iodoamino)ethyl hypoiodite
IOCCOI,2-iodooxyethyl hypoiodite
CPPPPC,methyl-(3-methyltriphosphanyl)phosphane
CCOSSS,trisulfanyloxyethane
OCCCOI,3-hydroxypropyl hypoiodite
CCPOOI,ethylphosphanyloxy hypoiodite
ICOOOI,iodomethylperoxy hypoiodite
CCOSOO,hydroperoxysulfanyloxyethane
NCCNCS,(2-aminoethylamino)methanethiol
CCSSNO,N-(ethyldisulfanyl)hydroxylamine
C=PCCP,methylidene(2-phosphanylethyl)phosphane
CCSPPS,ethylsulfanylphosphanylphosphinothious acid
NNCCCI,3-iodopropylhydrazine
CCSSSN,S-(ethyldisulfanyl)thiohydroxylamine
CCNSPO,ethylaminosulfanylphosphinous acid
CCOPPC,ethoxy(methylphosphanyl)phosphane
CCOSOC,methoxysulfanyloxyethane
CCSNOI,(ethylsulfanylamino) hypoiodite
COCSSC,methoxy-(methyldisulfanyl)methane
CCSSOO,(hydroperoxydisulfanyl)ethane
CN(P)I,N-iodo-N-phosphanylmethanamine
CCOSPI,ethoxysulfanyl(iodo)phosphane
CSCCSO,1-hydroxysulfanyl-2-methylsulfanylethane
PCCCCI,4-iodobutylphosphane
CSOCCN,2-methylsulfanyloxyethanamine
CO[B]I,iodo(methoxy)boron
CCPOPC,ethyl(methylphosphanyloxy)phosphane
N#CCNI,2-(iodoamino)acetonitrile
CCOCNP,1-ethoxy-N-phosphanylmethanamine
N#CCNI,2-(iodoamino)acetonitrile
CCOCNP,1-ethoxy-N-phosphanylmethanamine
NCCNSO,"""N-hydroxysulfanylethane-1,2-diamine"""
CCNNCS,(2-ethylhydrazinyl)methanethiol
CCCPSF,propylphosphanyl thiohypofluorite
NC(N)I,iodomethanediamine
CCPCSI,ethylphosphanylmethyl thiohypoiodite
CCSOOS,sulfanylperoxysulfanylethane
IN1CC1,1-iodoaziridine
OCCSOO,2-hydroperoxysulfanylethanol
CSOOSC,methylsulfanylperoxysulfanylmethane
CCNCNI,"""N-ethyl-N-iodomethanediamine"""
C[B]Br,bromo(methyl)boron
CCPCPS,ethylphosphanylmethylphosphinothious acid
CCOPSO,ethoxy(hydroxysulfanyl)phosphane
CCSCSO,hydroxysulfanylmethylsulfanylethane
CNCP=S,N-methyl-1-thiophosphorosomethanamine
CCCSPI,iodo(propylsulfanyl)phosphane
CCOCSF,ethoxymethyl thiohypofluorite
CCCPNC,N-propylphosphanylmethanamine
CSSN=O,(nitrosodisulfanyl)methane
CCN=NI,ethyl(iodo)diazene
CCP=BS,ethylphosphanylideneborinothioic acid
CCOSSC,(methyldisulfanyl)oxyethane
CN(N)I,1-iodo-1-methylhydrazine
[B]=CI,iodomethylideneboron
CCCS#P,(propyl-λ4-sulfanylidyne)phosphane
OSCCCS,3-hydroxysulfanylpropane-1-thiol
CCCSSI,propylsulfanyl thiohypoiodite
CP=BPC,methyl(methylphosphanylboranylidene)phosphane
NCCOCP,2-(phosphanylmethoxy)ethanamine
P#CSCP,phosphanylidynemethylsulfanylmethylphosphane
CCP=PC,ethyl(methylphosphanylidene)phosphane
COCCPC,2-methoxyethyl(methyl)phosphane
CCPCCP,ethyl(2-phosphanylethyl)phosphane
NCCSSN,S-(2-aminoethylsulfanyl)thiohydroxylamine
CN(F)I,N-fluoro-N-iodomethanamine
CP(S)I,iodo(methyl)phosphinothious acid
CB=BNI,(iodoamino)boranylideneboranylmethane
CP(N)I,[amino(iodo)phosphanyl]methane
CONCNS,N-[(methoxyamino)methyl]thiohydroxylamine
FC(S)I,fluoro(iodo)methanethiol
NCNCNI,"""N-[(iodoamino)methyl]methanediamine"""
CCB=PI,ethylboranylidene(iodo)phosphane
CN=PPC,methyl(methyliminophosphanyl)phosphane
N=NOCI,iodomethoxydiazene
SCNCCI,(2-iodoethylamino)methanethiol
IC1SS1,3-iododithiirane
IC1SS1,3-iododithiirane
C=CCPI,iodo(prop-2-enyl)phosphane
CCNNOP,1-ethyl-2-phosphanyloxyhydrazine
PCCOCS,2-phosphanylethoxymethanethiol
NCCOCS,2-aminoethoxymethanethiol
PCCOCS,2-phosphanylethoxymethanethiol
NCCOCS,2-aminoethoxymethanethiol
CB(N)I,[amino(iodo)boranyl]methane
CB(N)I,[amino(iodo)boranyl]methane
CN=NOI,(methyldiazenyl) hypoiodite
CCCCSI,butyl thiohypoiodite
CP=P#P,methylphosphanylidene(phosphanylidyne)-λ5-phosphane
SCCSCI,2-(iodomethylsulfanyl)ethanethiol
B#SOCI,(iodomethoxy-λ4-sulfanylidyne)borane
CCCNCI,N-(iodomethyl)propan-1-amine
OPOCCl,chloromethoxyphosphinous acid
COCCOI,2-methoxyethyl hypoiodite
CCP=NP,ethyl(phosphanylimino)phosphane
OOCCOI,2-hydroperoxyethyl hypoiodite
PC#P=S,phosphanylmethylidyne(sulfanylidene)-λ5-phosphane
CCSSOC,(methoxydisulfanyl)ethane
OCCNCI,2-(iodomethylamino)ethanol
C=NNSP,(phosphanylsulfanylhydrazinylidene)methane
NSCCCO,3-aminosulfanylpropan-1-ol
CN=BSI,methyliminoboranyl thiohypoiodite
COSC=S,methoxy methanedithioate
S=NOCI,iodo(thionitrosooxy)methane
NCCOPF,2-fluorophosphanyloxyethanamine
SOCCOS,"1,2-bis(sulfanyloxy)ethane"
CCSC#P,ethylsulfanylmethylidynephosphane
CCOCOP,ethoxymethoxyphosphane
CCSSCI,(iodomethyldisulfanyl)ethane
CCPCCF,ethyl(2-fluoroethyl)phosphane
P=P#CI,iodomethylidyne(phosphanylidene)-λ5-phosphane
SN1CC1,1-sulfanylaziridine
NNNNCI,(2-hydrazinylhydrazinyl)-iodomethane
CB=BOI,methylboranylideneboranyl hypoiodite
COCCON,O-(2-methoxyethyl)hydroxylamine
C#CCON,O-prop-2-ynylhydroxylamine
I[Ga]I,diiodogallium
CSCC=O,2-methylsulfanylacetaldehyde
I[Te]I,iodo tellurohypoiodite
COSSOC,(methoxydisulfanyl)oxymethane
C=CCOO,3-hydroperoxyprop-1-ene
PCCCCP,4-phosphanylbutylphosphane
CCCOCl,propyl hypochlorite
C[B-]C,dimethylboranide
CC[Se],λ1-selanylethane
S=C=NI,iodoimino(sulfanylidene)methane
OCCCCI,4-iodobutan-1-ol
FC[Si],fluoromethylsilicon
[B-]Cl,chloroboron(1-)
[B-]Cl,chloroboron(1-)
CCOC=S,O-ethyl methanethioate
C#CCCI,4-iodobut-1-yne
Br[In],bromoindium
[3H]CO,tritiomethanol
CCOCBr,bromomethoxyethane
CCOP=O,1-phosphorosooxyethane
CC[Bi],ethylbismuth
O[Si]F,fluoro(hydroxy)silicon
[10B-],boron-10(1-)
C=CNCC,N-ethenylethanamine
ClCSCl,chloromethyl thiohypochlorite
[53Ni],nickel-53
[53Ni],nickel-53
[77Se],selenium-77
C[Sn]I,iodo(methyl)tin
[76Se],selenium-76
[Nb+2],niobium(2+)
Br[Pb],bromolead
NCCCNN,3-hydrazinylpropan-1-amine
[Tb+4],terbium(4+)
[B]SSS,trisulfanylboron
[95Ru],ruthenium-95
[59Co],cobalt-59
[27Al],aluminum-27
[7Li+],lithium-7
[54Cr],chromium-54
OCSSCO,(hydroxymethyldisulfanyl)methanol
N[Si]O,amino(hydroxy)silicon
C1NCO1,"1,3-oxazetidine"
FCCCCS,4-fluorobutane-1-thiol
OC(F)F,difluoromethanol
C=C=NO,N-ethenylidenehydroxylamine
C=CN=N,ethenyldiazene
FCNC=S,N-(fluoromethyl)methanethioamide
C#CC=S,prop-2-ynethial
CC(O)I,1-iodoethanol
CC(O)I,1-iodoethanol
NCCCCF,4-fluorobutan-1-amine
O=CCCI,3-iodopropanal
COCC=N,2-methoxyethanimine
SCCOCS,2-(sulfanylmethoxy)ethanethiol
CC#COI,prop-1-ynyl hypoiodite
I[IH+],iodoiodanium
C=CONO,N-ethenoxyhydroxylamine
N=CN=S,N-sulfanylidenemethanimidamide
PC1CC1,cyclopropylphosphane
NCCCNS,N-(3-aminopropyl)thiohydroxylamine
CNCCNO,N-[2-(methylamino)ethyl]hydroxylamine
PC1CO1,oxiran-2-ylphosphane
C=CCOS,3-sulfanyloxyprop-1-ene
O=CNCS,N-(sulfanylmethyl)formamide
O=C=NF,fluoroimino(oxo)methane
O=C=NF,fluoroimino(oxo)methane
CNOC=O,methylamino formate
C1CSN1,thiazetidine
CC(P)I,1-iodoethylphosphane
CCCONO,N-propoxyhydroxylamine
FCOCOF,fluoromethoxymethyl hypofluorite
FOCCOF,2-fluorooxyethyl hypofluorite
COCCCF,1-fluoro-3-methoxypropane
C1CON1,oxazetidine
CB(N)O,methylboronamidic acid
[PtH+],platinum(1+) monohydride
N#COOO,hydroxy peroxycyanate
NNCC=O,2-hydrazinylacetaldehyde
N#COCS,sulfanylmethyl cyanate
C1#CC1,cyclopropyne
OP(O)F,fluorophosphonous acid
N=NC=O,N-iminoformamide
CCCCOF,butyl hypofluorite
C1NCN1,"1,3-diazetidine"
NC(O)S,amino(sulfanyl)methanol
COCOCF,fluoromethoxy(methoxy)methane
O[B-]O,dihydroxyboranide
CCNCCl,N-(chloromethyl)ethanamine
NCCCNI,"""N-iodopropane-1,3-diamine"""
ONCC=S,2-(hydroxyamino)ethanethial
ONCCCl,N-(2-chloroethyl)hydroxylamine
N[As+],aminoarsenic(1+)
CC(F)S,1-fluoroethanethiol
O=[Eu],oxoeuropium
C1NCS1,"1,3-thiazetidine"
CC[B]O,ethyl(hydroxy)boron
FC1CO1,2-fluorooxirane
CN(N)N,"N,N-diaminomethanamine"
CCOPCl,chloro(ethoxy)phosphane
N#CSSN,aminosulfanyl thiocyanate
O=CCNO,2-(hydroxyamino)acetaldehyde
[O-]CO,hydroxymethanolate
COSCCO,2-methoxysulfanylethanol
FN[Si],(fluoroamino)silicon
CNCCSC,N-methyl-2-methylsulfanylethanamine
N#CP=O,phosphorosoformonitrile
C[Si]I,iodo(methyl)silicon
C=NC=N,N-methylidenemethanimidamide
C#CN=S,thionitrosoethyne
[B]=CC,ethylideneboron
CB(C)S,dimethylborinothioic acid
OOOOPO,hydroperoxyperoxyphosphinous acid
O=BPCl,chloro(oxoboranyl)phosphane
F[N-]F,difluoroazanide
ON1CC1,1-hydroxyaziridine
NC[Si],aminomethylsilicon
CN=COO,hydroxy N-methylmethanimidate
CP(F)P,fluoro-methyl-phosphanylphosphane
F[B-]F,difluoroboranide
C[B]CC,ethyl(methyl)boron
CN=CSC,methyl N-methylmethanimidothioate
CB(P)I,[iodo(methyl)boranyl]phosphane
O=BCCO,2-oxoboranylethanol
CB(O)F,fluoro(methyl)borinic acid
C1CNN1,diazetidine
CN(O)O,"N,N-dihydroxymethanamine"
COCC=S,2-methoxyethanethial
CN(C)S,"N,N-dimethylthiohydroxylamine"
COOC=O,methoxy formate
N[N-]N,diaminoazanide
O=PCCl,chloro(phosphoroso)methane
O=CNCF,N-(fluoromethyl)formamide
C=[Mg],methylidenemagnesium
CCCNNC,1-methyl-2-propylhydrazine
NP(N)O,diaminophosphinous acid
O=CSCl,S-chloro methanethioate
FCOCBr,bromomethoxy(fluoro)methane
OO[Si],hydroperoxysilicon
CCCSCS,propylsulfanylmethanethiol
OC1OO1,dioxiran-3-ol
[Si]OS,sulfanyloxysilicon
N=C=NF,"""N-fluoromethanediimine"""
CN(I)I,"N,N-diiodomethanamine"
CNNN=O,N-(methylamino)nitrous amide
CNNN=O,N-(methylamino)nitrous amide
OC[Si],hydroxymethylsilicon
NOCCCF,O-(3-fluoropropyl)hydroxylamine
IN=CNI,"""N,N-diiodomethanimidamide"""
COCCNP,2-methoxy-N-phosphanylethanamine
O=PCCS,2-phosphorosoethanethiol
CCCCSF,butyl thiohypofluorite
CCSCCI,1-ethylsulfanyl-2-iodoethane
CCOCNN,ethoxymethylhydrazine
PCSSCP,(phosphanylmethyldisulfanyl)methylphosphane
C=NCCP,N-(2-phosphanylethyl)methanimine
COOOCl,methylperoxy hypochlorite
C[Se]N,Se-methylselenohydroxylamine
CC=S=S,ethylidene(sulfanylidene)-λ4-sulfane
C=CN=P,ethenyliminophosphane
[C-]#P,methanidylidynephosphane
C#CB=C,ethynyl(methylidene)borane
C=CNON,O-(ethenylamino)hydroxylamine
C=NOOS,N-sulfanylperoxymethanimine
CSCCSI,2-methylsulfanylethyl thiohypoiodite
NCCSCS,2-aminoethylsulfanylmethanethiol
CCCSCP,propylsulfanylmethylphosphane
C=COPO,ethenoxyphosphinous acid
CSCCNI,N-iodo-2-methylsulfanylethanamine
CN=CNI,"""N-iodo-N-methylmethanimidamide"""
C=CSCP,ethenylsulfanylmethylphosphane
CCPOCl,ethylphosphanyl hypochlorite
CCPOOO,ethyl(trioxidanyl)phosphane
OCSCCS,2-sulfanylethylsulfanylmethanol
COOOSO,hydroxysulfanyloxyperoxymethane
CSCNCN,"""N-(methylsulfanylmethyl)methanediamine"""
INCCOI,2-(iodoamino)ethyl hypoiodite
IOCCOI,2-iodooxyethyl hypoiodite
CPPPPC,methyl-(3-methyltriphosphanyl)phosphane
CCOSSS,trisulfanyloxyethane
OCCCOI,3-hydroxypropyl hypoiodite
CCPOOI,ethylphosphanyloxy hypoiodite
ICOOOI,iodomethylperoxy hypoiodite
CCOSOO,hydroperoxysulfanyloxyethane
NCCNCS,(2-aminoethylamino)methanethiol
CCSSNO,N-(ethyldisulfanyl)hydroxylamine
C=PCCP,methylidene(2-phosphanylethyl)phosphane
CCSPPS,ethylsulfanylphosphanylphosphinothious acid
NNCCCI,3-iodopropylhydrazine
CCSSSN,S-(ethyldisulfanyl)thiohydroxylamine
CCNSPO,ethylaminosulfanylphosphinous acid
CCOSOC,methoxysulfanyloxyethane
CCOPPC,ethoxy(methylphosphanyl)phosphane
CCSNOI,(ethylsulfanylamino) hypoiodite
COCSSC,methoxy-(methyldisulfanyl)methane
CCSSOO,(hydroperoxydisulfanyl)ethane
CN(P)I,N-iodo-N-phosphanylmethanamine
CCOSPI,ethoxysulfanyl(iodo)phosphane
CSCCSO,1-hydroxysulfanyl-2-methylsulfanylethane
PCCCCI,4-iodobutylphosphane
CSOCCN,2-methylsulfanyloxyethanamine
CO[B]I,iodo(methoxy)boron
CCPOPC,ethyl(methylphosphanyloxy)phosphane
N#CCNI,2-(iodoamino)acetonitrile
CCOCNP,1-ethoxy-N-phosphanylmethanamine
NCCNSO,"""N-hydroxysulfanylethane-1,2-diamine"""
CCNNCS,(2-ethylhydrazinyl)methanethiol
CCCPSF,propylphosphanyl thiohypofluorite
NC(N)I,iodomethanediamine
CCPCSI,ethylphosphanylmethyl thiohypoiodite
CCSOOS,sulfanylperoxysulfanylethane
OCCSOO,2-hydroperoxysulfanylethanol
IN1CC1,1-iodoaziridine
CSOOSC,methylsulfanylperoxysulfanylmethane
CCNCNI,"""N-ethyl-N-iodomethanediamine"""
C[B]Br,bromo(methyl)boron
CCPCPS,ethylphosphanylmethylphosphinothious acid
CCOPSO,ethoxy(hydroxysulfanyl)phosphane
CCSCSO,hydroxysulfanylmethylsulfanylethane
CNCP=S,N-methyl-1-thiophosphorosomethanamine
CCCSPI,iodo(propylsulfanyl)phosphane
CCOCSF,ethoxymethyl thiohypofluorite
CCCPNC,N-propylphosphanylmethanamine
CSSN=O,(nitrosodisulfanyl)methane
CCN=NI,ethyl(iodo)diazene
CCP=BS,ethylphosphanylideneborinothioic acid
CCOSSC,(methyldisulfanyl)oxyethane
CN(N)I,1-iodo-1-methylhydrazine
[B]=CI,iodomethylideneboron
CCCS#P,(propyl-λ4-sulfanylidyne)phosphane
OSCCCS,3-hydroxysulfanylpropane-1-thiol
CCCSSI,propylsulfanyl thiohypoiodite
CP=BPC,methyl(methylphosphanylboranylidene)phosphane
NCCOCP,2-(phosphanylmethoxy)ethanamine
P#CSCP,phosphanylidynemethylsulfanylmethylphosphane
CCP=PC,ethyl(methylphosphanylidene)phosphane
COCCPC,2-methoxyethyl(methyl)phosphane
CCPCCP,ethyl(2-phosphanylethyl)phosphane
NCCSSN,S-(2-aminoethylsulfanyl)thiohydroxylamine
CN(F)I,N-fluoro-N-iodomethanamine
CP(S)I,iodo(methyl)phosphinothious acid
CB=BNI,(iodoamino)boranylideneboranylmethane
CP(N)I,[amino(iodo)phosphanyl]methane
CONCNS,N-[(methoxyamino)methyl]thiohydroxylamine
FC(S)I,fluoro(iodo)methanethiol
NCNCNI,"""N-[(iodoamino)methyl]methanediamine"""
CCB=PI,ethylboranylidene(iodo)phosphane
CN=PPC,methyl(methyliminophosphanyl)phosphane
N=NOCI,iodomethoxydiazene
SCNCCI,(2-iodoethylamino)methanethiol
IC1SS1,3-iododithiirane
C=CCPI,iodo(prop-2-enyl)phosphane
CCNNOP,1-ethyl-2-phosphanyloxyhydrazine
PCCOCS,2-phosphanylethoxymethanethiol
NCCOCS,2-aminoethoxymethanethiol
CB(N)I,[amino(iodo)boranyl]methane
CN=NOI,(methyldiazenyl) hypoiodite
CCCCSI,butyl thiohypoiodite
CP=P#P,methylphosphanylidene(phosphanylidyne)-λ5-phosphane
SCCSCI,2-(iodomethylsulfanyl)ethanethiol
B#SOCI,(iodomethoxy-λ4-sulfanylidyne)borane
CCCNCI,N-(iodomethyl)propan-1-amine
OPOCCl,chloromethoxyphosphinous acid
COCCOI,2-methoxyethyl hypoiodite
CCP=NP,ethyl(phosphanylimino)phosphane
OOCCOI,2-hydroperoxyethyl hypoiodite
PC#P=S,phosphanylmethylidyne(sulfanylidene)-λ5-phosphane
CCSSOC,(methoxydisulfanyl)ethane
OCCNCI,2-(iodomethylamino)ethanol
C=NNSP,(phosphanylsulfanylhydrazinylidene)methane
NSCCCO,3-aminosulfanylpropan-1-ol
CN=BSI,methyliminoboranyl thiohypoiodite
COSC=S,methoxy methanedithioate
S=NOCI,iodo(thionitrosooxy)methane
NCCOPF,2-fluorophosphanyloxyethanamine
SOCCOS,"1,2-bis(sulfanyloxy)ethane"
CCSC#P,ethylsulfanylmethylidynephosphane
CCOCOP,ethoxymethoxyphosphane
CCSSCI,(iodomethyldisulfanyl)ethane
CCPCCF,ethyl(2-fluoroethyl)phosphane
P=P#CI,iodomethylidyne(phosphanylidene)-λ5-phosphane
SN1CC1,1-sulfanylaziridine
NNNNCI,(2-hydrazinylhydrazinyl)-iodomethane
CB=BOI,methylboranylideneboranyl hypoiodite
COCCON,O-(2-methoxyethyl)hydroxylamine
C#CCON,O-prop-2-ynylhydroxylamine
I[Ga]I,diiodogallium
CSCC=O,2-methylsulfanylacetaldehyde
I[Te]I,iodo tellurohypoiodite
COSSOC,(methoxydisulfanyl)oxymethane
C=CCOO,3-hydroperoxyprop-1-ene
CCCOCl,propyl hypochlorite
PCCCCP,4-phosphanylbutylphosphane
C[B-]C,dimethylboranide
CC[Se],λ1-selanylethane
S=C=NI,iodoimino(sulfanylidene)methane
OCCCCI,4-iodobutan-1-ol
FC[Si],fluoromethylsilicon
[B-]Cl,chloroboron(1-)
CCOC=S,O-ethyl methanethioate
C#CCCI,4-iodobut-1-yne
Br[In],bromoindium
[3H]CO,tritiomethanol
CCOCBr,bromomethoxyethane
CCOP=O,1-phosphorosooxyethane
CC[Bi],ethylbismuth
O[Si]F,fluoro(hydroxy)silicon
[10B-],boron-10(1-)
C=CNCC,N-ethenylethanamine
ClCSCl,chloromethyl thiohypochlorite
[53Ni],nickel-53
[77Se],selenium-77
C[Sn]I,iodo(methyl)tin
[76Se],selenium-76
[Nb+2],niobium(2+)
Br[Pb],bromolead
NCCCNN,3-hydrazinylpropan-1-amine
[Tb+4],terbium(4+)
[B]SSS,trisulfanylboron
[95Ru],ruthenium-95
[59Co],cobalt-59
[27Al],aluminum-27
[7Li+],lithium-7
[54Cr],chromium-54
OCSSCO,(hydroxymethyldisulfanyl)methanol
N[Si]O,amino(hydroxy)silicon
C1NCO1,"1,3-oxazetidine"
FCCCCS,4-fluorobutane-1-thiol
OC(F)F,difluoromethanol
C=C=NO,N-ethenylidenehydroxylamine
C=CN=N,ethenyldiazene
FCNC=S,N-(fluoromethyl)methanethioamide
C#CC=S,prop-2-ynethial
CC(O)I,1-iodoethanol
NCCCCF,4-fluorobutan-1-amine
O=CCCI,3-iodopropanal
COCC=N,2-methoxyethanimine
SCCOCS,2-(sulfanylmethoxy)ethanethiol
CC#COI,prop-1-ynyl hypoiodite
I[IH+],iodoiodanium
C=CONO,N-ethenoxyhydroxylamine
N=CN=S,N-sulfanylidenemethanimidamide
PC1CC1,cyclopropylphosphane
NCCCNS,N-(3-aminopropyl)thiohydroxylamine
CNCCNO,N-[2-(methylamino)ethyl]hydroxylamine
PC1CO1,oxiran-2-ylphosphane
C=CCOS,3-sulfanyloxyprop-1-ene
O=CNCS,N-(sulfanylmethyl)formamide
O=C=NF,fluoroimino(oxo)methane
CNOC=O,methylamino formate
C1CSN1,thiazetidine
CC(P)I,1-iodoethylphosphane
CCCONO,N-propoxyhydroxylamine
FCOCOF,fluoromethoxymethyl hypofluorite
FOCCOF,2-fluorooxyethyl hypofluorite
COCCCF,1-fluoro-3-methoxypropane
CB(N)O,methylboronamidic acid
[PtH+],platinum(1+) monohydride
N#COOO,hydroxy peroxycyanate
NNCC=O,2-hydrazinylacetaldehyde
N#COCS,sulfanylmethyl cyanate
C1#CC1,cyclopropyne
C1CON1,oxazetidine
OP(O)F,fluorophosphonous acid
C1NCN1,"1,3-diazetidine"
NC(O)S,amino(sulfanyl)methanol
COCOCF,fluoromethoxy(methoxy)methane
O[B-]O,dihydroxyboranide
CCNCCl,N-(chloromethyl)ethanamine
NCCCNI,"""N-iodopropane-1,3-diamine"""
ONCC=S,2-(hydroxyamino)ethanethial
ONCCCl,N-(2-chloroethyl)hydroxylamine
N[As+],aminoarsenic(1+)
CC(F)S,1-fluoroethanethiol
N=NC=O,N-iminoformamide
CCCCOF,butyl hypofluorite
