input, target
Cc1ccc([C@@H]2CC2COc2nc(C)ncc2-c2cn(C)c(=O)cn2)nc1, 1-methyl-5-[2-methyl-4-[[(2R)-2-(5-methylpyridin-2-yl)cyclopropyl]methoxy]pyrimidin-5-yl]pyrazin-2-one
Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CC[C@@H](N)C3)CC2)cc1, [(3R)-3-aminopyrrolidin-1-yl]-[1-(4-methylphenyl)sulfonylpiperidin-4-yl]methanone
CCCC(=O)NS(=O)(=O)c1ccccc1N(Oc1ccsc1)C(=O)c1ccccc1, N-[2-(butanoylsulfamoyl)phenyl]-N-thiophen-3-yloxybenzamide
COC(=O)C(C(C)C)N(CC(=O)c1cc(OC)c(OC)c(OC)c1)C(C)=O, methyl 2-[acetyl-[2-oxo-2-(3,4,5-trimethoxyphenyl)ethyl]amino]-3-methylbutanoate
C=C/C=C\C(=C/C=C)NC(=O)c1cccc(S(=O)(=O)N(C)CCPC)c1, 3-[methyl(2-methylphosphanylethyl)sulfamoyl]-N-[(3E,5Z)-octa-1,3,5,7-tetraen-4-yl]benzamide
C=CCOc1ccc(C=Cc2nc(O)c([N+](=O)[O-])c(=O)[nH]2)cc1, 4-hydroxy-5-nitro-2-[2-(4-prop-2-enoxyphenyl)ethenyl]-1H-pyrimidin-6-one
O=C(COc1cccc(NC(=O)C2CC2)c1)NCCC(c1ccccc1)c1ccccc1, N-[3-[2-(3,3-diphenylpropylamino)-2-oxoethoxy]phenyl]cyclopropanecarboxamide
CC(C)(Oc1ccc(/C=C/C(=O)c2ccc(Br)cc2)c(F)c1F)C(=O)O, 2-[4-[(E)-3-(4-bromophenyl)-3-oxoprop-1-enyl]-2,3-difluorophenoxy]-2-methylpropanoic acid
CCC[C@H](c1nnnn1C1CCCC1)[NH+]1CCN(C(=O)c2ccco2)CC1, [4-[(1R)-1-(1-cyclopentyltetrazol-5-yl)butyl]piperazin-4-ium-1-yl]-(furan-2-yl)methanone
Cc1cncc(CN2CCC[C@@H](c3csc(Nc4ccc(C#N)nc4)n3)C2)c1, 5-[[4-[(3R)-1-[(5-methylpyridin-3-yl)methyl]piperidin-3-yl]-1,3-thiazol-2-yl]amino]pyridine-2-carbonitrile
CCc1ccccc1OCC(=O)Nc1n[nH]c2c1CCN(C(=O)OC(C)(C)C)C2, tert-butyl 3-[[2-(2-ethylphenoxy)acetyl]amino]-1,4,5,7-tetrahydropyrazolo[3,4-c]pyridine-6-carboxylate
CCn1cc(C(=O)NC2CCc3ccccc32)c(=O)c2cnc(N3CCCC3)nc21, N-(2,3-dihydro-1H-inden-1-yl)-8-ethyl-5-oxo-2-pyrrolidin-1-ylpyrido[2,3-d]pyrimidine-6-carboxamide
CCN(CC)CCN=C(C)C1C(=O)NC(=O)N(c2c(C)cc(C)cc2C)C1=O, 5-[N-[2-(diethylamino)ethyl]-C-methylcarbonimidoyl]-1-(2,4,6-trimethylphenyl)-1,3-diazinane-2,4,6-trione
CCc1cc(Nc2cccc(C(F)(F)F)c2)c(S(C)(=O)=O)cc1C(=O)Cl, 2-ethyl-5-methylsulfonyl-4-[3-(trifluoromethyl)anilino]benzoyl chloride
CN(Cc1cc(=O)c2cccc(Cl)c2[nH]1)[C@H](c1ccccn1)C1CC1, 8-chloro-2-[[[(S)-cyclopropyl(pyridin-2-yl)methyl]-methylamino]methyl]-1H-quinolin-4-one
CCOc1ccc(NC(=O)C(C)OC(=O)c2nn(C)c(=O)c3ccccc23)cc1, [1-(4-ethoxyanilino)-1-oxopropan-2-yl] 3-methyl-4-oxophthalazine-1-carboxylate
N[C@@H]1CCN(C(=O)CCc2ccc(S(=O)(=O)N3CCCCCC3)cc2)C1, 1-[(3R)-3-aminopyrrolidin-1-yl]-3-[4-(azepan-1-ylsulfonyl)phenyl]propan-1-one
O=C(Nc1ccc(F)cc1)[C@@H](Sc1nnnn1-c1ccccc1)c1ccccc1, (2S)-N-(4-fluorophenyl)-2-phenyl-2-(1-phenyltetrazol-5-yl)sulfanylacetamide
CCn1cc(-c2cc(N[C@H](CN3CCOCC3)c3ccccc3)nc(N)n2)cn1, 6-(1-ethylpyrazol-4-yl)-4-N-[(1S)-2-morpholin-4-yl-1-phenylethyl]pyrimidine-2,4-diamine
O=C(C1CCCCC1)N1CC[C@](O)(c2ccccc2)[C@H](N2CCCC2)C1, cyclohexyl-[(3R,4S)-4-hydroxy-4-phenyl-3-pyrrolidin-1-ylpiperidin-1-yl]methanone
CCC(Sc1cccc(NC(=O)c2cccc(Cl)c2)c1)C(=O)Nc1ccccc1Br, N-[3-[1-(2-bromoanilino)-1-oxobutan-2-yl]sulfanylphenyl]-3-chlorobenzamide
CC(C)(C)CC(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1, 3,3-dimethyl-N-(2-morpholin-4-yl-5-morpholin-4-ylsulfonylphenyl)butanamide
Cc1c(C)c(C)c(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2)c(C)c1C, 1-methylsulfonyl-4-(2,3,4,5,6-pentamethylphenyl)sulfonylpiperazine
CCCCCCCCCCCCCCCCCCC/C=C/C1N=CC[N+]1(CC)C(C)NC(C)=O, N-[1-[3-ethyl-2-[(E)-henicos-1-enyl]-2,4-dihydroimidazol-3-ium-3-yl]ethyl]acetamide
COc1ccc2sc(N(Cc3ccccn3)C(=O)Cc3ccc(OC)c(C)c3)nc2c1, N-(5-methoxy-1,3-benzothiazol-2-yl)-2-(4-methoxy-3-methylphenyl)-N-(pyridin-2-ylmethyl)acetamide
Cc1ccccc1-c1noc([C@@H](C)NC(=O)N(C)Cc2c(C)noc2C)n1, 1-[(3,5-dimethyl-1,2-oxazol-4-yl)methyl]-1-methyl-3-[(1R)-1-[3-(2-methylphenyl)-1,2,4-oxadiazol-5-yl]ethyl]urea
COc1cccc(NC(=O)Cc2csc(SCC(=O)Nc3cccc4ccccc34)n2)c1, N-(3-methoxyphenyl)-2-[2-[2-(naphthalen-1-ylamino)-2-oxoethyl]sulfanyl-1,3-thiazol-4-yl]acetamide
N#Cc1c(-c2cccc(Cl)c2)cc(-c2ccc(Cl)c(Cl)c2)[nH]c1=O, 4-(3-chlorophenyl)-6-(3,4-dichlorophenyl)-2-oxo-1H-pyridine-3-carbonitrile
Cn1c(C2CC2)nc2ccc(-n3ccc(OCc4cccc(Cl)c4)cc3=O)cc21, 4-[(3-chlorophenyl)methoxy]-1-(2-cyclopropyl-3-methylbenzimidazol-5-yl)pyridin-2-one
C[C@H]1CN([C@H](C)CNC(=O)NCCNc2cnccn2)C[C@@H](C)O1, 1-[(2R)-2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]propyl]-3-[2-(pyrazin-2-ylamino)ethyl]urea
O=C(O)CCCN(C(=O)c1cc(Cl)cc(OCCNc2ccncc2)c1)C1CCCC1, 4-[[3-chloro-5-[2-(pyridin-4-ylamino)ethoxy]benzoyl]-cyclopentylamino]butanoic acid
CCCCc1ccc(-c2csc(NC(=O)Cn3nnn(-c4cccs4)c3=O)n2)cc1, N-[4-(4-butylphenyl)-1,3-thiazol-2-yl]-2-(5-oxo-4-thiophen-2-yltetrazol-1-yl)acetamide
COc1ccc(OC)c(NC(=O)C(CC2CCCCC2)N2CCS(=O)(=O)CC2)c1, 3-cyclohexyl-N-(2,5-dimethoxyphenyl)-2-(1,1-dioxo-1,4-thiazinan-4-yl)propanamide
COc1ccc(/C=N/NC(=O)Cn2nnc3sc4c(c3c2=O)CCC(C)C4)cc1, N-[(E)-(4-methoxyphenyl)methylideneamino]-2-(7-methyl-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]triazin-3-yl)acetamide
COc1ccccc1NC(=O)Cn1cnc2sc3c(c2c1=O)CCC(C(C)(C)C)C3, 2-(7-tert-butyl-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-3-yl)-N-(2-methoxyphenyl)acetamide
CCc1cc(Oc2ccc(C(C)C)cc2)nc(SCc2ccc(C(F)(F)F)cc2)n1, 4-ethyl-6-(4-propan-2-ylphenoxy)-2-[[4-(trifluoromethyl)phenyl]methylsulfanyl]pyrimidine
COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)N(CC(C)C)C3=O)cc1OC, 2-(3,4-dimethoxyphenyl)-N-[2-(2-methylpropyl)-1,3-dioxoisoindol-5-yl]acetamide
COC(=O)c1cc2c(cc1C(=O)OC)OCCOCCOCCN(CCN)CCOCCOCCO2, dimethyl 11-(2-aminoethyl)-2,5,8,14,17,20-hexaoxa-11-azabicyclo[19.4.0]pentacosa-1(21),22,24-triene-23,24-dicarboxylate
CCCn1c(=NC(=O)c2ccc([N+](=O)[O-])cc2)sc2cccc(F)c21, N-(4-fluoro-3-propyl-1,3-benzothiazol-2-ylidene)-4-nitrobenzamide
CC1CCN(Cc2csc(NC(=O)C3CC(=O)N(CCc4ccccc4)C3)n2)CC1, N-[4-[(4-methylpiperidin-1-yl)methyl]-1,3-thiazol-2-yl]-5-oxo-1-(2-phenylethyl)pyrrolidine-3-carboxamide
Cc1ccc(-c2ccc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])cc2)o1, 3-[[4-(5-methylfuran-2-yl)phenyl]carbamoyl]bicyclo[2.2.1]hept-5-ene-2-carboxylate
CN(Cc1ccco1)C(=O)COC(=O)c1nn(-c2ccc(F)cc2)c2c1CCC2, [2-[furan-2-ylmethyl(methyl)amino]-2-oxoethyl] 1-(4-fluorophenyl)-5,6-dihydro-4H-cyclopenta[c]pyrazole-3-carboxylate
Cc1nccn1[C@@H](C)C(=O)N1CCC2(CCC(=O)N(C3CC3)C2)CC1, 2-cyclopropyl-9-[(2S)-2-(2-methylimidazol-1-yl)propanoyl]-2,9-diazaspiro[5.5]undecan-3-one
Cc1cc(C(=O)Cn2c(C(F)(F)F)nc3ccccc32)c(C)n1-c1nccs1, 1-[2,5-dimethyl-1-(1,3-thiazol-2-yl)pyrrol-3-yl]-2-[2-(trifluoromethyl)benzimidazol-1-yl]ethanone
Cc1ccc(CN2CCN(C(=O)C(C)C)C[C@]3(CC(=O)N(C)C3)C2)s1, (5R)-2-methyl-10-(2-methylpropanoyl)-7-[(5-methylthiophen-2-yl)methyl]-2,7,10-triazaspiro[4.6]undecan-3-one
N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccccn2)nc1Nc1ccc(Cl)cc1, 4-(4-bromophenyl)-2-(4-chloroanilino)-6-pyridin-2-ylpyridine-3-carbonitrile
Clc1ccc(C2CC(NC3CCc4ccccc43)CCN2c2ccc(Cl)cc2Cl)cc1, 2-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-N-(2,3-dihydro-1H-inden-1-yl)piperidin-4-amine
CCCCc1nc(N2CCN(C(=O)C3CC3)CC2)c2c(-c3ccccc3)noc2n1, [4-(6-butyl-3-phenyl-[1,2]oxazolo[5,4-d]pyrimidin-4-yl)piperazin-1-yl]-cyclopropylmethanone
Cc1ccc2c(c1)c(CNC(=O)N(C)[C@H](c1ccccn1)C1CC1)nn2C, 1-[(S)-cyclopropyl(pyridin-2-yl)methyl]-3-[(1,5-dimethylindazol-3-yl)methyl]-1-methylurea
CCOC(=O)Cn1c2c(c3cc(OCc4ccc5ccccc5n4)ccc31)CCCCCC2, ethyl 2-[2-(quinolin-2-ylmethoxy)-6,7,8,9,10,11-hexahydrocycloocta[b]indol-5-yl]acetate
CC1(C)CC(=O)C2=C(C1)Nc1sc(C#N)c(N)c1C2c1ccc(Br)cc1, 3-amino-4-(4-bromophenyl)-7,7-dimethyl-5-oxo-4,6,8,9-tetrahydrothieno[2,3-b]quinoline-2-carbonitrile
CS(=O)(=O)c1ccccc1CN1CCC(N2CCCN(C(=O)C3CC3)CC2)CC1, cyclopropyl-[4-[1-[(2-methylsulfonylphenyl)methyl]piperidin-4-yl]-1,4-diazepan-1-yl]methanone
CC(C)CC(=O)N1CC[C@](Cc2ccc(-c3ccsc3)cc2)(C(N)=O)C1, (3S)-1-(3-methylbutanoyl)-3-[(4-thiophen-3-ylphenyl)methyl]pyrrolidine-3-carboxamide
CC(=O)NS(=O)(=O)c1ccc(NS(=O)(=O)CCOc2ccc(F)cc2)cc1, N-[4-[2-(4-fluorophenoxy)ethylsulfonylamino]phenyl]sulfonylacetamide
CCN(C)c1cnccc1CCC1OCC(C)/C=C\C(C(F)(F)F)=C/C(C)N1C, N-ethyl-N-methyl-4-[2-[(5E,7Z)-3,4,9-trimethyl-6-(trifluoromethyl)-2,4,9,10-tetrahydro-1,3-oxazecin-2-yl]ethyl]pyridin-3-amine
CCCCn1c(SCC(=O)Nc2ccc(Br)c(C)c2)nc2cc(C)[nH]c2c1=O, N-(4-bromo-3-methylphenyl)-2-[(3-butyl-6-methyl-4-oxo-5H-pyrrolo[3,2-d]pyrimidin-2-yl)sulfanyl]acetamide
Cc1ccc2c(c1)NC(/C=C/c1ccccc1)C1=C(CC(C)(C)CC1=O)N2, 3,9,9-trimethyl-6-[(E)-2-phenylethenyl]-6,8,10,11-tetrahydro-5H-benzo[b][1,4]benzodiazepin-7-one
O=C(c1n[nH]c2c1CCC2)N1CCC[C@@H](c2nccn2Cc2cscn2)C1, 1,4,5,6-tetrahydrocyclopenta[c]pyrazol-3-yl-[(3R)-3-[1-(1,3-thiazol-4-ylmethyl)imidazol-2-yl]piperidin-1-yl]methanone
Cc1nn(Cc2cccc3ccccc23)c(Cl)c1/C=C1/C(=O)Nc2ccccc21, (3E)-3-[[5-chloro-3-methyl-1-(naphthalen-1-ylmethyl)pyrazol-4-yl]methylidene]-1H-indol-2-one
Cc1nonc1CC(=O)N1CC[C@H](Cc2cncc(-c3c(C)noc3C)n2)C1, 1-[(3R)-3-[[6-(3,5-dimethyl-1,2-oxazol-4-yl)pyrazin-2-yl]methyl]pyrrolidin-1-yl]-2-(4-methyl-1,2,5-oxadiazol-3-yl)ethanone
C[C@@H](Nc1ccc([N+](=O)[O-])nc1)c1cccc(-n2cccn2)c1, 6-nitro-N-[(1R)-1-(3-pyrazol-1-ylphenyl)ethyl]pyridin-3-amine
CSCCn1c(=NC(=O)CSc2ccccc2)sc2cc([N+](=O)[O-])ccc21, N-[3-(2-methylsulfanylethyl)-6-nitro-1,3-benzothiazol-2-ylidene]-2-phenylsulfanylacetamide
Cc1nc([C@H]2CN([C@H](C)c3nc4ccccc4n3C(F)F)CCO2)no1, (2R)-4-[(1R)-1-[1-(difluoromethyl)benzimidazol-2-yl]ethyl]-2-(5-methyl-1,2,4-oxadiazol-3-yl)morpholine
C1=CC(=[Si](Cc2ccccc2)Cc2ccccc2)C=C1C1C=Cc2ccccc21, dibenzyl-[3-(1H-inden-1-yl)cyclopenta-2,4-dien-1-ylidene]silane
CCN(CC)CCN(C(=O)c1ccc(Cl)cc1)c1nc2cc3c(cc2s1)OCCO3, 4-chloro-N-[2-(diethylamino)ethyl]-N-(6,7-dihydro-[1,4]dioxino[2,3-f][1,3]benzothiazol-2-yl)benzamide
O=S(=O)(NCc1ccc(C(O)c2cccs2)s1)c1ccc(OC(F)(F)F)cc1, N-[[5-[hydroxy(thiophen-2-yl)methyl]thiophen-2-yl]methyl]-4-(trifluoromethoxy)benzenesulfonamide
CCOc1ccc(COc2ccc(NC(=O)Cn3ccc(C(=O)O)n3)cc2)cc1OCC, 1-[2-[4-[(3,4-diethoxyphenyl)methoxy]anilino]-2-oxoethyl]pyrazole-3-carboxylic acid
Cn1ncc2c(=O)n(CC(=O)Nc3cccc(-c4nnnn4C4CC4)c3)cnc21, N-[3-(1-cyclopropyltetrazol-5-yl)phenyl]-2-(1-methyl-4-oxopyrazolo[3,4-d]pyrimidin-5-yl)acetamide
CC(C)(C)OC(=O)Nc1cc(N2CC3CCC(C2)N3CC(F)(F)F)ncc1Cl, tert-butyl N-[5-chloro-2-[8-(2,2,2-trifluoroethyl)-3,8-diazabicyclo[3.2.1]octan-3-yl]pyridin-4-yl]carbamate
CCC(C)Oc1ccc(C(=O)NNC(=O)c2ccc(NC(=O)C(C)C)cc2)cc1, N-[4-[[(4-butan-2-yloxybenzoyl)amino]carbamoyl]phenyl]-2-methylpropanamide
CCNC(=O)C(C)N1C(=O)COc2ccc(C(=O)COc3ccc(C)cc3)cc21, N-ethyl-2-[6-[2-(4-methylphenoxy)acetyl]-3-oxo-1,4-benzoxazin-4-yl]propanamide
O=C(CSc1nnc(CN2CCOCC2)n1-c1ccc(Cl)cc1)Nc1cccc(I)c1, 2-[[4-(4-chlorophenyl)-5-(morpholin-4-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl]-N-(3-iodophenyl)acetamide
O=C(NN=C(c1ccccc1)c1ccccc1)Oc1ccc([N+](=O)[O-])cc1, (4-nitrophenyl) N-(benzhydrylideneamino)carbamate
Cc1cccc(N2CC(C(=O)N3CCc4[nH]c5ccccc5c4C3)CC2=O)c1C, 1-(2,3-dimethylphenyl)-4-(1,3,4,5-tetrahydropyrido[4,3-b]indole-2-carbonyl)pyrrolidin-2-one
Cc1noc(-c2cn([C@H]3CCN(C(=O)c4cc(F)ccc4F)C3)nn2)n1, (2,5-difluorophenyl)-[(3S)-3-[4-(3-methyl-1,2,4-oxadiazol-5-yl)triazol-1-yl]pyrrolidin-1-yl]methanone
COC(=O)Nc1ccc(S(=O)(=O)N2CC[C@@H](Oc3ccccn3)C2)cc1, methyl N-[4-[(3R)-3-pyridin-2-yloxypyrrolidin-1-yl]sulfonylphenyl]carbamate
CC(C)n1c2c(=O)n(C)c(=O)n(C)c2n2c(-c3ccccc3Cl)nnc12, 8-(2-chlorophenyl)-1,3-dimethyl-5-propan-2-ylpurino[8,9-c][1,2,4]triazole-2,4-dione
C=C1[C@H]2C[C@H]([C@H]3CC=C[C@@H]23)[C@H]1OC(=O)CC, [(1S,2R,6S,7R,8R)-9-methylidene-8-tricyclo[5.2.1.02,6]dec-3-enyl] propanoate
O=S(=O)(NCCCN1CCN(c2ccc(F)cc2)CC1)c1ccc2c(c1)CCCC2, N-[3-[4-(4-fluorophenyl)piperazin-1-yl]propyl]-5,6,7,8-tetrahydronaphthalene-2-sulfonamide
Cc1c[n+](CCCC[C@@H](N)C(=O)O)cn1CCCC[C@H](N)C(=O)O, (2S)-2-amino-6-[3-[(5R)-5-amino-5-carboxypentyl]-5-methylimidazol-3-ium-1-yl]hexanoic acid
CCOC(=O)C1CCCN(C(=O)C(C)N2CCN(Cc3ccc(Cl)cc3)CC2)C1, ethyl 1-[2-[4-[(4-chlorophenyl)methyl]piperazin-1-yl]propanoyl]piperidine-3-carboxylate
COCCCCOc1ccc(-c2ccc(-c3ccc(C(F)(F)F)c(F)c3)cc2)cc1, 2-fluoro-4-[4-[4-(4-methoxybutoxy)phenyl]phenyl]-1-(trifluoromethyl)benzene
COc1ccc([C@H]2NCCc3c2[nH]c2ccccc32)cc1Cn1nc(C)cc1C, (1R)-1-[3-[(3,5-dimethylpyrazol-1-yl)methyl]-4-methoxyphenyl]-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole
C[C@@H]1C[C@H]1c1ccc(CN(C)C(=O)c2ccccc2-n2cnnn2)o1, N-methyl-N-[[5-[(1R,2R)-2-methylcyclopropyl]furan-2-yl]methyl]-2-(tetrazol-1-yl)benzamide
Cc1ccc(S(=O)(=O)n2ccccccn2S(=O)(=O)c2ccc(C)cc2)cc1, 1,2-bis-(4-methylphenyl)sulfonyldiazocine
C[C@H](C(=O)Nc1ccc(I)cc1Cl)c1cccc(C(=O)c2ccccc2)c1, (2S)-2-(3-benzoylphenyl)-N-(2-chloro-4-iodophenyl)propanamide
CC(=O)N[C@@H](CCC(N)=O)C(=O)NC1(c2cc(F)cc(F)c2)CC1, (2S)-2-acetamido-N-[1-(3,5-difluorophenyl)cyclopropyl]pentanediamide
O=[N+]([O-])c1cccc(CSc2nn(-c3ccc(Cl)cc3)c(=S)s2)c1, 3-(4-chlorophenyl)-5-[(3-nitrophenyl)methylsulfanyl]-1,3,4-thiadiazole-2-thione
COc1cccc(C(=O)Nc2ccc(N3CCN(C(=O)C4CCCC4)CC3)nc2)c1, N-[6-[4-(cyclopentanecarbonyl)piperazin-1-yl]pyridin-3-yl]-3-methoxybenzamide
c1cnc(NC[C@@H]2OC[C@@H]3CN(Cc4ccco4)CC[C@@H]32)nc1, N-[[(1R,3aS,7aS)-5-(furan-2-ylmethyl)-3,3a,4,6,7,7a-hexahydro-1H-furo[3,4-c]pyridin-1-yl]methyl]pyrimidin-2-amine
Cn1cc(NC(=O)c2cnc3cccnn23)c(-c2cc(Cl)ccc2OC(F)F)n1, N-[3-[5-chloro-2-(difluoromethoxy)phenyl]-1-methylpyrazol-4-yl]imidazo[1,2-b]pyridazine-3-carboxamide
CCN1C(=O)/C(=C/c2ccccc2)SC1=NS(=O)(=O)c1ccc(Cl)cc1, N-[(5Z)-5-benzylidene-3-ethyl-4-oxo-1,3-thiazolidin-2-ylidene]-4-chlorobenzenesulfonamide
O=c1oc2ccccc2c2c1[C@@H](c1ccccc1Br)C=C(c1ccccc1)O2, (4S)-4-(2-bromophenyl)-2-phenyl-4H-pyrano[3,2-c]chromen-5-one
Cn1cccc1CN(Cc1ccco1)C(=O)CN(C(=O)c1ccc(F)cc1)C1CC1, N-cyclopropyl-4-fluoro-N-[2-[furan-2-ylmethyl-[(1-methylpyrrol-2-yl)methyl]amino]-2-oxoethyl]benzamide
NC(=O)c1c(NS(=O)(=O)c2ccccc2[N+](=O)[O-])sc2c1CCC2, 2-[(2-nitrophenyl)sulfonylamino]-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxamide
CCCCNC(=O)[C@H]1C[C@H]1[C@H](N)C(=O)N1CCC[C@H]1C#N, (1S,2R)-2-[(1S)-1-amino-2-[(2S)-2-cyanopyrrolidin-1-yl]-2-oxoethyl]-N-butylcyclopropane-1-carboxamide
CCc1nn(CC(=O)NCCCN(CC)Cc2ccccc2)c(=O)c2cc3sccc3n12, N-[3-[benzyl(ethyl)amino]propyl]-2-(12-ethyl-9-oxo-5-thia-1,10,11-triazatricyclo[6.4.0.02,6]dodeca-2(6),3,7,11-tetraen-10-yl)acetamide
COc1ccc(CC(=O)NC2CCC3CCCCC3C2)cc1S(=O)(=O)N1CCOCC1, N-(1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalen-2-yl)-2-(4-methoxy-3-morpholin-4-ylsulfonylphenyl)acetamide
O=C(CCl)n1c(=O)c2ccccc2c2nc3c(Br)cc(Br)cc3c(=O)n21, 10,12-dibromo-6-(2-chloroacetyl)quinazolino[2,3-a]phthalazine-5,8-dione
CCCCOc1ccc(C(=O)N(Cc2ccc(C)cc2)C2CCS(=O)(=O)C2)cc1, 4-butoxy-N-(1,1-dioxothiolan-3-yl)-N-[(4-methylphenyl)methyl]benzamide
Cc1cc(=O)[nH]c(C)c1C(=O)NC1CCN(CCOc2ccc(Cl)cc2)CC1, N-[1-[2-(4-chlorophenoxy)ethyl]piperidin-4-yl]-2,4-dimethyl-6-oxo-1H-pyridine-3-carboxamide
CCCONC(=COc1cccc(C(=O)OC)c1)c1cc(-c2ccc(Cl)cc2)no1, methyl 3-[2-[3-(4-chlorophenyl)-1,2-oxazol-5-yl]-2-(propoxyamino)ethenoxy]benzoate
COc1c(C(O)C2=C(C)CCCC2(C)C)cc(C(C)C)c2c1OC(C)(C)O2, (4-methoxy-2,2-dimethyl-7-propan-2-yl-1,3-benzodioxol-5-yl)-(2,6,6-trimethylcyclohexen-1-yl)methanol
Cc1c(C(=O)NCCc2nc3ccccc3s2)sc2nc3n(c(=O)c12)CCCCC3, N-[2-(1,3-benzothiazol-2-yl)ethyl]-4-methyl-2-oxo-6-thia-1,8-diazatricyclo[7.5.0.03,7]tetradeca-3(7),4,8-triene-5-carboxamide
CC1=C(c2ccccc2)C(CC(=O)C2CCC(c3ccccc3)CC2)n2cncc21, 2-(7-methyl-6-phenyl-5H-pyrrolo[1,2-c]imidazol-5-yl)-1-(4-phenylcyclohexyl)ethanone
Cc1cc(CN2CCN(C(=O)[C@@H]3C[C@H]3c3cnn(C)c3)CC2)no1, [4-[(5-methyl-1,2-oxazol-3-yl)methyl]piperazin-1-yl]-[(1R,2R)-2-(1-methylpyrazol-4-yl)cyclopropyl]methanone
CC(=O)N(C)N/C(=N\Nc1ccc(Cl)cc1)C(=O)c1ccc2ccccc2c1, N-[acetyl(methyl)amino]-N'-(4-chloroanilino)-2-naphthalen-2-yl-2-oxoethanimidamide
Cc1nc(CN2CCCC2c2nc(-c3ccccc3)c(C(C)C)o2)nc2ccccc12, 2-[1-[(4-methylquinazolin-2-yl)methyl]pyrrolidin-2-yl]-4-phenyl-5-propan-2-yl-1,3-oxazole
Cc1c(F)cc(-c2cccc(F)c2)cc1CNc1c(F)ccc(OCC(=O)O)c1C, 2-[4-fluoro-3-[[3-fluoro-5-(3-fluorophenyl)-2-methylphenyl]methylamino]-2-methylphenoxy]acetic acid
