input, target
Cc1ccc(C(=O)[C@H](C)OC(=O)[C@H](C)N2C(=O)[C@@H]3[C@H]4C=C[C@@H]([C@@H]5C[C@@H]45)[C@H]3C2=O)cc1, [(2S)-1-(4-methylphenyl)-1-oxopropan-2-yl] (2S)-2-[(1S,2R,6R,7S,8R,10R)-3,5-dioxo-4-azatetracyclo[5.3.2.02,6.08,10]dodec-11-en-4-yl]propanoate
OB1OB2OB3OB(O)O[B@-]4(OB(O)O[B@@-]5(OB(O)OB(OB6OB(O)O[B@@-]7(OB(O)O[B@@-](O1)(O2)O7)O6)O5)O4)O3, (1S,5R,15R,19S)-3,7,13,17,21,27-hexahydroxy-2,4,6,8,10,12,14,16,18,20,22,24,26,28,29,30,31,32,33,34-icosaoxa-3,7,9,11,13,17,21,23,25,27-decabora-1,5,15,19-tetraboranuidaheptacyclo[23.3.1.11,5.15,9.111,15.115,19.119,23]tetratriacontane
C(#Cc1ccccc1)/C(COC(c1ccccc1)(c1ccccc1)c1ccccc1)=C(\C#Cc1ccccc1)COC(c1ccccc1)(c1ccccc1)c1ccccc1, [diphenyl-[(Z)-5-phenyl-2-(2-phenylethynyl)-3-(trityloxymethyl)pent-2-en-4-ynoxy]methyl]benzene
C[C@H]1CCCCO[C@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1, N-[[(3S,9S,10S)-16-(cyclohexylcarbamoylamino)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-4,4,4-trifluoro-N-methylbutanamide
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](OC(=O)Nc5ccccc5)CC[C@]4(C)[C@@H]3CC[C@@]12C, [(3S,8R,9R,10R,13S,14R,17S)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] N-phenylcarbamate
CC1=C(C=CC2=C(N(c3ccccc3)c3ccccc3)C(=CC=C3N(C)c4c(ccc5ccccc45)C3(C)C)CC2)C(C)(C)c2ccc3ccccc3c21, N-phenyl-N-[5-[2-(1,3,3-trimethylbenzo[g]indol-2-ylidene)ethylidene]-2-[2-(1,3,3-trimethylcyclopenta[a]naphthalen-2-yl)ethenyl]cyclopenten-1-yl]aniline
CC1=CC(=O)C2=C(C[C@@H]3C(=CC[C@@H]4C(=O)N(c5ccc(Br)cc5)C(=O)[C@@H]43)[C@@H]2c2ccc(O)c(F)c2)C1=O, (3aS,6R,11aS,11bR)-2-(4-bromophenyl)-6-(3-fluoro-4-hydroxyphenyl)-9-methyl-3a,4,6,11,11a,11b-hexahydronaphtho[6,7-e]isoindole-1,3,7,10-tetrone
CC1(c2ccccc2)c2ccccc2-c2c1ccc1c2Oc2c(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)cccc2[Si]1(C)c1ccccc1, N-[4-(5,8-dimethyl-5,8-diphenylfluoreno[4,3-b][1,4]benzoxasilin-1-yl)phenyl]-N-phenylnaphthalen-1-amine
CC(=O)O[C@H]1CC[C@@]2(C)C(=C/C(=N/O)[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1, [(3S,7E,8S,9S,10R,13R,14S,17R)-7-hydroxyimino-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-yl] acetate
O=C(N/N=C\C12c3ccccc3C(c3ccccc31)[C@H]1C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)[C@H]12)c1cc(Br)ccc1O, 5-bromo-2-hydroxy-N-[(Z)-[(15R,19R)-17-(4-nitrophenyl)-16,18-dioxo-17-azapentacyclo[6.6.5.02,7.09,14.015,19]nonadeca-2,4,6,9,11,13-hexaen-1-yl]methylideneamino]benzamide
CC(C)CCC[C@@H](C)[C@H]1C(O[Si](C)(C)C(C)(C)C)C[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@@]21C, (8S,9S,10R,13S,14S,17R)-16-[tert-butyl(dimethyl)silyl]oxy-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol
CCCCOc1ccc([C@@H]2/C(=C(\O)c3ccc4c(c3)C[C@@H](C)O4)C(=O)C(=O)N2c2nnc(SCc3ccc(Cl)cc3Cl)s2)cc1OCC, (4E,5R)-5-(4-butoxy-3-ethoxyphenyl)-1-[5-[(2,4-dichlorophenyl)methylsulfanyl]-1,3,4-thiadiazol-2-yl]-4-[hydroxy-[(2R)-2-methyl-2,3-dihydro-1-benzofuran-5-yl]methylidene]pyrrolidine-2,3-dione
C[C@@H]1CCCCO[C@H](CN(C)C(=O)c2ccncc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1, N-[[(3R,9S,10R)-16-(benzenesulfonamido)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-N-methylpyridine-4-carboxamide
C=CCOC12Oc3ccc(OCCN4CC4)cc3C3C(CCCCO)C(CCCCO)C=C(C(=NOCc4ccccc4)CC1N(CCC)C(=O)OCCOCc1ccccc1)C32, 2-phenylmethoxyethyl N-[4-[2-(aziridin-1-yl)ethoxy]-15,16-bis(4-hydroxybutyl)-12-phenylmethoxyimino-9-prop-2-enoxy-8-oxatetracyclo[7.7.1.02,7.013,17]heptadeca-2(7),3,5,13-tetraen-10-yl]-N-propylcarbamate
CC(=O)CO[C@@H]1[C@H](O)[C@@H](O[C@@H]2C(C(C)(C)C)O[C@@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H]1O, 1-[(2R,3S,4S,5R,6R)-2-[(3S,4S,5S,6S)-2-tert-butyl-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropan-2-one
O=C(CN(C(=O)c1ccc([N+](=O)[O-])cc1)N1C(=O)[C@@H]2CC=CC[C@H]2C1=O)c1ccc(OC(=O)c2ccc(Cl)cc2Cl)cc1, [4-[2-[[(3aR,7aR)-1,3-dioxo-3a,4,7,7a-tetrahydroisoindol-2-yl]-(4-nitrobenzoyl)amino]acetyl]phenyl] 2,4-dichlorobenzoate
CC(C)(C)Sc1ccc2cc3c([n+]([O-])c2c1)CCN(C(=S)Nc1ccc(-c2c4ccc(=O)cc-4oc4cc(O)ccc24)c(C(=O)O)c1)C3, 5-[(7-tert-butylsulfanyl-5-oxido-3,4-dihydro-1H-benzo[b][1,6]naphthyridin-5-ium-2-carbothioyl)amino]-2-(3-hydroxy-6-oxoxanthen-9-yl)benzoic acid
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cccc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4C)c3-c3ccccc3)c(C)c2)cc1, 3-methyl-4-[3-[2-methyl-4-(4-methyl-N-(4-methylphenyl)anilino)phenyl]-2-phenylphenyl]-N,N-bis(4-methylphenyl)aniline
CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)CN(c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc(C)cc1, (2R)-N-[(2R)-butan-2-yl]-2-[(3-chlorophenyl)methyl-[2-(3,4-dichloro-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-3-phenylpropanamide
CC1[C@H]2[C@@](C)(c3cc([N+](=O)[O-])cc(F)c3F)N=C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)S[C@@]12C(=O)O, (1S,5S,6S)-3-[bis[(2-methylpropan-2-yl)oxycarbonyl]amino]-5-(2,3-difluoro-5-nitrophenyl)-5,7-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxylic acid
Cc1cc(=O)oc2cc(NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)OC(C)(C)C)ccc12, tert-butyl N-[(2R)-5-amino-1-[[(2S)-1-[[(2S)-5-(diaminomethylideneamino)-1-[(4-methyl-2-oxochromen-7-yl)amino]-1-oxopentan-2-yl]amino]-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]carbamate
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)O3)cc1, N-[(2R,3R)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-4-methylbenzenesulfonamide
COC[C@H]1Oc2cc([C@@H](O[Si](C)(C)C(C)(C)C)[C@H]3COC(=O)[C@H]3CO)c(OC)cc2O[C@@H]1c1ccc2c(c1)OCO2, (3R,4R)-4-[(S)-[(2R,3R)-3-(1,3-benzodioxol-5-yl)-6-methoxy-2-(methoxymethyl)-2,3-dihydro-1,4-benzodioxin-7-yl]-[tert-butyl(dimethyl)silyl]oxymethyl]-3-(hydroxymethyl)oxolan-2-one
CC12CNCCCNCC(NC(=O)CCCC(=O)O)(CNCCCNC1)CNCC(C1CNCC3(NC(=O)CCCC(=O)O)CNCCNCC(C)(CNCCNC3)CN1)CNC2, 5-[[5-[8-(4-carboxybutanoylamino)-1-methyl-3,6,10,13,16,19-hexazabicyclo[6.6.6]icosan-4-yl]-9-methyl-3,7,11,15,18,22-hexazabicyclo[7.7.7]tricosan-1-yl]amino]-5-oxopentanoic acid
N#CC1(NC(=O)[C@@H]2CC(S(=O)(=O)c3ccc(-c4ccccc4OC(F)(F)F)cc3C(F)(F)F)CN2C(=O)C2(C(F)(F)F)CC2)CC1, (2S)-N-(1-cyanocyclopropyl)-4-[4-[2-(trifluoromethoxy)phenyl]-2-(trifluoromethyl)phenyl]sulfonyl-1-[1-(trifluoromethyl)cyclopropanecarbonyl]pyrrolidine-2-carboxamide
CC(=O)CC1=CC(=O)C2C(C)=CC(O)=C([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)/C=C/c3ccccc3)C2O1, [(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[7-hydroxy-5-methyl-4-oxo-2-(2-oxopropyl)-4a,8a-dihydrochromen-8-yl]oxan-3-yl] (E)-3-phenylprop-2-enoate
Cc1nc2sc3c(c2c(=O)n1Cc1cn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1)CCCC3, 3-[[1-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)triazol-4-yl]methyl]-2-methyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one
C=CCN(C(=O)C1N([C@@H](CC)CO)C(=O)[C@@H]2[C@H](C(=O)N(CC=C)c3ccccc3)[C@H]3SC12CC3Br)c1ccc(Cl)cc1, (5S,6R,7R)-8-bromo-2-N-(4-chlorophenyl)-3-[(2S)-1-hydroxybutan-2-yl]-4-oxo-6-N-phenyl-2-N,6-N-bis(prop-2-enyl)-10-thia-3-azatricyclo[5.2.1.01,5]decane-2,6-dicarboxamide
CC1=C(C)[C@H]2[C@@H](Cc3ccccc3)NC(=O)C23[C@H](O)/C=C/[C@H](C)C(=O)[C@@H](C)C/C=C/[C@H]3[C@@H]1O, (2R,3E,5S,7S,9E,11R,12S,15R,16R)-16-benzyl-2,12-dihydroxy-5,7,13,14-tetramethyl-17-azatricyclo[9.7.0.01,15]octadeca-3,9,13-triene-6,18-dione
CCCCCCCOC(=O)C[N+]1(C/C=C(\C)Cc2ccc(-c3ccc(C/C(C)=C/C[N+]4(CC(=O)OCCCCCCC)CCCCC4)cc3)cc2)CCCCC1, heptyl 2-[1-[(E)-4-[4-[4-[(E)-4-[1-(2-heptoxy-2-oxoethyl)piperidin-1-ium-1-yl]-2-methylbut-2-enyl]phenyl]phenyl]-3-methylbut-2-enyl]piperidin-1-ium-1-yl]acetate
COc1ccccc1[C@H]1C2=C(N=c3s/c(=C\c4cc(Br)c(OCc5ccc([N+](=O)[O-])cc5)c(Br)c4)c(=O)n31)c1ccccc1CC2, (11R,14Z)-14-[[3,5-dibromo-4-[(4-nitrophenyl)methoxy]phenyl]methylidene]-11-(2-methoxyphenyl)-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,16-pentaen-13-one
C[C@H]1[C@@H](CN(C)CCc2ccccn2)O[C@@H](c2cccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)c2)O[C@H]1c1ccc(CO)cc1, 1-(1-adamantyl)-3-[3-[(2S,4R,5R,6S)-4-[4-(hydroxymethyl)phenyl]-5-methyl-6-[[methyl(2-pyridin-2-ylethyl)amino]methyl]-1,3-dioxan-2-yl]phenyl]urea
O=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)[C@H](C(=O)c1ccc(Cl)c(Cl)c1)[C@@H]1OC(=O)c2ccccc21, (3S)-4-(3,4-dichlorophenyl)-N-(2,4-dinitrophenyl)-2,4-dioxo-3-[(1S)-3-oxo-1H-2-benzofuran-1-yl]butanamide
O=C(c1ccccc1)c1ccc2c(c1)c1ccccc1n2-c1cccc2c1C(=O)N(c1c(-c3ccccc3)cc(-c3ccccc3)cc1-c1ccccc1)C2=O, 4-(3-benzoylcarbazol-9-yl)-2-(2,4,6-triphenylphenyl)isoindole-1,3-dione
COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c([C@@H]7CCCN7)nc65)cc3-4)[nH]2)N(C(=O)O)C1, (2S,4S)-4-(methoxymethyl)-2-[5-[6-[(2S)-pyrrolidin-2-yl]-21-oxa-5,7-diazapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),5,9,11,14(19),15,17-nonaen-17-yl]-1H-imidazol-2-yl]pyrrolidine-1-carboxylic acid
CCC(=O)Oc1cccc(N2C(=O)[C@H]3C4C=CC([C@@H]3C2=O)[C@H]2C(=O)N(c3cccc(OC(=O)CC)c3)C(=O)[C@@H]42)c1, [3-[(2R,6S,8S,12S)-3,5,9,11-tetraoxo-10-(3-propanoyloxyphenyl)-4,10-diazatetracyclo[5.5.2.02,6.08,12]tetradec-13-en-4-yl]phenyl] propanoate
C=CCO[C@]12Oc3ccc(Oc4ccc(SC)cc4)cc3[C@@H]3[C@H]1C(=C[C@H](CCCCO)[C@H]3CCCCO)C(=NOCC)C[C@@H]2SCC, 4-[(1S,9S,10S,15R,16R,17S)-12-ethoxyimino-10-ethylsulfanyl-16-(4-hydroxybutyl)-4-(4-methylsulfanylphenoxy)-9-prop-2-enoxy-8-oxatetracyclo[7.7.1.02,7.013,17]heptadeca-2(7),3,5,13-tetraen-15-yl]butan-1-ol
C=Cc1nc(OC2CC3C(=O)NC4(C(=O)NS(=O)(=O)C5CC5)CC4CC(F)(F)CCCCCC(N)C(O)N3C2)c(-c2cc3ccccc3o2)nc1CC, 14-amino-18-[3-(1-benzofuran-2-yl)-6-ethenyl-5-ethylpyrazin-2-yl]oxy-N-cyclopropylsulfonyl-8,8-difluoro-15-hydroxy-2-oxo-3,16-diazatricyclo[14.3.0.04,6]nonadecane-4-carboxamide
COc1cc([C@@H]2c3cc4c(cc3[C@H](OC(=O)c3cc(-c5ccccc5)nc5ccccc35)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC, [(5R,8aR,9R)-8-oxo-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl] 2-phenylquinoline-4-carboxylate
C=CCN(C(=O)C1N([C@H](C)CO)C(=O)[C@@H]2[C@H](C(=O)N(CC=C)c3ccccc3)[C@@]3(C)OC12CC3C)c1ccc(OC)cc1, (5R,6S,7S)-3-[(2R)-1-hydroxypropan-2-yl]-2-N-(4-methoxyphenyl)-7,8-dimethyl-4-oxo-6-N-phenyl-2-N,6-N-bis(prop-2-enyl)-10-oxa-3-azatricyclo[5.2.1.01,5]decane-2,6-dicarboxamide
CCCC1=C(C(=O)OCC)[C@H](c2cc(OC)ccc2OC)n2c(s/c(=C\c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)c2=O)=N1, ethyl (2Z,5S)-5-(2,5-dimethoxyphenyl)-2-[(2-hydroxy-3,5-dinitrophenyl)methylidene]-3-oxo-7-propyl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
CN=C(N)NCCC[C@H](NC(=O)C1CCCCC1)C(=O)N[C@@H](CC(C)C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1, N-[(2S)-5-[(N'-methylcarbamimidoyl)amino]-1-[[(1R)-3-methyl-1-[(1S,2S,6R,8S)-2,9,9-trimethyl-3,5-dioxa-4-boratricyclo[6.1.1.02,6]decan-4-yl]butyl]amino]-1-oxopentan-2-yl]cyclohexanecarboxamide
COC(=O)[C@H](Cc1ccc(OC(C)(C)C)cc1)NC[C@H](CCC(=O)OC(C)(C)C)NC(=O)Cc1cn(C(=O)OC(C)(C)C)c2ccccc12, tert-butyl 3-[2-[[(2S)-1-[[(2S)-1-methoxy-3-[4-[(2-methylpropan-2-yl)oxy]phenyl]-1-oxopropan-2-yl]amino]-5-[(2-methylpropan-2-yl)oxy]-5-oxopentan-2-yl]amino]-2-oxoethyl]indole-1-carboxylate
NC(/N=C(\N=Cc1cccc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3ccccc3-4)c2)c1)c1ccccc1)c1ccccc1, N'-[amino(phenyl)methyl]-N-[[3-(3-spiro[fluorene-9,9'-xanthene]-2-ylphenyl)phenyl]methylidene]benzenecarboximidamide
CCN(C(=O)[C@@H]1CCN(CC(=O)N2CC=C(c3ccc(C(N)=NC=NC)cn3)CC2)C1)c1ccc(N)c(C(=N)c2ccc(OC(C)I)cc2)n1, (3R)-N-[5-amino-6-[4-(1-iodoethoxy)benzenecarboximidoyl]pyridin-2-yl]-N-ethyl-1-[2-[4-[5-[N'-(methyliminomethyl)carbamimidoyl]pyridin-2-yl]-3,6-dihydro-2H-pyridin-1-yl]-2-oxoethyl]pyrrolidine-3-carboxamide
CS(=O)(=O)N[C@H]1CCCC[C@@H]1N1C(=O)c2ccccc2[C@@H](C(=O)NCc2ccc(OCC(=O)O)cn2)[C@@H]1c1ccc(Cl)cc1, 2-[6-[[[(3R,4R)-3-(4-chlorophenyl)-2-[(1S,2S)-2-(methanesulfonamido)cyclohexyl]-1-oxo-3,4-dihydroisoquinoline-4-carbonyl]amino]methyl]pyridin-3-yl]oxyacetic acid
C=C(/C=C\C=C\C=C\C=c1/c(=C)oc2c3ccccc3c3sc4ccccc4c3c12)c1c2ccccc2c(C2=CC=CC3C=CC=CC23)c2ccccc12, (3Z)-3-[(2E,4E,6Z)-8-[10-(4a,8a-dihydronaphthalen-1-yl)anthracen-9-yl]nona-2,4,6,8-tetraenylidene]-4-methylidene-5-oxa-14-thiapentacyclo[11.7.0.02,6.07,12.015,20]icosa-1(13),2(6),7,9,11,15,17,19-octaene
CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc4c(c3)c3c5ccccc5c5c6ccccc6sc5c3n4-c3ccccc3)cc21, N-(9,9-dimethylfluoren-2-yl)-24-phenyl-N-(4-phenylphenyl)-3-thia-24-azahexacyclo[15.7.0.02,10.04,9.011,16.018,23]tetracosa-1(17),2(10),4,6,8,11,13,15,18(23),19,21-undecaen-20-amine
C[C@H](CCC(=O)O)[C@@H]1CC[C@@H]2[C@H]3[C@H](O)[C@H](O)[C@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]12C, (4R)-4-[(3R,5S,6R,7S,8R,9S,10S,13R,14R,17S)-3,6,7-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid
COC(=O)CCCCN1C(=O)[C@](O)([C@H](C)/C=C/CC(=O)N2Cc3ccccc3C[C@H]2CO)c2cc(N3C(=O)CCc4ccccc43)ccc21, methyl 5-[(3S)-3-hydroxy-3-[(E,2R)-6-[(3S)-3-(hydroxymethyl)-3,4-dihydro-1H-isoquinolin-2-yl]-6-oxohex-3-en-2-yl]-2-oxo-5-(2-oxo-3,4-dihydroquinolin-1-yl)indol-1-yl]pentanoate
