input,target
CCCC[C@H]1C(=O)N(C)[C@@H](CCCC)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]2C(=O)NC(CC(=O)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCN)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1C,"3-[(1S,10S,13S,16S,22S,25S,28S,31S,34S,37S,40S,43R,49S)-28-(2-aminoethyl)-13-(aminomethyl)-43-[(2-amino-2-oxoethyl)carbamoyl]-34,37-dibutyl-4-(carboxymethyl)-49-[(4-hydroxyphenyl)methyl]-25,31-bis(1H-indol-3-ylmethyl)-33,36,40-trimethyl-2,5,11,14,17,23,26,29,32,35,38,41,47,50-tetradecaoxo-45-thia-3,6,12,15,18,24,27,30,33,36,39,42,48,51-tetradecazatetracyclo[49.3.0.06,10.018,22]tetrapentacontan-16-yl]propanoic acid"
CCCC[C@H]1C(=O)N(C)CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)NCC(N)=O)CSCC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,"2-[(5S,8S,11S,17S,20S,23S,26S,32S,35S,38S,41R)-41-[(2-amino-2-oxoethyl)carbamoyl]-5,8,23-tribenzyl-11-butyl-26-[(4-hydroxyphenyl)methyl]-32,35-bis(1H-indol-3-ylmethyl)-7,10,13,22,28-pentamethyl-38-(2-methylpropyl)-3,6,9,12,15,18,21,24,27,30,33,36,39-tridecaoxo-20-propan-2-yl-1-thia-4,7,10,13,16,19,22,25,28,31,34,37,40-tridecazacyclodotetracont-17-yl]acetic acid"
CCC(C)(CC(C)(CC(C)(CC(C)(CC(C)(CC(C)(CC(C)(CC(C)(CC(C)(C)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2)C(=O)OC1C2CC3C(=O)OC1C3C2,"nonakis(5-oxo-4-oxatricyclo[4.2.1.03,7]nonan-2-yl) 1,1,3,5,7,9,11,13,15,17-decamethylnonadecane-1,3,5,7,9,11,13,15,17-nonacarboxylate"
C/C=C(\\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-8-hydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid"
C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@@]2(COC(C)=O)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4,4,6a,6b,11,11,14b-heptamethyl-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid"
C/C=C(/C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8R,8aR,9R,10R,12aS,14aR,14bR)-9-acetyloxy-8-hydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-10-[(Z)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid"
CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](NC(=O)OCc3ccccc3)C[C@H](NC(=O)OCc3ccccc3)[C@H]2O[C@H]2O[C@@H]3COC(c4ccccc4)O[C@H]3[C@H](O)[C@H]2NC(=O)OCc2ccccc2)[C@H](OCCNCCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1O[C@H]1O[C@@H](CNC(=O)OCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1NC(=O)OCc1ccccc1,"benzyl N-[(4aR,6S,7R,8R,8aS)-6-[(1R,2R,3S,4R,6S)-2-[(2S,3R,4R,5R)-3-[2-[2-[3,5-bis(trifluoromethyl)phenyl]ethylamino]ethoxy]-5-[[tert-butyl(dimethyl)silyl]oxymethyl]-4-[(2R,3R,4R,5S,6S)-4,5-dihydroxy-3-(phenylmethoxycarbonylamino)-6-(phenylmethoxycarbonylaminomethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-3-hydroxy-4,6-bis(phenylmethoxycarbonylamino)cyclohexyl]oxy-8-hydroxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl]carbamate"
NC[C@@H]1O[C@@H]2O[C@@H]3[C@H](CN)O[C@H](O[C@@H]4[C@@H](CN)O[C@H](O[C@@H]5[C@@H](CN)O[C@H](O[C@@H]6[C@@H](CN)O[C@H](O[C@H]7[C@@H](N)[C@H](O)[C@@H](O[C@@H]8[C@H](CN)O[C@H](O[C@H]1[C@@H](N)[C@@H]2O)[C@@H](O)[C@@H]8N)O[C@@H]7CN)[C@H](O)[C@H]6N)[C@H](O)[C@H]5N)[C@H](O)[C@H]4N)[C@@H](O)[C@@H]3N,"(1S,3R,5S,6S,8R,10S,11S,13R,15S,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42S,43S,44S,45S,46S,47S,48S,49S)-36,38,40,42,44,46,48-heptaamino-5,10,15,20,25,30,35-heptakis(aminomethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-37,39,41,43,45,47,49-heptol"
OC[C@H]1O[C@@H]2O[C@H]3[C@@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CNCCS)O[C@H](O[C@H]1[C@@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)O[C@@H]3CO,"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38S,39R,40S,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25,30-hexakis(hydroxymethyl)-35-[(2-sulfanylethylamino)methyl]-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol"
C=CCOC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@H]4[C@@H](O)[C@@H](O)[C@@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)O[C@@H]4CO)[C@H](O)[C@H]3O,"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44S,45R,46R,47R,48R,49R)-5,10,15,20,30,35-hexakis(hydroxymethyl)-25-(prop-2-enoxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol"
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](Cn8ccnc8)O[C@H](O[C@@H]8[C@@H](CI)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28S,30S,31S,33R,35R,36R,37R,38R,39R,40R,41R,42R,43R,44R,45R,46R,47R,48R,49R)-5,10,15,20,25-pentakis(hydroxymethyl)-35-(imidazol-1-ylmethyl)-30-(iodomethyl)-2,4,7,9,12,14,17,19,22,24,27,29,32,34-tetradecaoxaoctacyclo[31.2.2.23,6.28,11.213,16.218,21.223,26.228,31]nonatetracontane-36,37,38,39,40,41,42,43,44,45,46,47,48,49-tetradecol"
CC(C)[Si](OC[C@H]1O[C@H](OC2[C@@H](Oc3ccc([C@H](NC(=O)OCC4c5ccccc5-c5ccccc54)C(=O)O)cc3)O[C@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@@H]2O[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@H]1O[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C,"(2S)-2-(9H-fluoren-9-ylmethoxycarbonylamino)-2-[4-[(2S,4R,5R,6R)-4,5,6-tris[tri(propan-2-yl)silyloxy]-3-[(2R,3S,4S,5S,6R)-3,4,5-tris[tri(propan-2-yl)silyloxy]-6-[tri(propan-2-yl)silyloxymethyl]oxan-2-yl]oxyoxan-2-yl]oxyphenyl]acetic acid"
CC(C(=O)NCCCCC(CNC(CCCCNC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1)C(=O)NC(CCCCNC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1)C(=O)NC(CCCCNC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1)C(=O)NC(CCCCNC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1)C(=O)NN(C)C(=O)O)NC(=O)C[C@H](O)C[C@H](O)C=Cc1c(-c2ccc(F)cc2)c2ccccc2n1C(C)C)c1ccc(-c2ccccc2)c(F)c1,"[[6-[2-(3-fluoro-4-phenylphenyl)propanoylamino]-2-[[6-[2-(3-fluoro-4-phenylphenyl)propanoylamino]-2-[[6-[2-(3-fluoro-4-phenylphenyl)propanoylamino]-2-[[6-[2-(3-fluoro-4-phenylphenyl)propanoylamino]-2-[[6-[2-(3-fluoro-4-phenylphenyl)propanoylamino]-2-[[(3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoyl]amino]hexyl]amino]hexanoyl]amino]hexanoyl]amino]hexanoyl]amino]hexanoyl]amino]-methylcarbamic acid"
C[C@@H]1C(OC(=O)c2ccccc2)[C@H](O[C@@H]2C(OC(=O)c3ccccc3)[C@H](O[C@@H]3C(OC(=O)c4ccccc4)[C@H](O[C@@H]4C(OC(=O)c5ccccc5)[C@H](O[C@@H]5C(OC(=O)c6ccccc6)[C@H](OCc6ccccc6)OC6COC(c7ccccc7)O[C@H]65)OC5COC(c6ccccc6)O[C@H]54)OC4COC(c5ccccc5)O[C@H]43)OC3COC(c4ccccc4)O[C@H]32)OC2COC(c3ccccc3)O[C@H]21,"[(6S,8S,8aS)-6-[[(6S,8S,8aR)-6-[[(6S,8S,8aR)-6-[[(6S,8S,8aR)-6-[[(6R,8S,8aR)-7-benzoyloxy-2-phenyl-6-phenylmethoxy-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-8-yl]oxy]-7-benzoyloxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-8-yl]oxy]-7-benzoyloxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-8-yl]oxy]-7-benzoyloxy-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-8-yl]oxy]-8-methyl-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-7-yl] benzoate"
