input, target
CC1(CCC2CCNC2)CCCCN1, 2-methyl-2-(2-pyrrolidin-3-ylethyl)piperidine
C=CCC(C)Nc1cccc(F)c1, 3-fluoro-N-pent-4-en-2-ylaniline
CCCCNc1cc(NCCCO)ncn1, 3-[[6-(butylamino)pyrimidin-4-yl]amino]propan-1-ol
Clc1ccc(CNc2nnco2)o1, N-[(5-chlorofuran-2-yl)methyl]-1,3,4-oxadiazol-2-amine
CCc1ccnc2c(SC)cccc12, 4-ethyl-8-methylsulfanylquinoline
CCCN1CCC(NCCCCSC)CC1, N-(4-methylsulfanylbutyl)-1-propylpiperidin-4-amine
Nc1cnoc1-c1ccc(Cl)o1, 5-(5-chlorofuran-2-yl)-1,2-oxazol-4-amine
C=CCCSc1ccccc1C(N)=O, 2-but-3-enylsulfanylbenzamide
NNc1ncccc1CSCC1CCCC1, [3-(cyclopentylmethylsulfanylmethyl)pyridin-2-yl]hydrazine
CCC(C)N(C)CCC(C)(C)N, 1-N-butan-2-yl-1-N,3-dimethylbutane-1,3-diamine
CCCCCCCC[C@](C)(S)CC, (3R)-3-methylundecane-3-thiol
CCC(CC)CNCCC(N)C1CC1, 1-cyclopropyl-N'-(2-ethylbutyl)propane-1,3-diamine
CC(C)c1ccc(C(N)O)cc1, amino-(4-propan-2-ylphenyl)methanol
Clc1cnccc1NCC1CCCCS1, 3-chloro-N-(thian-2-ylmethyl)pyridin-4-amine
CCC(C#N)C(O)COC(C)=O, (3-cyano-2-hydroxypentyl) acetate
CC(C)OCCCN1CCC(CO)C1, [1-(3-propan-2-yloxypropyl)pyrrolidin-3-yl]methanol
COc1cc2ccccc2c(=O)o1, 3-methoxyisochromen-1-one
COC(=O)NC1C=CC=CC=C1, methyl N-cyclohepta-2,4,6-trien-1-ylcarbamate
Cc1cc(C)c2ccn(N)c2n1, 4,6-dimethylpyrrolo[2,3-b]pyridin-1-amine
CCC(CC)(CBr)Cc1nccs1, 2-[2-(bromomethyl)-2-ethylbutyl]-1,3-thiazole
Nc1ccc2c(c1)CN(CO)C2, (5-amino-1,3-dihydroisoindol-2-yl)methanol
C[Si](C)(C)ON1CCCCC1, trimethyl(piperidin-1-yloxy)silane
CC1CCCC(C)C1(N)C(F)F, 1-(difluoromethyl)-2,6-dimethylcyclohexan-1-amine
C#CC(O)c1c(F)cccc1OC, 1-(2-fluoro-6-methoxyphenyl)prop-2-yn-1-ol
C#CC(=O)Nc1nnc(C)n1C, N-(4,5-dimethyl-1,2,4-triazol-3-yl)prop-2-ynamide
Cc1ccc(C(=O)C(C)C)o1, 2-methyl-1-(5-methylfuran-2-yl)propan-1-one
CCCC(C)NCC(CC)C(=O)O, 2-[(pentan-2-ylamino)methyl]butanoic acid
CC1CCC(CNC2CCSCC2)O1, N-[(5-methyloxolan-2-yl)methyl]thian-4-amine
[2H]C(O)CCCCCCCC1CO1, 1-deuterio-8-(oxiran-2-yl)octan-1-ol
CC1(C)CCC1Nc1ccccc1I, N-(2,2-dimethylcyclobutyl)-2-iodoaniline
CCc1cc2scc(OC)c2cc1O, 6-ethyl-3-methoxy-1-benzothiophen-5-ol
CCc1cc2sc(I)cc2cc1Br, 5-bromo-6-ethyl-2-iodo-1-benzothiophene
Oc1c(F)cc(C(F)F)cc1F, 4-(difluoromethyl)-2,6-difluorophenol
Cc1cc(SC#N)cc(Cl)c1N, (4-amino-3-chloro-5-methylphenyl) thiocyanate
Cn1cc(NCC2CCCCO2)cn1, 1-methyl-N-(oxan-2-ylmethyl)pyrazol-4-amine
CCCC(C)C(O)(CN)C(C)C, 3-(aminomethyl)-2,4-dimethylheptan-3-ol
FC(F)Oc1cccc(Br)c1Br, 1,2-dibromo-3-(difluoromethoxy)benzene
CC1SCCCC1(O)Cc1ccsc1, 2-methyl-3-(thiophen-3-ylmethyl)thian-3-ol
CNC(=O)N(C)C(=O)NCCN, 1-(2-aminoethylcarbamoyl)-1,3-dimethylurea
CSC1CCCC(C(F)(F)F)C1, 1-methylsulfanyl-3-(trifluoromethyl)cyclohexane
NCC(=O)Nc1ccc(F)cc1I, 2-amino-N-(4-fluoro-2-iodophenyl)acetamide
O=C(CCCCBr)NN1CCCCC1, 5-bromo-N-piperidin-1-ylpentanamide
CCC1(CO)CC(F)(F)CN1C, (2-ethyl-4,4-difluoro-1-methylpyrrolidin-2-yl)methanol
CNC(C)C(=O)NC1CCCC1C, 2-(methylamino)-N-(2-methylcyclopentyl)propanamide
O=C(O)C1CC2(CO)CC2N1, 5-(hydroxymethyl)-2-azabicyclo[3.1.0]hexane-3-carboxylic acid
O=C(CBr)Nc1ccc(I)cn1, 2-bromo-N-(5-iodopyridin-2-yl)acetamide
C=CCCCC(=O)CC1CCCNC1, 1-piperidin-3-ylhept-6-en-2-one
CCCn1ccnc1SCCC=C(F)F, 2-(4,4-difluorobut-3-enylsulfanyl)-1-propylimidazole
CC[N+](C)(C)c1ccncc1, ethyl-dimethyl-pyridin-4-ylazanium
c1nc(CCNCc2cscn2)cs1, 2-(1,3-thiazol-4-yl)-N-(1,3-thiazol-4-ylmethyl)ethanamine
CCC(CC)Nc1cccc(Br)n1, 6-bromo-N-pentan-3-ylpyridin-2-amine
COc1ccc(CNC(=O)O)cc1, (4-methoxyphenyl)methylcarbamic acid
CCCOc1nc(C)cc(=O)n1C, 3,6-dimethyl-2-propoxypyrimidin-4-one
CC(C)C(C)OCCC1CCCCN1, 2-[2-(3-methylbutan-2-yloxy)ethyl]piperidine
CNCCCN(C)CCOC(F)(F)F, N,N'-dimethyl-N'-[2-(trifluoromethoxy)ethyl]propane-1,3-diamine
CC1CCCCCN1CCNCCN(C)C, N',N'-dimethyl-N-[2-(2-methylazepan-1-yl)ethyl]ethane-1,2-diamine
C#CC(=O)NC(C)C1CCCO1, N-[1-(oxolan-2-yl)ethyl]prop-2-ynamide
NCCc1ccccc1-c1cncn1F, 2-[2-(3-fluoroimidazol-4-yl)phenyl]ethanamine
CC(O)c1ccc(N)c(Br)c1, 1-(4-amino-3-bromophenyl)ethanol
COc1ccc2c(c1)NC[Se]2, 5-methoxy-2,3-dihydro-1,3-benzoselenazole
CC(N)CN1CCC(C)CCC1=O, 1-(2-aminopropyl)-5-methylazepan-2-one
c1snnc1CNC1CCCC2CC21, N-(thiadiazol-4-ylmethyl)bicyclo[4.1.0]heptan-2-amine
O=S1OCC(CC(F)(F)F)O1, 4-(2,2,2-trifluoroethyl)-1,3,2-dioxathiolane 2-oxide
CCNCC(=O)NC1(C)CCOC1, 2-(ethylamino)-N-(3-methyloxolan-3-yl)acetamide
CNCCCN(C)C(C)CC(=O)O, 3-[methyl-[3-(methylamino)propyl]amino]butanoic acid
N#CC1CC2CCCCC2CC1C#N, 1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene-2,3-dicarbonitrile
O=C(Nc1cnns1)c1cnoc1, N-(thiadiazol-5-yl)-1,2-oxazole-4-carboxamide
CNc1c(C)cc(C)c(F)c1C, 3-fluoro-N,2,4,6-tetramethylaniline
CCc1nc(Br)c2n1CCNC2C, 1-bromo-3-ethyl-8-methyl-5,6,7,8-tetrahydroimidazo[1,5-a]pyrazine
CCc1csc(CC2CNCCO2)n1, 2-[(4-ethyl-1,3-thiazol-2-yl)methyl]morpholine
C=Cc1ccc(=O)n(CCO)c1, 5-ethenyl-1-(2-hydroxyethyl)pyridin-2-one
O=C(NCC1CCC1)c1nccs1, N-(cyclobutylmethyl)-1,3-thiazole-2-carboxamide
CCOCC(=O)C(N)c1cccs1, 1-amino-3-ethoxy-1-thiophen-2-ylpropan-2-one
CCC1CCNC(CNC2CCC2)C1, N-[(4-ethylpiperidin-2-yl)methyl]cyclobutanamine
CCC(O)CCCNC(C)CC1CC1, 6-(1-cyclopropylpropan-2-ylamino)hexan-3-ol
Cc1nonc1CNCCc1nccn1C, 2-(1-methylimidazol-2-yl)-N-[(4-methyl-1,2,5-oxadiazol-3-yl)methyl]ethanamine
CC(N)C(C)NOCc1ccccc1, 3-N-phenylmethoxybutane-2,3-diamine
CCNC(=O)NC(=O)C(C)SC, N-(ethylcarbamoyl)-2-methylsulfanylpropanamide
CN=C(NC)NC1CCCC1(F)F, 1-(2,2-difluorocyclopentyl)-2,3-dimethylguanidine
OCCSc1ccc2c(c1)CCCC2, 2-(5,6,7,8-tetrahydronaphthalen-2-ylsulfanyl)ethanol
Fc1c(Br)cc(Br)cc1CBr, 1,5-dibromo-3-(bromomethyl)-2-fluorobenzene
CC(=O)OCCS(Cl)(Cl)Cl, 2-(trichloro-λ4-sulfanyl)ethyl acetate
CC(C)(C)CCn1cnccc1=O, 3-(3,3-dimethylbutyl)pyrimidin-4-one
CCc1cc(OC)cc(C)c1C=O, 2-ethyl-4-methoxy-6-methylbenzaldehyde
CC(Br)CCCCOCc1ccccc1, 5-bromohexoxymethylbenzene
CCCCN(C(=N)CCC)C1CC1, N-butyl-N-cyclopropylbutanimidamide
COC(OC)C1CCCc2ccoc21, 7-(dimethoxymethyl)-4,5,6,7-tetrahydro-1-benzofuran
C=C(C)C12C=CC(C)C1C2, 4-methyl-1-prop-1-en-2-ylbicyclo[3.1.0]hex-2-ene
CCCC1(CC)CC(=O)C=CO1, 2-ethyl-2-propyl-3H-pyran-4-one
CN1CCC(NCC(=O)O)C1=O, 2-[(1-methyl-2-oxopyrrolidin-3-yl)amino]acetic acid
CC#CCNC1(CN)CC(C)C1C, 1-(aminomethyl)-N-but-2-ynyl-2,3-dimethylcyclobutan-1-amine
CC1C(N)CCN1CCC1CCCC1, 1-(2-cyclopentylethyl)-2-methylpyrrolidin-3-amine
CC1CN(C2OC2C)CC(C)N1, 3,5-dimethyl-1-(3-methyloxiran-2-yl)piperazine
CNc1ncc(CCc2ccco2)s1, 5-[2-(furan-2-yl)ethyl]-N-methyl-1,3-thiazol-2-amine
Clc1ncccc1CSCC1CCCC1, 2-chloro-3-(cyclopentylmethylsulfanylmethyl)pyridine
O=C1C2CC=CC2C12SCCS2, spiro[1,3-dithiolane-2,7'-bicyclo[3.2.0]hept-2-ene]-6'-one
S=C(CBr)Nc1ccc(I)cc1, 2-bromo-N-(4-iodophenyl)ethanethioamide
Cc1nc2ccc(C)c(F)c2s1, 7-fluoro-2,6-dimethyl-1,3-benzothiazole
CC#CCNc1ccccc1C(=O)O, 2-(but-2-ynylamino)benzoic acid
Cc1cc(OCCOCCS)ccc1Cl, 2-[2-(4-chloro-3-methylphenoxy)ethoxy]ethanethiol
Nc1ccccc1CNCCc1nccs1, 2-[[2-(1,3-thiazol-2-yl)ethylamino]methyl]aniline
CCCCCC(=O)CC(=O)[O-], 3-oxooctanoate
N#CCc1ccc(CO)c(NN)c1, 2-[3-hydrazinyl-4-(hydroxymethyl)phenyl]acetonitrile
CNCCn1ccc(=O)c(O)c1C, 3-hydroxy-2-methyl-1-[2-(methylamino)ethyl]pyridin-4-one
CCOC(=O)C(O)Cc1nccs1, ethyl 2-hydroxy-3-(1,3-thiazol-2-yl)propanoate
C1=CC(=Cc2ccco2)C=C1, 2-(cyclopenta-2,4-dien-1-ylidenemethyl)furan
CCCC(C)(C)n1nnnc1CNC, N-methyl-1-[1-(2-methylpentan-2-yl)tetrazol-5-yl]methanamine
C#CCONc1c(C)cccc1C#N, 3-methyl-2-(prop-2-ynoxyamino)benzonitrile
COC(=O)c1ncc(CN)cc1F, methyl 5-(aminomethyl)-3-fluoropyridine-2-carboxylate
N#Cc1ccn2cccc(Br)c12, 8-bromoindolizine-1-carbonitrile
Nc1cnc(NC2CCCC2O)nc1, 2-[(5-aminopyrimidin-2-yl)amino]cyclopentan-1-ol
BrC1CCCN(CC2CCC2)CC1, 4-bromo-1-(cyclobutylmethyl)azepane
NCC(CN1CCCCCC1)C1CC1, 3-(azepan-1-yl)-2-cyclopropylpropan-1-amine
COC(=O)C(C)(O)C(O)CO, methyl 2,3,4-trihydroxy-2-methylbutanoate
C=CCC(C)C=CCCCC(=C)C, 4,10-dimethylundeca-1,5,10-triene
CC(N)=Nc1cc(C)ccc1Cl, N'-(2-chloro-5-methylphenyl)ethanimidamide
CCc1cc2ccc(C#N)nc2s1, 2-ethylthieno[2,3-b]pyridine-6-carbonitrile
CSCCNCC1CCCc2ccccc21, 2-methylsulfanyl-N-(1,2,3,4-tetrahydronaphthalen-1-ylmethyl)ethanamine
CCC=CN(CC)N=NC(C)CCC, N-ethyl-N-(pentan-2-yldiazenyl)but-1-en-1-amine
Cn1cc(Br)cc1CNC1CCC1, N-[(4-bromo-1-methylpyrrol-2-yl)methyl]cyclobutanamine
CC(C)CSCC(O)c1cnnn1C, 2-(2-methylpropylsulfanyl)-1-(3-methyltriazol-4-yl)ethanol
[2H]/C(=C/CC=O)CCCCC, (Z)-4-deuterionon-3-enal
CCN(C)c1ncc(C(C)C)s1, N-ethyl-N-methyl-5-propan-2-yl-1,3-thiazol-2-amine
CCSCCOc1c(F)cccc1CBr, 1-(bromomethyl)-2-(2-ethylsulfanylethoxy)-3-fluorobenzene
CCCCCCOc1cccc(C=O)c1, 3-hexoxybenzaldehyde
CC(CN)CC(N)COC1OCCO1, 5-(1,3-dioxolan-2-yloxy)-2-methylpentane-1,4-diamine
CCO[C@H]1CCC[C@@H]1I, (1S,2S)-1-ethoxy-2-iodocyclopentane
CC#CCN(C)Cc1cnc[nH]1, N-(1H-imidazol-5-ylmethyl)-N-methylbut-2-yn-1-amine
Cc1cc(CO)c(=O)n(C)c1, 3-(hydroxymethyl)-1,5-dimethylpyridin-2-one
Cc1ccc(SC#CC#CCO)cc1, 5-(4-methylphenyl)sulfanylpenta-2,4-diyn-1-ol
CC(CN1CCCSCC1)C1CNC1, 4-[2-(azetidin-3-yl)propyl]-1,4-thiazepane
Cc1ccc(CCC2COCCN2)o1, 3-[2-(5-methylfuran-2-yl)ethyl]morpholine
Nc1nc(C2CSCCS2)ncc1I, 2-(1,4-dithian-2-yl)-5-iodopyrimidin-4-amine
Cc1nc(-c2ccccc2)cn1C, 1,2-dimethyl-4-phenylimidazole
CON(C)C(=O)C1(Cl)CC1, 1-chloro-N-methoxy-N-methylcyclopropane-1-carboxamide
CS(=O)(=O)C1=CCCC=C1, 2-methylsulfonylcyclohexa-1,3-diene
Oc1ccccc1CCNC1CCCOC1, 2-[2-(oxan-3-ylamino)ethyl]phenol
COCc1ccc(F)c(CCN)c1F, 2-[2,6-difluoro-3-(methoxymethyl)phenyl]ethanamine
CCC[Si](N=C=O)(OC)OC, isocyanato-dimethoxy-propylsilane
CCC(C)Sc1ccc(C)cc1CO, (2-butan-2-ylsulfanyl-5-methylphenyl)methanol
FC(Cc1csnn1)C1CCCNC1, 4-(2-fluoro-2-piperidin-3-ylethyl)thiadiazole
CC#CCNC(CSC)c1ccccc1, N-(2-methylsulfanyl-1-phenylethyl)but-2-yn-1-amine
CO/C=C/c1cccc(N=O)c1, 1-[(E)-2-methoxyethenyl]-3-nitrosobenzene
O=c1sc2ccccc2n1CCCBr, 3-(3-bromopropyl)-1,3-benzothiazol-2-one
COC(=O)CNCc1noc(C)n1, methyl 2-[(5-methyl-1,2,4-oxadiazol-3-yl)methylamino]acetate
CCn1cc(CCC(C)CCl)cn1, 4-(4-chloro-3-methylbutyl)-1-ethylpyrazole
CC1CCCCC1(CN)N1CCCC1, (2-methyl-1-pyrrolidin-1-ylcyclohexyl)methanamine
CSCc1cc(-c2cccs2)on1, 3-(methylsulfanylmethyl)-5-thiophen-2-yl-1,2-oxazole
CCc1cc2c(SC)csc2cc1N, 5-ethyl-3-methylsulfanyl-1-benzothiophen-6-amine
CC1(C)CNc2c(F)cccc21, 7-fluoro-3,3-dimethyl-1,2-dihydroindole
Cc1ccncc1-c1ncsc1C=O, 4-(4-methylpyridin-3-yl)-1,3-thiazole-5-carbaldehyde
CC(C)C(C)C1(N)CCOCC1, 4-(3-methylbutan-2-yl)oxan-4-amine
CCOC(C)C(NC)c1cnnn1C, 2-ethoxy-N-methyl-1-(3-methyltriazol-4-yl)propan-1-amine
CCCC1C=CC(O)C(CCC)C1, 4,6-dipropylcyclohex-2-en-1-ol
CO/N=C(/C)CC(C)N(C)C, (4Z)-4-methoxyimino-N,N-dimethylpentan-2-amine
NCc1c(Cl)cccc1OC1CC1, (2-chloro-6-cyclopropyloxyphenyl)methanamine
CC(=O)NNC(CCO)C(=O)O, 2-(2-acetylhydrazinyl)-4-hydroxybutanoic acid
COc1cccc(C)c1NC(N)=S, (2-methoxy-6-methylphenyl)thiourea
BrCc1noc2ccc(Br)cc12, 5-bromo-3-(bromomethyl)-1,2-benzoxazole
C[C@H](O)CNC(=O)CCCl, 3-chloro-N-[(2S)-2-hydroxypropyl]propanamide
CCC(C)C(CSc1nncs1)NC, N,3-dimethyl-1-(1,3,4-thiadiazol-2-ylsulfanyl)pentan-2-amine
CCC(Cl)CCNCCCC1CCCO1, 3-chloro-N-[3-(oxolan-2-yl)propyl]pentan-1-amine
c1cc(CNC2=NCCCN2)co1, N-(furan-3-ylmethyl)-1,4,5,6-tetrahydropyrimidin-2-amine
Cn1c(Br)cnc1-c1cccs1, 5-bromo-1-methyl-2-thiophen-2-ylimidazole
CC(C)(C)C1OC2CCCC1C2, 7-tert-butyl-6-oxabicyclo[3.2.1]octane
CCC(C)CCOC(C)(CC)CCO, 3-methyl-3-(3-methylpentoxy)pentan-1-ol
CCc1sc2cccc(Cl)c2c1N, 4-chloro-2-ethyl-1-benzothiophen-3-amine
Oc1cc(Cl)cc(Cl)c1OCF, 3,5-dichloro-2-(fluoromethoxy)phenol
C#CCO[P+]12OCCN1CCO2, 8-prop-2-ynoxy-2,3,5,6-tetrahydro-[1,3,2]oxazaphospholo[2,3-b][1,3,2]oxazaphosphol-8-ium
CCCC1CCNC1COc1cccnc1, 3-[(3-propylpyrrolidin-2-yl)methoxy]pyridine
CNC(CSc1nccn1C)C(C)C, N,3-dimethyl-1-(1-methylimidazol-2-yl)sulfanylbutan-2-amine
C/C=C/CC(C)(C)C(=O)O, (E)-2,2-dimethylhex-4-enoic acid
Cc1cc(OCCO)c(C#N)cn1, 4-(2-hydroxyethoxy)-6-methylpyridine-3-carbonitrile
COCCOCCC1CC(C)CCC1Br, 1-bromo-2-[2-(2-methoxyethoxy)ethyl]-4-methylcyclohexane
CC=C([Si]Cl)c1ccccc1, chloro(1-phenylprop-1-enyl)silicon
CCC(C)CC1NCC12CCCCC2, 3-(2-methylbutyl)-2-azaspiro[3.5]nonane
Cl/C=C(/Cl)OC1CCCCC1, [(E)-1,2-dichloroethenoxy]cyclohexane
